Model,Split,Metric,n_samples,point_estimate,mean,std,ci_lower,ci_upper,Code
last,Train,R2,69319,0.7041259768693054,0.7039499653036531,0.003412294048830235,0.6980643400194245,0.7098715924673273,6
last,Train,MSE,69319,0.18751583137720745,0.18762479887356523,0.0018441610157200665,0.18433134928615882,0.19136118566027083,6
last,Train,MAE,69148,0.6008134779331827,0.601361621069151,0.003293845953550801,0.5949538173367015,0.6078584216170902,7
last,Train,MAPE,69148,3.951323500586618,3.9538062711267417,0.024003715937893275,3.909483884682882,3.996340062492697,7
last,Train,R2,69148,0.8036314479006079,0.8042906721046563,0.003945448557643946,0.7976778397638881,0.8121650435918916,7
last,Train,MSE,69148,1.1749220996458096,1.1775035807306933,0.0213004843524274,1.1299243375900285,1.2109614520537488,7
last,Train,MAE,71504,2.064290742207303,2.0646158414674454,0.009099552684982956,2.0479989068649833,2.0792655491516867,8
last,Train,MAPE,71504,36.79402014186245,36.79693965984962,0.4522343804977911,35.84633370327654,37.681684337091774,8
last,Train,R2,71504,0.27410976067183634,0.2747336389097199,0.007718314993520008,0.26072923190220754,0.2883206586579769,8
last,Train,MSE,71504,10.564905305196055,10.58210408056366,0.10688858518081029,10.345010540571845,10.75107563077447,8
last,Train,MAE,69213,1.9250769359507107,1.9241419523369567,0.007963814958633283,1.9094997334218142,1.9401296886382198,9
last,Train,MAPE,69213,2.1111593702697875,2.1107684492539693,0.008899745191036321,2.0946570741049504,2.12802297003028,9
last,Train,R2,69213,0.8247081992683113,0.8250718361889173,0.0025742865236272052,0.820069184280935,0.8295887213475913,9
last,Train,MSE,69213,8.55305451933336,8.568741822894172,0.10114509326196472,8.38017351681039,8.793924822508428,9
last,Train,MAE,65456,2.343497922268394,2.344889314959668,0.007337415721201261,2.331363244011244,2.3586504674896114,10
last,Train,MAPE,65456,1.686964993962338,1.686251494973149,0.005313558296276767,1.6751121125320034,1.6966147408504864,10
last,Train,R2,65456,0.3782965943951373,0.3782431638349108,0.005934135350071577,0.3684528093482663,0.38952143880081913,10
last,Train,MSE,65456,9.829435040332436,9.819409336042533,0.08388424763073486,9.67071563340259,9.999865081123197,10
last,Train,MAE,66208,0.37094535552228114,0.3708337829998073,0.0012630321353000102,0.3686660238237824,0.37349219596694927,11
last,Train,MAPE,66208,8.78316131099793,8.788393620271613,0.030168412726740618,8.726122950638928,8.837661918871941,11
last,Train,R2,66208,0.06886596237440845,0.06831588327319954,0.008410756147785789,0.05273904945022499,0.08309773433002642,11
last,Train,MSE,66208,0.24837349876007905,0.24828629938427213,0.0019639813237922873,0.24418689333301055,0.25194025875840775,11
last,Train,MAE,64744,2.5126034844927716,2.512803039663907,0.009002022346886088,2.4961448165080933,2.528129054429754,12
last,Train,MAPE,64744,2.477851434396528,2.4766643657403993,0.009748223029886295,2.4569457672806005,2.492859862293462,12
last,Train,R2,64744,0.49811618290510706,0.49855020493372115,0.004908907789321905,0.4878261929932457,0.506410019846374,12
last,Train,MSE,64744,11.812113863832941,11.814926325219325,0.10175000890322179,11.643928008773013,12.019029466050908,12
last,Train,MAE,62910,2.158483547922576,2.1582900492721664,0.007431416034482399,2.145561993307045,2.1726514862414064,13
last,Train,MAPE,62910,8.90847550154588,8.902411132343296,0.03927087584406971,8.826473163078933,8.975007769930135,13
last,Train,R2,62910,0.47101171118509055,0.47044485439028966,0.005497587613069508,0.459911682789248,0.4799378009863444,13
last,Train,MSE,62910,8.590216499627555,8.599838710736481,0.06506708977698056,8.482098565195201,8.708982888064371,13
last,Train,MAE,67015,4.491845109303887,4.492361710064911,0.022344474917186708,4.445729500858016,4.532838916660449,14
last,Train,MAPE,67015,23.52707713680438,23.525513258733803,0.09879221334717614,23.342671370133942,23.726467071991223,14
last,Train,R2,67015,0.7605600024867573,0.7601041984716197,0.0031834078182257242,0.7545732402193092,0.7671007438911795,14
last,Train,MSE,67015,50.14111766022532,50.11398574945907,0.7470142008918532,48.80333535402522,51.542744534805635,14
last,Train,MAE,68424,0.13451508216091232,0.13439957102280692,0.0007622913069637428,0.13295572354477272,0.13606730873509654,15
last,Train,MAPE,68424,12.602059832978247,12.59066343493521,0.058471982581273764,12.463547413028586,12.69867632764977,15
last,Train,R2,68424,0.8314672348770176,0.8313314839582736,0.0028740971265237172,0.8260650273908507,0.8365047795791771,15
last,Train,MSE,68424,0.05546918498197679,0.055515982559665035,0.0009188600461793183,0.05373584643965341,0.05707488936022045,15
last,Train,MAE,61762,23.6676678216379,23.683112269680393,0.12099060246037723,23.47568407758816,23.926988884751143,16
last,Train,MAPE,61762,20.796371278290827,20.796024674279867,0.11879012422284908,20.602969225156833,21.09339077986277,16
last,Train,R2,61762,0.07604395397020125,0.07703202728570357,0.008582401146380977,0.060875590298667494,0.09226789391241595,16
last,Train,MSE,61762,1327.9287223535507,1331.4675924111914,13.748737443418705,1304.926623571128,1358.4076317152942,16
last,Train,MAE,10978,0.506153216907552,0.5053864564366148,0.006517229854302508,0.4896700224979129,0.5156120217607677,17
last,Train,MAPE,10978,7.242667174516783,7.2237224835175935,0.07025742346109089,7.1130781232653195,7.372729728502942,17
last,Train,R2,10978,0.6106133702020633,0.6108191584829928,0.011129576953720828,0.5900237798132895,0.6309132826253501,17
last,Train,MSE,10978,0.6865770249637452,0.6859519379318594,0.01993485588108609,0.6533413421596324,0.720952824319041,17
last,Train,MAE,50958,0.36189050737882017,0.36187927928701336,0.0015631236091043473,0.35914125994454327,0.36560814406916803,18
