method,analyte,decile,z_median,mortality_pct,ci_lo,ci_hi,n
Cohen_m2,A1C,7,2.2,8.9,4.4,17.2,79
Cohen_m2,HGB,3,0.41,3.8,3.5,4.1,17462
Cohen_m2,HGB,4,0.6,4.3,4.0,4.6,17900
Cohen_m2,HGB,5,0.8,5.6,5.2,5.9,16626
Cohen_m2,HGB,6,0.99,7.4,7.0,7.8,17488
Cohen_m2,HGB,7,1.24,9.3,8.8,9.7,17139
Cohen_m2,HGB,8,1.46,11.4,10.9,11.9,17408
Cohen_m2,HGB,9,1.81,17.4,16.8,17.9,17319
Cohen_m2,HGB,10,2.23,24.9,24.3,25.6,17220
Cohen_m2,K,1,0.05,7.1,6.7,7.4,21383
Cohen_m2,K,2,0.17,7.4,7.1,7.8,21282
Cohen_m2,K,3,0.29,7.5,7.2,7.9,21292
Cohen_m2,K,4,0.41,7.9,7.6,8.3,21324
Cohen_m2,K,5,0.56,8.4,8.1,8.8,21318
Cohen_m2,K,6,0.7,9.0,8.6,9.4,21341
Cohen_m2,K,7,0.85,9.6,9.3,10.0,21291
Cohen_m2,K,8,1.08,11.2,10.8,11.6,21332
Cohen_m2,K,9,1.35,12.9,12.4,13.3,21309
Cohen_m2,K,10,1.81,19.0,18.4,19.5,21313
Cohen_m2,NA,1,0.09,5.4,5.1,5.7,20102
Cohen_m2,HGB,2,0.24,2.8,2.6,3.1,17159
Cohen_m2,HGB,1,0.08,3.2,2.9,3.4,17487
Cohen_m2,HCT,10,3.2,27.4,26.8,28.0,21807
Cohen_m2,HCT,9,2.6,16.2,15.7,16.7,22462
Cohen_m2,CRE,9,0.7,11.5,11.1,12.0,18781
Cohen_m2,CRE,10,0.99,19.1,18.6,19.7,19289
Cohen_m2,GLU,1,0.27,7.0,6.7,7.3,31396
Cohen_m2,GLU,2,0.73,8.8,8.5,9.2,31263
Cohen_m2,GLU,3,1.29,6.0,5.8,6.3,31330
Cohen_m2,GLU,4,2.04,7.1,6.8,7.4,30931
Cohen_m2,GLU,5,2.83,6.9,6.6,7.2,31468
Cohen_m2,GLU,6,3.59,7.4,7.1,7.7,30665
Cohen_m2,GLU,7,4.62,8.3,8.0,8.6,30881
Cohen_m2,NA,2,0.26,5.6,5.3,6.0,19817
Cohen_m2,GLU,8,5.97,9.9,9.6,10.2,31201
Cohen_m2,GLU,10,11.17,13.8,13.5,14.2,30846
Cohen_m2,HCT,1,0.17,2.6,2.4,2.8,22214
Cohen_m2,HCT,2,0.48,2.8,2.6,3.0,22551
Cohen_m2,HCT,3,0.82,3.6,3.4,3.9,22366
Cohen_m2,HCT,4,1.12,4.8,4.6,5.1,21652
Cohen_m2,HCT,5,1.37,5.2,4.9,5.5,23631
Cohen_m2,HCT,6,1.63,7.0,6.7,7.4,20901
Cohen_m2,HCT,7,1.93,10.0,9.6,10.4,23267
Cohen_m2,HCT,8,2.29,12.2,11.8,12.7,21050
Cohen_m2,GLU,9,7.98,11.3,10.9,11.6,31275
Cohen_m2,NA,3,0.4,6.3,6.0,6.7,20033
Cohen_m2,NA,4,0.54,5.8,5.5,6.1,19900
Cohen_m2,NA,5,0.68,8.0,7.6,8.3,20303
Cohen_m2,TBIL,10,1.9,10.3,9.8,10.9,11165
Cohen_m2,TP,1,0.11,4.6,4.3,5.0,12851
Cohen_m2,TP,2,0.26,4.3,3.9,4.7,11066
Cohen_m2,TP,3,0.41,4.3,4.0,4.7,11999
Cohen_m2,TP,4,0.57,5.2,4.8,5.6,12020
Cohen_m2,TP,5,0.76,4.8,4.5,5.2,11967
Cohen_m2,TP,6,0.93,4.6,4.3,5.0,11838
Cohen_m2,TP,7,1.18,7.3,6.8,7.8,12017
Cohen_m2,TP,8,1.44,9.8,9.3,10.3,12790
Cohen_m2,TBIL,9,1.31,10.8,10.2,11.4,11043
Cohen_m2,TP,9,1.81,11.6,11.0,12.2,11063
Cohen_m2,WBC,1,0.07,6.7,6.3,7.1,15271
Cohen_m2,WBC,2,0.22,5.8,5.4,6.2,15283
Cohen_m2,WBC,3,0.39,5.5,5.1,5.8,15238
Cohen_m2,WBC,4,0.53,7.4,7.0,7.8,15265
Cohen_m2,WBC,5,0.69,7.2,6.8,7.7,15270
Cohen_m2,WBC,6,0.87,9.6,9.1,10.0,15281
Cohen_m2,WBC,7,1.1,8.0,7.6,8.4,15264
Cohen_m2,WBC,8,1.4,9.5,9.0,9.9,15622
Cohen_m2,WBC,9,1.79,11.2,10.7,11.7,15149
Cohen_m2,TP,10,2.51,26.1,25.3,26.9,11954
Cohen_m2,CRE,8,0.54,5.8,5.5,6.1,19702
Cohen_m2,TBIL,8,0.95,7.1,6.7,7.6,11294
Cohen_m2,TBIL,6,0.51,5.2,4.8,5.6,11159
Cohen_m2,NA,6,0.86,6.9,6.6,7.3,19687
Cohen_m2,NA,7,1.09,9.7,9.3,10.1,19930
Cohen_m2,NA,8,1.38,10.2,9.8,10.6,19938
Cohen_m2,NA,9,1.86,14.4,13.9,14.9,19930
Cohen_m2,NA,10,2.63,19.1,18.5,19.6,19951
Cohen_m2,PLT,1,0.05,4.0,3.7,4.3,14993
Cohen_m2,PLT,2,0.15,3.3,3.1,3.6,14968
Cohen_m2,PLT,3,0.25,3.8,3.5,4.1,14986
Cohen_m2,PLT,4,0.37,5.0,4.7,5.4,14970
Cohen_m2,TBIL,7,0.68,5.8,5.4,6.2,11164
Cohen_m2,PLT,5,0.49,5.3,4.9,5.6,15002
Cohen_m2,PLT,7,0.8,9.2,8.8,9.7,14966
Cohen_m2,PLT,8,1.01,13.7,13.1,14.2,14954
Cohen_m2,PLT,9,1.27,23.7,23.1,24.4,14974
Cohen_m2,PLT,10,1.69,10.5,10.0,11.0,14979
Cohen_m2,TBIL,1,0.04,5.5,5.1,6.0,11332
Cohen_m2,TBIL,2,0.12,4.6,4.2,5.0,11055
Cohen_m2,TBIL,3,0.2,5.2,4.8,5.6,11118
Cohen_m2,TBIL,4,0.29,5.6,5.2,6.1,11176
Cohen_m2,TBIL,5,0.39,5.5,5.1,5.9,11167
Cohen_m2,PLT,6,0.64,7.1,6.7,7.5,15001
Cohen_m2,WBC,10,2.65,11.5,11.0,12.0,14989
Cohen_m2,CRE,7,0.42,4.9,4.6,5.2,19371
Cohen_m2,CRE,5,0.25,2.9,2.7,3.2,19325
Cohen_m2,ALP,8,0.88,8.1,7.6,8.6,10694
Cohen_m2,ALP,9,1.22,11.3,10.7,11.9,10688
Cohen_m2,ALP,10,1.87,17.2,16.5,17.9,10696
Cohen_m2,ALT,1,0.05,6.2,5.7,6.7,9982
Cohen_m2,ALT,2,0.14,5.9,5.4,6.4,9976
Cohen_m2,ALT,3,0.25,5.6,5.1,6.0,9992
Cohen_m2,ALT,4,0.36,5.8,5.4,6.3,9959
Cohen_m2,ALT,5,0.48,7.2,6.7,7.7,9987
Cohen_m2,ALT,6,0.58,7.0,6.5,7.5,9965
Cohen_m2,ALT,7,0.7,7.0,6.5,7.5,9979
Cohen_m2,ALT,8,0.92,8.6,8.1,9.2,9981
Cohen_m2,ALT,9,1.23,8.7,8.2,9.3,9978
Cohen_m2,ALT,10,1.96,12.4,11.8,13.0,9962
Cohen_m2,AST,1,0.06,4.9,4.5,5.3,9920
Cohen_m2,AST,2,0.18,5.2,4.8,5.7,9929
Cohen_m2,AST,3,0.29,4.4,4.0,4.9,9937
Cohen_m2,AST,4,0.42,5.5,5.1,6.0,9932
Cohen_m2,AST,5,0.54,4.8,4.4,5.2,9872
Cohen_m2,AST,6,0.68,5.1,4.7,5.6,9926
Cohen_m2,ALP,7,0.65,5.9,5.5,6.4,10687
Cohen_m2,ALP,6,0.5,5.5,5.1,6.0,10592
Cohen_m2,ALP,5,0.39,5.4,5.0,5.9,10814
Cohen_m2,ALP,4,0.28,4.2,3.8,4.6,10688
Cohen_m2,A1C,4,0.92,9.2,4.5,17.8,76
Cohen_m2,A1C,3,0.71,1.4,0.2,7.5,72
Cohen_m2,A1C,2,0.45,3.8,1.3,10.6,79
Cohen_m2,A1C,1,0.14,5.1,2.0,12.5,78
Cohen_m2,A1C,8,2.91,2.7,0.8,9.5,73
Cohen_m2,A1C,9,3.67,7.6,3.5,15.6,79
Cohen_m2,A1C,10,5.5,5.4,2.1,13.1,74
Cohen_m2,ALB,1,0.11,3.0,2.7,3.3,13105
Cohen_m2,ALB,2,0.29,3.9,3.6,4.2,13277
Cohen_m2,AST,7,0.86,6.6,6.2,7.1,9922
Cohen_m2,ALB,3,0.43,4.3,4.0,4.7,12460
Cohen_m2,ALB,5,0.73,6.9,6.4,7.3,12966
Cohen_m2,ALB,6,0.87,8.0,7.5,8.4,12777
Cohen_m2,ALB,7,1.07,6.0,5.6,6.4,13027
Cohen_m2,ALB,8,1.33,9.2,8.8,9.7,13334
Cohen_m2,ALB,9,1.59,11.6,11.1,12.2,12518
Cohen_m2,ALB,10,2.04,21.7,21.0,22.5,12878
Cohen_m2,ALP,1,0.04,3.5,3.1,3.8,10746
Cohen_m2,ALP,2,0.12,3.7,3.4,4.1,10649
Cohen_m2,ALP,3,0.19,4.4,4.0,4.8,10709
Cohen_m2,ALB,4,0.58,5.3,4.9,5.7,13112
Cohen_m2,AST,8,1.09,6.2,5.8,6.7,9906
Cohen_m2,AST,9,1.44,9.7,9.2,10.3,9926
Cohen_m2,AST,10,2.38,15.7,15.0,16.5,9910
Cohen_m2,CL,5,0.99,7.2,6.8,7.6,14862
Cohen_m2,CL,6,1.29,8.1,7.6,8.5,14864
Cohen_m2,CL,7,1.62,10.1,9.6,10.6,14857
Cohen_m2,CL,8,2.03,9.6,9.2,10.1,14849
Cohen_m2,CL,9,2.57,15.4,14.8,16.0,14859
Cohen_m2,CL,10,3.46,22.5,21.8,23.2,14857
Cohen_m2,CO2,1,0.09,14.7,14.0,15.6,7302
Cohen_m2,CO2,2,0.29,14.9,14.1,15.8,7310
Cohen_m2,CO2,3,0.5,15.1,14.3,15.9,7296
Cohen_m2,CL,4,0.75,7.4,7.0,7.9,14837
Cohen_m2,CO2,4,0.71,14.1,13.3,14.9,7301
Cohen_m2,CO2,6,1.21,16.1,15.2,16.9,7339
Cohen_m2,CO2,7,1.54,17.6,16.7,18.5,7271
Cohen_m2,CO2,8,1.96,22.4,21.5,23.4,7285
Cohen_m2,CO2,9,2.47,25.6,24.6,26.6,7300
Cohen_m2,CO2,10,3.29,37.1,36.0,38.2,7300
Cohen_m2,CRE,1,0.03,2.6,2.4,2.9,19309
Cohen_m2,CRE,2,0.07,2.4,2.2,2.7,19279
Cohen_m2,CRE,3,0.13,2.4,2.2,2.6,19291
Cohen_m2,CRE,4,0.19,2.5,2.2,2.7,19291
Cohen_m2,CO2,5,0.94,17.6,16.8,18.5,7295
Cohen_m2,CRE,6,0.33,3.7,3.5,4.0,19280
Cohen_m2,CL,3,0.55,7.1,6.7,7.5,14873
Cohen_m2,CL,1,0.12,6.5,6.1,6.9,14869
Cohen_m2,BUN,1,0.07,4.3,4.0,4.7,12531
Cohen_m2,BUN,2,0.19,4.9,4.6,5.3,12510
Cohen_m2,BUN,3,0.33,4.3,4.0,4.7,12498
Cohen_m2,BUN,4,0.46,4.6,4.3,5.0,12521
Cohen_m2,BUN,5,0.62,4.0,3.7,4.4,12607
Cohen_m2,BUN,6,0.78,6.4,6.0,6.9,12415
Cohen_m2,BUN,7,1.0,6.6,6.2,7.1,12509
Cohen_m2,BUN,8,1.3,7.8,7.4,8.3,12516
Cohen_m2,BUN,9,1.84,11.4,10.9,12.0,12557
Cohen_m2,CL,2,0.34,6.2,5.8,6.6,14855
Cohen_m2,BUN,10,3.26,26.3,25.5,27.1,12464
Cohen_m2,CA,2,0.23,7.2,6.8,7.7,13933
Cohen_m2,CA,3,0.36,6.9,6.5,7.4,13227
Cohen_m2,CA,4,0.5,7.5,7.1,8.0,13259
Cohen_m2,CA,5,0.64,8.0,7.6,8.5,13172
Cohen_m2,CA,6,0.81,9.0,8.6,9.5,13429
Cohen_m2,CA,7,0.97,9.6,9.1,10.1,13477
Cohen_m2,CA,8,1.25,10.7,10.2,11.3,13766
Cohen_m2,CA,9,1.58,12.9,12.4,13.5,12913
Cohen_m2,CA,10,2.05,20.2,19.6,20.9,13395
Cohen_m2,CA,1,0.07,7.1,6.7,7.6,13399
Cohen_m2,A1C,5,1.28,3.8,1.3,10.6,79
Cohen_m2,A1C,6,1.64,5.5,2.2,13.3,73
Cohen_m3,WBC,10,2.06,18.5,17.9,19.1,15263
Cohen_m3,CA,9,1.46,15.4,14.8,16.0,13398
Cohen_m3,CA,8,1.17,11.4,10.8,11.9,13397
Cohen_m3,CA,7,0.97,9.7,9.2,10.2,13397
Cohen_m3,CA,6,0.78,9.1,8.6,9.6,13397
Cohen_m3,CA,5,0.61,7.3,6.9,7.8,13396
Cohen_m3,CA,4,0.46,6.6,6.1,7.0,13398
Cohen_m3,CA,3,0.32,6.7,6.3,7.1,13396
Cohen_m3,CA,2,0.19,6.2,5.8,6.6,13397
Cohen_m3,CA,1,0.06,5.9,5.5,6.3,13398
Cohen_m3,CA,10,2.04,21.1,20.4,21.8,13396
Cohen_m3,BUN,10,4.01,28.0,27.2,28.8,12513
Cohen_m3,BUN,8,1.45,7.5,7.0,7.9,12512
Cohen_m3,BUN,7,1.13,5.8,5.4,6.2,12513
Cohen_m3,BUN,6,0.94,5.6,5.2,6.0,12513
Cohen_m3,BUN,5,0.77,4.9,4.5,5.3,12511
Cohen_m3,BUN,4,0.59,4.1,3.7,4.4,12510
Cohen_m3,BUN,3,0.41,4.5,4.1,4.9,12516
Cohen_m3,BUN,2,0.24,4.0,3.6,4.3,12514
Cohen_m3,BUN,1,0.08,4.0,3.7,4.4,12513
Cohen_m3,AST,10,2.06,9.7,9.1,10.3,9918
Cohen_m3,BUN,9,2.0,12.4,11.9,13.0,12513
Cohen_m3,AST,9,1.65,9.2,8.7,9.8,9907
Cohen_m3,CL,1,0.13,6.4,6.1,6.9,14859
Cohen_m3,CL,3,0.64,7.8,7.4,8.3,14856
Cohen_m3,CRE,3,0.16,2.7,2.5,3.0,19292
Cohen_m3,CRE,2,0.09,2.5,2.3,2.8,19291
Cohen_m3,CRE,1,0.03,2.5,2.3,2.7,19293
Cohen_m3,CO2,10,4.2,47.2,46.1,48.4,7298
Cohen_m3,CO2,9,2.99,26.6,25.6,27.6,7302
Cohen_m3,CO2,8,2.34,21.3,20.4,22.3,7300
Cohen_m3,CO2,7,1.87,17.3,16.5,18.2,7299
Cohen_m3,CO2,6,1.5,16.1,15.2,16.9,7298
Cohen_m3,CO2,5,1.17,15.0,14.2,15.8,7301
Cohen_m3,CL,2,0.38,7.0,6.6,7.4,14860
Cohen_m3,CO2,4,0.89,13.4,12.6,14.2,7289
Cohen_m3,CO2,2,0.37,13.5,12.8,14.3,7300
Cohen_m3,CO2,1,0.12,11.6,10.9,12.4,7301
Cohen_m3,CL,10,4.33,22.3,21.6,23.0,14859
Cohen_m3,CL,9,3.16,14.6,14.0,15.2,14853
Cohen_m3,CL,8,2.46,9.8,9.4,10.3,14863
Cohen_m3,CL,7,1.94,8.9,8.5,9.4,14858
Cohen_m3,CL,6,1.57,7.9,7.4,8.3,14858
Cohen_m3,CL,5,1.23,7.4,7.0,7.8,14858
Cohen_m3,CL,4,0.92,8.0,7.5,8.4,14858
Cohen_m3,CO2,3,0.62,13.2,12.4,14.0,7311
Cohen_m3,CRE,4,0.22,2.6,2.3,2.8,19291
Cohen_m3,AST,8,1.36,6.2,5.8,6.7,9928
Cohen_m3,AST,6,0.96,7.1,6.6,7.6,9919
Cohen_m3,ALP,1,0.04,4.4,4.1,4.8,10697
Cohen_m3,ALB,10,3.4,32.7,31.9,33.5,12946
Cohen_m3,ALB,9,2.58,16.7,16.1,17.4,12944
Cohen_m3,ALB,8,2.08,10.1,9.6,10.6,12946
Cohen_m3,ALB,7,1.78,6.6,6.2,7.0,12946
Cohen_m3,ALB,6,1.4,3.5,3.2,3.8,12945
Cohen_m3,ALB,5,0.98,2.5,2.3,2.8,12945
Cohen_m3,ALB,4,0.72,2.0,1.7,2.2,12946
Cohen_m3,ALB,3,0.52,2.0,1.8,2.2,12945
Cohen_m3,ALP,2,0.12,4.3,4.0,4.8,10696
Cohen_m3,ALB,2,0.31,1.9,1.6,2.1,12944
Cohen_m3,A1C,10,6.36,7.9,3.7,16.2,76
Cohen_m3,A1C,9,4.43,2.6,0.7,9.0,77
Cohen_m3,A1C,8,3.48,7.9,3.7,16.2,76
Cohen_m3,A1C,7,2.77,6.6,2.8,14.5,76
Cohen_m3,A1C,6,1.89,1.3,0.2,7.1,76
Cohen_m3,A1C,5,1.52,6.7,2.9,14.7,75
Cohen_m3,A1C,4,1.15,6.5,2.8,14.3,77
Cohen_m3,A1C,3,0.87,5.3,2.1,12.8,76
Cohen_m3,A1C,2,0.49,3.9,1.4,11.0,76
Cohen_m3,ALB,1,0.1,1.7,1.5,1.9,12947
Cohen_m3,AST,7,1.15,5.7,5.3,6.2,9918
Cohen_m3,ALP,3,0.2,4.1,3.7,4.5,10698
Cohen_m3,ALP,5,0.4,4.8,4.4,5.2,10696
Cohen_m3,AST,5,0.79,6.5,6.0,7.0,9918
Cohen_m3,AST,4,0.62,5.7,5.2,6.1,9918
Cohen_m3,AST,3,0.45,5.7,5.2,6.1,9918
Cohen_m3,AST,2,0.28,6.4,6.0,6.9,9918
Cohen_m3,AST,1,0.09,6.0,5.5,6.5,9918
Cohen_m3,ALT,10,2.2,10.4,9.8,11.0,9975
Cohen_m3,ALT,9,1.61,10.4,9.8,11.0,9977
Cohen_m3,ALT,8,1.32,9.4,8.8,10.0,9975
Cohen_m3,ALT,7,1.13,7.0,6.5,7.5,9975
Cohen_m3,ALP,4,0.3,4.2,3.9,4.6,10695
Cohen_m3,ALT,6,0.97,6.5,6.0,7.0,9978
Cohen_m3,ALT,4,0.66,5.3,4.9,5.7,9977
Cohen_m3,ALT,3,0.5,6.0,5.6,6.5,9976
Cohen_m3,ALT,2,0.32,6.1,5.6,6.6,9976
Cohen_m3,ALT,1,0.11,6.9,6.5,7.5,9977
Cohen_m3,ALP,10,1.65,13.2,12.6,13.9,10697
Cohen_m3,ALP,9,1.16,11.8,11.2,12.4,10695
Cohen_m3,ALP,8,0.86,9.3,8.7,9.8,10697
Cohen_m3,ALP,7,0.66,8.0,7.5,8.5,10694
Cohen_m3,ALP,6,0.52,5.0,4.6,5.4,10698
Cohen_m3,ALT,5,0.82,6.3,5.9,6.8,9975
Cohen_m3,CRE,5,0.3,2.9,2.7,3.2,19292
Cohen_m3,A1C,1,0.15,5.2,2.0,12.6,77
Cohen_m3,CRE,7,0.49,4.4,4.1,4.7,19291
Cohen_m3,TBIL,5,0.46,6.6,6.2,7.1,11163
Cohen_m3,TBIL,4,0.34,4.5,4.1,4.9,11167
Cohen_m3,TBIL,3,0.24,4.2,3.8,4.6,11173
Cohen_m3,TBIL,2,0.14,4.1,3.7,4.5,11167
Cohen_m3,TBIL,1,0.04,4.1,3.8,4.5,11168
Cohen_m3,PLT,10,1.78,30.1,29.4,30.9,14979
Cohen_m3,PLT,9,1.39,18.5,17.9,19.1,14980
Cohen_m3,PLT,8,1.1,10.2,9.7,10.7,14978
Cohen_m3,PLT,7,0.87,6.0,5.6,6.4,14980
Cohen_m3,TBIL,6,0.6,6.1,5.7,6.6,11166
Cohen_m3,PLT,6,0.69,4.3,4.0,4.6,14979
Cohen_m3,PLT,4,0.4,3.9,3.6,4.3,14979
Cohen_m3,PLT,3,0.28,3.1,2.8,3.4,14979
Cohen_m3,PLT,2,0.17,2.9,2.6,3.2,14979
Cohen_m3,PLT,1,0.06,2.7,2.5,3.0,14980
Cohen_m3,NA,10,2.89,18.6,18.0,19.1,19956
Cohen_m3,NA,9,1.91,15.5,15.1,16.1,19958
Cohen_m3,NA,8,1.48,13.7,13.2,14.2,19963
Cohen_m3,NA,7,1.21,8.6,8.2,9.0,19959
Cohen_m3,NA,6,0.98,6.6,6.3,7.0,19959
Cohen_m3,PLT,5,0.54,3.9,3.6,4.2,14980
Cohen_m3,NA,5,0.75,6.1,5.8,6.5,19956
Cohen_m3,TBIL,7,0.75,5.6,5.2,6.1,11167
Cohen_m3,TBIL,9,1.21,7.9,7.4,8.4,11164
Cohen_m3,WBC,9,1.4,8.3,7.8,8.7,15264
Cohen_m3,WBC,8,1.11,7.1,6.7,7.5,15252
Cohen_m3,WBC,7,0.9,8.7,8.3,9.2,15274
Cohen_m3,WBC,6,0.73,7.4,7.0,7.9,15263
Cohen_m3,WBC,5,0.59,8.0,7.6,8.5,15263
Cohen_m3,WBC,4,0.45,5.5,5.1,5.9,15263
Cohen_m3,WBC,3,0.32,6.8,6.5,7.3,15263
Cohen_m3,WBC,2,0.19,5.8,5.4,6.2,15263
Cohen_m3,WBC,1,0.06,6.3,5.9,6.7,15264
Cohen_m3,TBIL,8,0.94,6.2,5.8,6.7,11171
Cohen_m3,TP,10,2.71,27.5,26.7,28.3,11951
Cohen_m3,TP,8,1.5,9.0,8.5,9.5,11957
Cohen_m3,TP,7,1.22,6.4,5.9,6.8,11949
Cohen_m3,TP,6,0.97,5.2,4.8,5.6,11963
Cohen_m3,TP,5,0.77,4.4,4.1,4.8,11957
Cohen_m3,TP,4,0.59,4.5,4.2,4.9,11954
Cohen_m3,TP,3,0.42,4.8,4.4,5.2,11958
Cohen_m3,TP,2,0.25,4.1,3.7,4.5,11957
Cohen_m3,TP,1,0.08,3.9,3.6,4.3,11957
Cohen_m3,TBIL,10,1.88,16.1,15.4,16.8,11167
Cohen_m3,TP,9,1.87,12.8,12.3,13.5,11962
Cohen_m3,NA,4,0.52,6.7,6.4,7.1,19962
Cohen_m3,CRE,6,0.39,4.1,3.8,4.4,19293
Cohen_m3,NA,2,0.19,5.5,5.2,5.8,19959
Cohen_m3,HCT,7,2.32,9.2,8.8,9.6,22190
Cohen_m3,HCT,6,1.99,7.6,7.2,7.9,22190
Cohen_m3,HCT,5,1.71,5.8,5.5,6.1,22190
Cohen_m3,HCT,4,1.39,4.4,4.1,4.7,22190
Cohen_m3,HCT,3,1.03,4.0,3.8,4.3,22190
Cohen_m3,HCT,2,0.64,2.9,2.6,3.1,22189
Cohen_m3,HCT,1,0.22,2.4,2.2,2.6,22192
Cohen_m3,GLU,10,16.87,13.6,13.2,14.0,31126
Cohen_m3,GLU,8,8.74,9.4,9.1,9.7,31125
Cohen_m3,HCT,8,2.67,12.5,12.0,12.9,22193
Cohen_m3,GLU,7,6.58,8.1,7.8,8.4,31126
Cohen_m3,GLU,5,3.51,7.4,7.1,7.6,31124
Cohen_m3,GLU,4,2.44,8.9,8.6,9.2,31124
Cohen_m3,GLU,3,1.65,8.2,7.9,8.5,31124
Cohen_m3,GLU,2,0.99,6.5,6.2,6.7,31130
Cohen_m3,GLU,1,0.32,6.2,6.0,6.5,31126
Cohen_m3,CRE,10,1.08,20.2,19.6,20.7,19292
Cohen_m3,CRE,9,0.78,9.2,8.8,9.6,19292
Cohen_m3,CRE,8,0.62,6.7,6.4,7.1,19291
Cohen_m3,NA,3,0.34,5.9,5.5,6.2,19959
Cohen_m3,GLU,6,4.92,7.2,6.9,7.5,31126
Cohen_m3,HCT,9,3.04,15.9,15.4,16.4,22190
Cohen_m3,GLU,9,11.89,11.1,10.8,11.5,31125
Cohen_m3,HGB,1,0.08,2.6,2.4,2.9,17323
Cohen_m3,HCT,10,3.68,26.7,26.1,27.3,22187
Cohen_m3,K,10,1.48,22.0,21.4,22.5,21319
Cohen_m3,K,9,1.11,14.2,13.7,14.7,21318
Cohen_m3,K,8,0.89,11.1,10.7,11.6,21319
Cohen_m3,K,7,0.72,9.1,8.7,9.5,21317
Cohen_m3,K,6,0.58,8.7,8.4,9.1,21316
Cohen_m3,K,4,0.34,7.4,7.1,7.8,21316
Cohen_m3,K,3,0.23,6.8,6.5,7.2,21321
Cohen_m3,K,2,0.14,6.2,5.9,6.6,21318
Cohen_m3,K,1,0.05,6.4,6.1,6.7,21319
Cohen_m3,K,5,0.45,8.0,7.7,8.4,21322
Cohen_m3,NA,1,0.06,4.2,3.9,4.5,19960
Cohen_m3,HGB,10,2.06,25.6,24.9,26.2,17321
Cohen_m3,HGB,3,0.39,3.6,3.3,3.9,17321
Cohen_m3,HGB,4,0.56,4.4,4.1,4.7,17321
Cohen_m3,HGB,5,0.74,5.3,5.0,5.6,17320
Cohen_m3,HGB,2,0.23,3.0,2.7,3.2,17319
Cohen_m3,HGB,7,1.14,9.2,8.8,9.6,17323
Cohen_m3,HGB,8,1.37,12.1,11.6,12.6,17319
Cohen_m3,HGB,9,1.66,17.0,16.5,17.6,17320
Cohen_m3,HGB,6,0.94,7.0,6.6,7.4,17321
Cohen_m4,K,1,0.06,6.5,6.2,6.9,21320
Cohen_m4,HGB,4,0.51,4.7,4.4,5.1,17320
Cohen_m4,HGB,5,0.67,5.2,4.9,5.6,17321
Cohen_m4,HGB,6,0.86,7.3,6.9,7.7,17323
Cohen_m4,HGB,7,1.05,9.6,9.2,10.1,17320
Cohen_m4,HGB,8,1.26,12.2,11.8,12.7,17326
Cohen_m4,HGB,9,1.53,16.7,16.1,17.3,17314
Cohen_m4,HGB,10,1.91,24.4,23.7,25.0,17321
Cohen_m4,K,2,0.19,6.0,5.7,6.4,21317
Cohen_m4,NA,2,0.19,5.3,5.0,5.6,19959
Cohen_m4,K,4,0.47,7.5,7.2,7.9,21320
Cohen_m4,K,5,0.63,8.4,8.1,8.8,21317
Cohen_m4,K,6,0.83,8.8,8.4,9.2,21318
Cohen_m4,K,7,1.03,8.7,8.4,9.1,21318
Cohen_m4,K,8,1.26,10.9,10.5,11.3,21319
Cohen_m4,K,9,1.58,13.6,13.2,14.1,21318
Cohen_m4,K,10,2.08,21.9,21.4,22.5,21319
Cohen_m4,NA,1,0.06,5.3,5.0,5.6,19960
Cohen_m4,HGB,3,0.35,3.6,3.4,3.9,17321
Cohen_m4,K,3,0.33,7.5,7.1,7.8,21319
Cohen_m4,HGB,2,0.21,3.1,2.9,3.4,17320
Cohen_m4,CRE,10,1.55,21.5,20.9,22.1,19292
Cohen_m4,HCT,10,3.24,26.0,25.4,26.6,22190
Cohen_m4,NA,3,0.33,5.3,5.0,5.6,19959
Cohen_m4,GLU,1,0.27,6.1,5.8,6.3,31127
Cohen_m4,GLU,2,0.81,6.6,6.4,6.9,31125
Cohen_m4,GLU,3,1.37,7.0,6.7,7.3,31125
Cohen_m4,GLU,4,2.0,7.8,7.5,8.1,31126
Cohen_m4,GLU,5,2.75,9.1,8.8,9.5,31127
Cohen_m4,GLU,6,3.76,8.5,8.2,8.8,31129
Cohen_m4,GLU,7,5.2,8.6,8.3,8.9,31141
Cohen_m4,GLU,8,7.21,9.5,9.2,9.8,31109
Cohen_m4,HGB,1,0.07,3.0,2.8,3.3,17322
Cohen_m4,GLU,9,10.12,10.3,9.9,10.6,31122
Cohen_m4,HCT,1,0.14,2.9,2.7,3.2,22192
Cohen_m4,HCT,2,0.41,3.4,3.1,3.6,22189
Cohen_m4,HCT,3,0.69,3.8,3.6,4.1,22190
Cohen_m4,HCT,4,0.97,4.0,3.7,4.2,22191
Cohen_m4,HCT,5,1.23,6.1,5.8,6.5,22189
Cohen_m4,HCT,6,1.51,7.4,7.1,7.7,22190
Cohen_m4,HCT,7,1.83,9.4,9.0,9.8,22190
Cohen_m4,HCT,8,2.2,12.3,11.9,12.7,22190
Cohen_m4,HCT,9,2.59,15.9,15.4,16.4,22190
Cohen_m4,GLU,10,14.7,12.8,12.5,13.2,31125
Cohen_m4,NA,4,0.46,5.4,5.1,5.7,19961
Cohen_m4,TBIL,6,0.7,5.1,4.7,5.5,11167
Cohen_m4,NA,6,0.78,7.3,7.0,7.7,19960
Cohen_m4,TP,1,0.09,4.4,4.0,4.8,11959
