subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,CO2,NORMA_q_age_set,mortality,window_any,z,7486,544,z,1.612,1.482,1.753,0.0,1.1461976192640126e-28
all,CA,PopRI,mortality,window_any,z,10327,727,z,1.889,1.698,2.103,0.0,4.141033683984151e-31
all,CA,PopRI,mortality,window_any,binary,10327,727,abnormal,1.675,1.424,1.971,0.0,7.16441037319796e-10
all,BUN,NORMA_q_age_set_co,mortality,window_any,category,10915,730,high,2.61,2.207,3.086,0.0,2.5966732826451083e-28
all,ALT,PerRI,mortality,window_any,z,8230,686,z,1.024,0.996,1.053,0.0919,0.0968277501464834
all,ALT,Cohen_m3,mortality,window_any,category,8262,690,high,1.753,1.421,2.163,0.0,2.803980790920205e-07
all,ALT,Cohen_m3,mortality,window_any,category,8262,690,low,1.398,1.177,1.661,0.00014,0.0001952987579711
all,ALT,Cohen_m3,mortality,window_any,z,8262,690,z,1.332,1.19,1.491,0.0,7.070619291254557e-07
all,ALT,Cohen_m3,mortality,window_any,binary,8262,690,abnormal,1.494,1.272,1.754,0.0,1.1700706714932275e-06
all,ALT,Cohen_m2,mortality,window_any,category,8262,690,high,1.708,1.425,2.047,0.0,1.3348145391914104e-08
all,ALT,Cohen_m2,mortality,window_any,category,8262,690,low,1.247,1.039,1.497,0.01786,0.0217176391529308
all,ALT,Cohen_m2,mortality,window_any,z,8262,690,z,1.379,1.242,1.531,0.0,2.1531367988297397e-09
all,ALT,Cohen_m2,mortality,window_any,binary,8262,690,abnormal,1.445,1.243,1.68,0.0,2.006615351092265e-06
all,ALT,PerRI,mortality,window_any,category,8230,686,high,1.437,1.205,1.713,6e-05,8.048660636155315e-05
all,ALT,PerRI,mortality,window_any,category,8230,686,low,1.214,0.998,1.476,0.05208,0.0620345984330747
all,CO2,NORMA_q_age_set_co,mortality,window_any,z,7486,544,z,1.287,1.224,1.353,0.0,1.308819861429471e-22
all,GLU,Cohen_m2,mortality,window_any,binary,14763,680,abnormal,1.721,1.296,2.285,0.00018,0.0001923027246856
all,GLU,Cohen_m2,mortality,window_any,z,14763,680,z,1.123,1.097,1.149,0.0,9.854136845957285e-23
all,CRE,NORMA_q_age_set,mortality,window_any,category,9838,689,high,2.646,2.16,3.241,0.0,2.075150735318495e-20
all,CL,NORMA_q_age_set,mortality,window_any,z,13826,730,z,2.019,1.848,2.206,0.0,3.9462259612500695e-54
all,CL,NORMA_q_age_set,mortality,window_any,binary,13826,730,abnormal,2.609,2.204,3.089,0.0,3.7165424487508445e-28
all,CL,Gaussian_eb,mortality,window_any,category,13826,730,high,2.345,1.927,2.853,0.0,5.397653804255585e-17
all,CL,PerRI,mortality,window_any,binary,13823,729,abnormal,1.926,1.617,2.294,0.0,3.649763197728413e-13
all,CL,PopRI,mortality,window_any,category,13826,730,high,2.683,2.206,3.262,0.0,2.3347814389358858e-22
all,CL,PopRI,mortality,window_any,category,13826,730,low,2.478,2.078,2.956,0.0,3.043324721508118e-23
all,CA,Gaussian_trunc,mortality,window_any,z,10327,727,z,1.018,0.972,1.068,0.44548,0.4560408524095772
all,CA,Gaussian_mle,mortality,window_any,category,10327,727,high,1.619,1.094,2.396,0.01609,0.0196879598738609
all,CA,Gaussian_mle,mortality,window_any,category,10327,727,low,1.715,1.444,2.036,0.0,1.5246899360347275e-09
all,CA,Gaussian_mle,mortality,window_any,z,10327,727,z,1.172,1.123,1.222,0.0,2.194496252405143e-13
all,CA,Gaussian_mle,mortality,window_any,binary,10327,727,abnormal,1.709,1.441,2.026,0.0,1.0500574843407766e-09
all,CL,NORMA_q_age_set,mortality,window_any,category,13826,730,low,2.602,2.166,3.125,0.0,7.316256964008961e-24
all,CA,Cohen_m4,mortality,window_any,category,10327,727,high,2.763,2.064,3.698,0.0,1.821115553484005e-11
all,CA,Cohen_m4,mortality,window_any,z,10327,727,z,1.82,1.676,1.976,0.0,1.4459783599175518e-45
all,CA,Cohen_m4,mortality,window_any,binary,10327,727,abnormal,2.164,1.801,2.599,0.0,3.071837144071064e-16
all,CA,Cohen_m3,mortality,window_any,category,10327,727,high,3.053,2.279,4.09,0.0,1.868273081593725e-13
all,CA,Cohen_m3,mortality,window_any,category,10327,727,low,1.982,1.654,2.375,0.0,3.028383997804663e-13
all,CA,Cohen_m3,mortality,window_any,z,10327,727,z,2.243,2.01,2.504,0.0,1.4458241147639302e-46
all,CA,Cohen_m3,mortality,window_any,binary,10327,727,abnormal,2.072,1.734,2.476,0.0,1.959486962545358e-15
all,CA,Cohen_m2,mortality,window_any,category,10327,727,high,2.776,2.144,3.593,0.0,2.419972646176005e-14
all,CA,Cohen_m2,mortality,window_any,category,10327,727,low,2.1,1.738,2.539,0.0,4.450735275083938e-14
all,CA,Cohen_m2,mortality,window_any,z,10327,727,z,2.199,1.985,2.437,0.0,9.37644786081396e-51
all,CA,Cohen_m2,mortality,window_any,binary,10327,727,abnormal,2.196,1.824,2.644,0.0,2.077053987978501e-16
all,CA,PerRI,mortality,window_any,category,10324,727,high,1.434,1.149,1.789,0.00141,0.0018701832183931
all,CA,Cohen_m4,mortality,window_any,category,10327,727,low,2.096,1.74,2.525,0.0,1.7859199825499233e-14
all,CL,NORMA_q_age_set,mortality,window_any,category,13826,730,high,2.619,2.153,3.187,0.0,2.8502239232720328e-21
all,CL,NORMA_334f7e21,mortality,window_any,binary,13826,730,abnormal,2.708,2.277,3.22,0.0,9.892923834247095e-29
all,CL,NORMA_334f7e21,mortality,window_any,z,13826,730,z,1.892,1.767,2.027,0.0,4.0974587907981123e-73
all,CL,Cohen_m2,mortality,window_any,category,13826,730,high,2.935,2.325,3.706,0.0,4.849230829272377e-19
all,CL,Cohen_m2,mortality,window_any,category,13826,730,low,2.624,2.101,3.277,0.0,5.504280226167549e-17
all,CL,Cohen_m2,mortality,window_any,z,13826,730,z,1.617,1.52,1.721,0.0,1.8649540220008e-51
all,CL,Cohen_m2,mortality,window_any,binary,13826,730,abnormal,2.741,2.216,3.39,0.0,4.2760001254256e-20
all,CL,PerRI,mortality,window_any,category,13823,729,high,2.079,1.7,2.543,0.0,2.4181779845914417e-12
all,CL,PerRI,mortality,window_any,category,13823,729,low,1.832,1.518,2.211,0.0,5.424573271934124e-10
all,CL,PerRI,mortality,window_any,z,13823,729,z,1.01,0.979,1.042,0.53186,0.5393543950119065
all,CL,Gaussian_trunc,mortality,window_any,category,13826,730,high,2.083,1.705,2.544,0.0,1.5329557691572836e-12
all,CL,Gaussian_eb,mortality,window_any,binary,13826,730,abnormal,2.338,1.976,2.766,0.0,1.3508708075384977e-22
all,CL,Gaussian_eb,mortality,window_any,z,13826,730,z,1.34,1.28,1.402,0.0,2.835420635582373e-36
all,CL,Gaussian_eb,mortality,window_any,category,13826,730,low,2.333,1.944,2.799,0.0,3.1506376889790667e-19
all,CO2,PopRI,mortality,window_any,category,7486,544,high,1.782,1.394,2.279,0.0,6.262237604626664e-06
all,CO2,PopRI,mortality,window_any,category,7486,544,low,2.273,1.819,2.84,0.0,1.1536443845837968e-12
all,CO2,PopRI,mortality,window_any,z,7486,544,z,1.832,1.661,2.019,0.0,1.2166286538440222e-33
all,CO2,PopRI,mortality,window_any,binary,7486,544,abnormal,2.068,1.675,2.553,0.0,2.31681913449162e-11
all,CL,NORMA_q_age_set_co,mortality,window_any,category,13826,730,high,2.763,2.257,3.383,0.0,3.3141159987874223e-22
all,CL,NORMA_q_age_set_co,mortality,window_any,category,13826,730,low,2.8,2.329,3.367,0.0,3.8347140929305376e-27
all,CL,NORMA_q_age_set_co,mortality,window_any,z,13826,730,z,1.791,1.667,1.925,0.0,3.5224990324185027e-56
all,CL,NORMA_q_age_set_co,mortality,window_any,binary,13826,730,abnormal,2.786,2.346,3.31,0.0,1.1552386977676653e-30
all,CL,NORMA_q_age,mortality,window_any,category,13826,730,high,2.547,2.087,3.109,0.0,1.337787594820458e-19
all,CL,NORMA_q_age,mortality,window_any,category,13826,730,low,2.685,2.232,3.229,0.0,5.9614215808664805e-25
all,CL,NORMA_q_age,mortality,window_any,z,13826,730,z,1.919,1.783,2.065,0.0,2.2516490537127182e-67
all,CL,NORMA_q_age,mortality,window_any,binary,13826,730,abnormal,2.627,2.214,3.118,0.0,8.99008087866258e-28
all,CL,NORMA_334f7e21,mortality,window_any,category,13826,730,high,2.58,2.11,3.155,0.0,1.0133942153140528e-19
all,CL,NORMA_334f7e21,mortality,window_any,category,13826,730,low,2.8,2.324,3.373,0.0,1.3176124166496158e-26
all,CA,PerRI,mortality,window_any,category,10324,727,low,1.444,1.214,1.717,3e-05,4.751798835159604e-05
all,CA,PerRI,mortality,window_any,z,10324,727,z,1.09,1.044,1.139,9e-05,0.0001028612072858
all,CA,PerRI,mortality,window_any,binary,10324,727,abnormal,1.441,1.221,1.701,2e-05,1.751479697885962e-05
all,CA,PopRI,mortality,window_any,category,10327,727,low,1.675,1.424,1.971,0.0,9.529018722972656e-10
all,CRE,Gaussian_eb,mortality,window_any,category,9838,689,high,1.779,1.467,2.158,0.0,9.608726942441037e-09
all,CRE,Gaussian_eb,mortality,window_any,category,9838,689,low,1.79,1.5,2.135,0.0,2.2344405300159192e-10
all,CRE,Gaussian_eb,mortality,window_any,z,9838,689,z,1.09,1.04,1.142,0.00029,0.0003187253263376
all,CRE,Gaussian_eb,mortality,window_any,binary,9838,689,abnormal,1.785,1.526,2.088,0.0,6.959011270270586e-13
all,CRE,Gaussian_trunc,mortality,window_any,category,9838,689,high,1.574,1.312,1.888,0.0,1.690356802159058e-06
all,CRE,Gaussian_trunc,mortality,window_any,category,9838,689,low,1.764,1.46,2.132,0.0,8.301157751422197e-09
all,CRE,Gaussian_trunc,mortality,window_any,z,9838,689,z,1.042,0.996,1.09,0.07478,0.0791782508493751
all,CRE,Gaussian_trunc,mortality,window_any,binary,9838,689,abnormal,1.656,1.41,1.945,0.0,1.1286075008296038e-09
all,CRE,Gaussian_mle,mortality,window_any,category,9838,689,high,2.258,1.844,2.766,0.0,9.714435697726476e-15
all,CRE,Gaussian_mle,mortality,window_any,category,9838,689,low,1.888,1.587,2.245,0.0,1.5604340923842365e-12
all,CRE,Gaussian_mle,mortality,window_any,binary,9838,689,abnormal,2.009,1.718,2.35,0.0,6.41152471199703e-18
all,CO2,PerRI,mortality,window_any,category,7473,544,high,1.181,0.936,1.491,0.16119,0.1823483147322426
all,CRE,Cohen_m4,mortality,window_any,category,9838,689,high,2.379,1.925,2.94,0.0,2.866271630627301e-15
all,CRE,Cohen_m4,mortality,window_any,category,9838,689,low,2.122,1.787,2.519,0.0,2.7633946134743816e-17
all,CRE,Cohen_m4,mortality,window_any,z,9838,689,z,2.893,2.538,3.298,0.0,2.637916428487891e-56
all,CRE,Cohen_m4,mortality,window_any,binary,9838,689,abnormal,2.199,1.878,2.575,0.0,4.602207670568506e-22
all,CRE,Cohen_m3,mortality,window_any,category,9838,689,high,2.164,1.742,2.688,0.0,6.765649846610544e-12
all,CRE,Cohen_m3,mortality,window_any,category,9838,689,low,1.786,1.511,2.111,0.0,2.3578360635555788e-11
all,CRE,Cohen_m3,mortality,window_any,z,9838,689,z,4.075,3.42,4.854,0.0,3.7745763574768844e-55
all,CRE,Cohen_m3,mortality,window_any,binary,9838,689,abnormal,1.889,1.622,2.2,0.0,5.76244269397933e-16
all,CRE,Cohen_m2,mortality,window_any,category,9838,689,high,2.258,1.83,2.785,0.0,7.709444129489552e-14
all,CRE,Cohen_m2,mortality,window_any,category,9838,689,low,1.729,1.46,2.048,0.0,4.680654972276494e-10
all,CRE,NORMA_q_age_set,mortality,window_any,binary,9838,689,abnormal,2.239,1.914,2.618,0.0,2.3782810584874222e-23
all,CRE,NORMA_q_age_set,mortality,window_any,z,9838,689,z,1.492,1.414,1.574,0.0,2.2745341558391347e-48
all,CRE,NORMA_q_age_set,mortality,window_any,category,9838,689,low,2.051,1.724,2.44,0.0,1.5440157095866633e-15
all,CRE,Gaussian_mle,mortality,window_any,z,9838,689,z,1.283,1.214,1.356,0.0,2.299876155926696e-18
all,ALT,Gaussian_eb,mortality,window_any,binary,8262,690,abnormal,1.369,1.179,1.591,4e-05,4.503489617050187e-05
all,ALB,PopRI,unplanned_icu,window_any,binary,6099,30,abnormal,1.027,0.475,2.22,0.94594,0.9961243806397838
all,CO2,PerRI,mortality,window_any,binary,7473,544,abnormal,1.291,1.05,1.587,0.01556,0.0157062970094535
all,CA,Gaussian_trunc,mortality,window_any,binary,10327,727,abnormal,1.333,1.106,1.608,0.00261,0.0026633358883248
all,CA,Gaussian_trunc,mortality,window_any,category,10327,727,low,1.331,1.086,1.63,0.00581,0.0074055328533628
all,CL,PopRI,mortality,window_any,z,13826,730,z,2.168,1.968,2.387,0.0,4.8330500282703595e-55
all,CA,Gaussian_trunc,mortality,window_any,category,10327,727,high,1.336,1.088,1.642,0.00581,0.0074055328533628
all,CL,PopRI,mortality,window_any,binary,13826,730,abnormal,2.554,2.171,3.004,0.0,5.866738337612227e-29
all,CA,NORMA_q_age_set_co,mortality,window_any,category,10327,727,high,3.214,2.051,5.035,0.0,5.845483201862974e-07
all,CA,NORMA_q_age_set_co,mortality,window_any,category,10327,727,low,1.903,1.591,2.274,0.0,3.705461802784722e-12
all,CA,NORMA_q_age_set_co,mortality,window_any,z,10327,727,z,1.655,1.544,1.773,0.0,6.5429620511936996e-46
all,CA,NORMA_q_age_set_co,mortality,window_any,binary,10327,727,abnormal,1.934,1.619,2.31,0.0,5.850262840780548e-13
all,CA,NORMA_q_age,mortality,window_any,category,10327,727,high,4.644,3.122,6.908,0.0,9.043930888058805e-14
all,CA,NORMA_q_age,mortality,window_any,category,10327,727,low,1.98,1.662,2.359,0.0,5.2511008878071655e-14
all,CA,NORMA_q_age,mortality,window_any,z,10327,727,z,1.83,1.69,1.981,0.0,1.3392796592453308e-49
all,CA,NORMA_q_age,mortality,window_any,binary,10327,727,abnormal,2.042,1.716,2.43,0.0,1.5724383296793382e-15
all,CA,NORMA_334f7e21,mortality,window_any,category,10327,727,high,4.514,2.954,6.898,0.0,7.017296742295831e-12
all,CA,NORMA_334f7e21,mortality,window_any,category,10327,727,low,1.891,1.589,2.251,0.0,1.7387138329926441e-12
all,CA,NORMA_334f7e21,mortality,window_any,z,10327,727,z,1.729,1.597,1.872,0.0,5.100336703612069e-41
all,CA,NORMA_334f7e21,mortality,window_any,binary,10327,727,abnormal,1.942,1.634,2.31,0.0,9.803419730024553e-14
all,CA,NORMA_q_age_set,mortality,window_any,category,10327,727,high,4.139,2.788,6.146,0.0,4.209320992074204e-12
all,CA,NORMA_q_age_set,mortality,window_any,category,10327,727,low,1.896,1.595,2.254,0.0,1.0244837783800505e-12
all,CA,NORMA_q_age_set,mortality,window_any,z,10327,727,z,1.82,1.68,1.972,0.0,5.477894766826576e-48
all,CA,NORMA_q_age_set,mortality,window_any,binary,10327,727,abnormal,1.954,1.646,2.32,0.0,3.8695377563858736e-14
all,CA,Gaussian_eb,mortality,window_any,category,10327,727,high,1.71,1.255,2.329,0.00067,0.000910121431628
all,CA,Gaussian_eb,mortality,window_any,category,10327,727,low,1.731,1.454,2.061,0.0,1.387669356251567e-09
all,CA,Gaussian_eb,mortality,window_any,z,10327,727,z,1.134,1.084,1.186,0.0,4.665058043664663e-08
all,CA,Gaussian_eb,mortality,window_any,binary,10327,727,abnormal,1.729,1.456,2.054,0.0,6.873660383236093e-10
all,CO2,PerRI,mortality,window_any,category,7473,544,low,1.392,1.114,1.741,0.00368,0.0047492685469251
all,ALT,Gaussian_trunc,mortality,window_any,category,8262,690,high,1.454,1.23,1.717,1e-05,1.659890160081722e-05
all,ALT,Gaussian_trunc,mortality,window_any,category,8262,690,low,1.088,0.881,1.344,0.43327,0.4691868859455593
all,ALT,Gaussian_trunc,mortality,window_any,z,8262,690,z,1.102,1.047,1.159,0.00019,0.0002045251056997
all,AST,NORMA_q_age_set,mortality,window_any,z,7984,651,z,1.31,1.225,1.402,0.0,4.845449063722575e-15
all,AST,NORMA_q_age_set,mortality,window_any,binary,7984,651,abnormal,1.908,1.615,2.255,0.0,5.989594170009076e-14
all,AST,Gaussian_eb,mortality,window_any,category,7984,651,high,1.955,1.642,2.327,0.0,1.1731311342827097e-13
all,AST,Gaussian_eb,mortality,window_any,category,7984,651,low,0.933,0.557,1.561,0.79041,0.8145447121912439
all,AST,Gaussian_eb,mortality,window_any,z,7984,651,z,1.29,1.186,1.403,0.0,3.0138925933164276e-09
all,AST,Gaussian_eb,mortality,window_any,binary,7984,651,abnormal,1.803,1.522,2.135,0.0,1.42904210260366e-11
all,AST,Gaussian_trunc,mortality,window_any,category,7984,651,high,1.545,1.296,1.843,0.0,2.033475710467542e-06
all,AST,Gaussian_trunc,mortality,window_any,category,7984,651,low,1.269,1.01,1.595,0.0404,0.0486926879258002
all,AST,Gaussian_trunc,mortality,window_any,z,7984,651,z,1.165,1.089,1.247,1e-05,1.0445335414915803e-05
all,AST,Gaussian_trunc,mortality,window_any,binary,7984,651,abnormal,1.442,1.234,1.686,0.0,4.959641855348396e-06
all,AST,Gaussian_mle,mortality,window_any,category,7984,651,high,1.989,1.667,2.372,0.0,5.790632542790995e-14
all,AST,NORMA_q_age_set,mortality,window_any,category,7984,651,low,1.438,0.968,2.137,0.07241,0.0859982324972628
all,GLU,Cohen_m2,mortality,window_any,category,14763,680,low,1.052,0.494,2.242,0.89458,0.9103149615176928
all,GLU,Cohen_m3,mortality,window_any,binary,14763,680,abnormal,2.148,1.389,3.322,0.00058,0.000611841701445
all,TBIL,PerRI,mortality,window_any,category,8756,660,low,1.233,0.936,1.623,0.13616,0.1566593169022995
all,TBIL,Cohen_m4,mortality,window_any,binary,8761,660,abnormal,1.874,1.607,2.186,0.0,2.230400357766725e-15
all,TBIL,Cohen_m3,mortality,window_any,category,8761,660,high,2.282,1.936,2.691,0.0,4.066038740333281e-22
all,TBIL,Cohen_m3,mortality,window_any,category,8761,660,low,1.301,1.002,1.688,0.04815,0.0578644041718118
all,TBIL,Cohen_m3,mortality,window_any,z,8761,660,z,1.5,1.381,1.629,0.0,8.796644787241292e-22
all,TBIL,Cohen_m3,mortality,window_any,binary,8761,660,abnormal,1.961,1.682,2.286,0.0,1.946511666553279e-17
all,TBIL,Cohen_m2,mortality,window_any,category,8761,660,high,2.225,1.886,2.625,0.0,1.1200092430307563e-20
all,TBIL,Cohen_m2,mortality,window_any,category,8761,660,low,1.031,0.79,1.346,0.82144,0.8401068420297144
all,TBIL,Cohen_m2,mortality,window_any,z,8761,660,z,1.65,1.489,1.828,0.0,1.4774392527361376e-21
all,TBIL,Cohen_m2,mortality,window_any,binary,8761,660,abnormal,1.785,1.53,2.083,0.0,3.1208063964164375e-13
all,GLU,Cohen_m2,mortality,window_any,category,14763,680,high,1.737,1.307,2.307,0.00014,0.0001955475903501
all,AST,NORMA_q_age_set,mortality,window_any,category,7984,651,high,2.005,1.683,2.39,0.0,2.0553491872640184e-14
all,AST,NORMA_334f7e21,mortality,window_any,binary,7984,651,abnormal,2.001,1.699,2.357,0.0,2.2633980922905263e-16
all,AST,NORMA_334f7e21,mortality,window_any,z,7984,651,z,1.317,1.23,1.409,0.0,2.5411384847947e-15
all,AST,Cohen_m3,mortality,window_any,binary,7984,651,abnormal,1.13,0.967,1.321,0.12282,0.1228229461516571
all,AST,Cohen_m2,mortality,window_any,category,7984,651,high,1.928,1.632,2.278,0.0,3.025203078224944e-14
all,AST,Cohen_m2,mortality,window_any,category,7984,651,low,1.084,0.839,1.401,0.5363,0.5715813379689206
all,AST,Cohen_m2,mortality,window_any,z,7984,651,z,1.53,1.396,1.676,0.0,1.1993003812650832e-19
all,AST,Cohen_m2,mortality,window_any,binary,7984,651,abnormal,1.641,1.405,1.918,0.0,6.873660383236093e-10
all,AST,PerRI,mortality,window_any,category,7977,651,high,1.582,1.34,1.868,0.0,1.0694537250604985e-07
all,AST,PerRI,mortality,window_any,category,7977,651,low,0.821,0.636,1.06,0.13076,0.1513039287949054
all,AST,PerRI,mortality,window_any,z,7977,651,z,1.053,1.021,1.085,0.00086,0.0009305825856842
all,AST,PerRI,mortality,window_any,binary,7977,651,abnormal,1.309,1.121,1.528,0.00064,0.0006708872040771
all,AST,PopRI,mortality,window_any,category,7984,651,high,2.313,1.905,2.81,0.0,8.873913846553817e-17
all,AST,PopRI,mortality,window_any,z,7984,651,z,2.011,1.708,2.369,0.0,8.032832258309211e-17
all,AST,PopRI,mortality,window_any,binary,7984,651,abnormal,2.313,1.905,2.81,0.0,6.42658181729371e-17
all,ALT,NORMA_q_age_set_co,mortality,window_any,category,8262,690,high,1.926,1.605,2.313,0.0,4.401383422230676e-12
all,ALT,NORMA_q_age_set_co,mortality,window_any,category,8262,690,low,1.402,1.169,1.68,0.00026,0.0003638640856875
all,ALT,NORMA_q_age_set_co,mortality,window_any,z,8262,690,z,1.372,1.29,1.46,0.0,2.969856366226481e-23
all,AST,Cohen_m4,mortality,window_any,category,7984,651,high,2.103,1.747,2.53,0.0,9.787637349470074e-15
all,AST,Gaussian_mle,mortality,window_any,z,7984,651,z,1.378,1.264,1.503,0.0,5.406069546696479e-13
all,AST,NORMA_q_age_set_co,mortality,window_any,binary,7984,651,abnormal,1.953,1.656,2.303,0.0,3.124244356524692e-15
all,AST,Gaussian_mle,mortality,window_any,category,7984,651,low,0.845,0.52,1.371,0.49458,0.5327206706277507
all,AST,NORMA_q_age,mortality,window_any,category,7984,651,high,2.036,1.71,2.424,0.0,4.181702986268477e-15
all,AST,NORMA_q_age,mortality,window_any,category,7984,651,low,1.646,1.176,2.304,0.00368,0.0047492685469251
all,AST,NORMA_q_age,mortality,window_any,z,7984,651,z,1.324,1.238,1.417,0.0,4.4123597213675966e-16
all,AST,NORMA_q_age,mortality,window_any,binary,7984,651,abnormal,1.956,1.661,2.304,0.0,1.7153586919927701e-15
all,AST,NORMA_334f7e21,mortality,window_any,category,7984,651,high,2.065,1.732,2.462,0.0,1.960943676694152e-15
all,AST,NORMA_334f7e21,mortality,window_any,category,7984,651,low,1.762,1.274,2.439,0.00062,0.000848683928236
all,TBIL,PerRI,mortality,window_any,category,8756,660,high,2.119,1.803,2.491,0.0,3.205430217311475e-19
all,TBIL,PerRI,mortality,window_any,z,8756,660,z,1.131,1.098,1.166,0.0,1.4000728812361533e-15
all,NA,NORMA_334f7e21,mortality,window_any,z,20475,717,z,1.64,1.534,1.754,0.0,8.402967089555379e-47
all,TBIL,PerRI,mortality,window_any,binary,8756,660,abnormal,1.886,1.616,2.201,0.0,1.5957282972823739e-15
all,TBIL,Gaussian_trunc,mortality,window_any,z,8761,660,z,1.062,1.015,1.111,0.00953,0.010242506554308
all,TBIL,Gaussian_trunc,mortality,window_any,binary,8761,660,abnormal,1.405,1.201,1.643,2e-05,2.48860259644136e-05
all,TBIL,Gaussian_mle,mortality,window_any,category,8761,660,high,2.148,1.836,2.514,0.0,6.31746219976616e-21
all,TBIL,Gaussian_mle,mortality,window_any,category,8761,660,low,1.177,0.661,2.097,0.57923,0.6109078839472004
all,TBIL,Gaussian_mle,mortality,window_any,z,8761,660,z,1.228,1.174,1.284,0.0,3.086483154911757e-19
all,PLT,NORMA_q_age,mortality,window_any,z,12758,730,z,1.541,1.482,1.604,0.0,2.0458861269854e-100
all,PLT,NORMA_q_age,mortality,window_any,binary,12758,730,abnormal,4.194,3.566,4.933,0.0,2.636643250992828e-65
all,PLT,NORMA_334f7e21,mortality,window_any,category,12758,730,high,1.117,0.769,1.624,0.5608,0.5961266036119488
all,PLT,Cohen_m3,mortality,window_any,category,12758,730,low,5.13,4.35,6.05,0.0,5.0763109152877005e-82
all,PLT,Cohen_m3,mortality,window_any,binary,12758,730,abnormal,3.647,3.1,4.29,0.0,1.6349963056942795e-53
all,PLT,Cohen_m2,mortality,window_any,category,12758,730,high,0.698,0.521,0.935,0.01594,0.019567712411976
all,PLT,Cohen_m2,mortality,window_any,category,12758,730,low,4.797,4.066,5.661,0.0,2.2467875119304893e-75
all,PLT,Cohen_m2,mortality,window_any,z,12758,730,z,1.852,1.64,2.091,0.0,4.935823138350154e-23
all,PLT,Cohen_m2,mortality,window_any,binary,12758,730,abnormal,2.92,2.483,3.433,0.0,2.0837054178721325e-37
all,PLT,PerRI,mortality,window_any,category,12739,730,high,1.073,0.865,1.331,0.52323,0.5606078624469611
all,PLT,PerRI,mortality,window_any,category,12739,730,low,3.705,3.087,4.447,0.0,1.7791155875220268e-43
all,PLT,PerRI,mortality,window_any,z,12739,730,z,0.997,0.971,1.023,0.79671,0.8004129415140276
all,PLT,PerRI,mortality,window_any,binary,12739,730,abnormal,2.156,1.812,2.565,0.0,1.0836536062250153e-17
all,PLT,PopRI,mortality,window_any,category,12758,730,low,5.016,4.314,5.832,0.0,4.3271403847142804e-95
all,PLT,PopRI,mortality,window_any,z,12758,730,z,7.158,6.085,8.419,0.0,8.837151336947507e-123
all,PLT,PopRI,mortality,window_any,binary,12758,730,abnormal,5.016,4.314,5.832,0.0,2.30780820518095e-95
all,NA,NORMA_q_age_set_co,mortality,window_any,category,20475,717,high,4.647,3.562,6.063,0.0,7.489000565995069e-29
all,NA,NORMA_q_age_set_co,mortality,window_any,category,20475,717,low,2.268,1.928,2.668,0.0,2.6633401839245894e-22
all,NA,NORMA_q_age_set_co,mortality,window_any,z,20475,717,z,1.534,1.438,1.636,0.0,5.769726164121665e-38
all,NA,NORMA_q_age_set_co,mortality,window_any,binary,20475,717,abnormal,2.473,2.112,2.895,0.0,1.227314572251557e-28
all,TBIL,Gaussian_trunc,mortality,window_any,category,8761,660,low,1.099,0.815,1.482,0.53604,0.5715813379689206
all,AST,Cohen_m3,mortality,window_any,z,7984,651,z,1.368,1.207,1.551,0.0,1.0390841752701328e-06
all,TBIL,Gaussian_trunc,mortality,window_any,category,8761,660,high,1.467,1.248,1.724,0.0,5.184292698236641e-06
all,TBIL,Gaussian_eb,mortality,window_any,z,8761,660,z,1.14,1.094,1.188,0.0,7.562063598274201e-10
all,TBIL,PopRI,mortality,window_any,category,8761,660,high,2.175,1.853,2.554,0.0,9.496562917209575e-21
all,TBIL,PopRI,mortality,window_any,z,8761,660,z,1.435,1.328,1.55,0.0,8.795603489870154e-20
all,TBIL,PopRI,mortality,window_any,binary,8761,660,abnormal,2.175,1.853,2.554,0.0,6.823456318291326e-21
all,PLT,NORMA_q_age_set_co,mortality,window_any,category,12758,730,high,1.019,0.704,1.475,0.92058,0.9344204521736622
all,PLT,NORMA_q_age_set_co,mortality,window_any,category,12758,730,low,4.897,4.148,5.782,0.0,9.247399635274907e-77
all,PLT,NORMA_q_age_set_co,mortality,window_any,z,12758,730,z,1.554,1.496,1.615,0.0,1.4699939494664148e-111
all,PLT,NORMA_q_age_set_co,mortality,window_any,binary,12758,730,abnormal,3.934,3.341,4.633,0.0,4.74104435070057e-59
all,PLT,NORMA_q_age,mortality,window_any,category,12758,730,high,1.092,0.747,1.596,0.64938,0.6809464458654148
all,PLT,NORMA_q_age,mortality,window_any,category,12758,730,low,5.152,4.368,6.076,0.0,2.280294511381036e-82
all,TBIL,Cohen_m4,mortality,window_any,z,8761,660,z,1.372,1.296,1.453,0.0,3.90827930641362e-27
all,TBIL,Cohen_m4,mortality,window_any,category,8761,660,low,1.082,0.812,1.443,0.5895,0.6201248582672398
all,TBIL,Cohen_m4,mortality,window_any,category,8761,660,high,2.181,1.857,2.562,0.0,9.432404005608207e-21
all,TBIL,Gaussian_mle,mortality,window_any,binary,8761,660,abnormal,2.076,1.778,2.424,0.0,7.585384210856383e-20
all,TBIL,NORMA_q_age,mortality,window_any,z,8761,660,z,1.306,1.24,1.374,0.0,4.8927040958094126e-24
