subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
all,unplanned_icu,Overall,Gaussian_trunc,49651,10237,0.683,0.6778,0.6882,0.5659,0.6812,0.1154,0.2062,0.3123,1.515,-0.025,0.0
all,unplanned_icu,Overall,NORMA_334f7e21,49990,10243,0.7062,0.7011,0.7113,0.5705,0.7067,0.1362,0.2049,0.325,1.586,-0.0019,0.006425
all,unplanned_icu,Overall,NORMA_q_age,49990,10243,0.7052,0.7001,0.7103,0.5705,0.7065,0.136,0.2049,0.327,1.596,-0.0029,2.6e-05
all,unplanned_icu,Overall,NORMA_q_age_set,49990,10243,0.7081,0.703,0.7132,0.5705,0.7099,0.1394,0.2049,0.3329,1.625,,
all,unplanned_icu,Overall,NORMA_q_age_set_co,49990,10243,0.7017,0.6967,0.7068,0.5705,0.7034,0.1328,0.2049,0.3205,1.564,-0.0064,0.0
all,unplanned_icu,Overall,PerRI,49965,10243,0.6561,0.6509,0.6613,0.5733,0.6619,0.0886,0.205,0.2854,1.392,-0.0519,0.0
all,unplanned_icu,Overall,PopRI,49990,10243,0.699,0.694,0.704,0.5705,0.6968,0.1263,0.2049,0.3128,1.526,-0.0091,0.0
all,unplanned_icu,PLT,Cohen_m2,29222,9018,0.554,0.5469,0.561,0.5563,0.5725,0.0162,0.3086,0.3536,1.146,-0.0018,0.637981
all,unplanned_icu,PLT,Cohen_m3,29222,9018,0.5645,0.5574,0.5716,0.5563,0.5794,0.0231,0.3086,0.3538,1.146,0.0087,0.013733
all,unplanned_icu,PLT,Cohen_m4,29222,9018,0.5835,0.5764,0.5905,0.5563,0.5928,0.0365,0.3086,0.3752,1.216,0.0277,0.0
all,unplanned_icu,PLT,Gaussian_eb,29222,9018,0.531,0.524,0.5381,0.5563,0.5597,0.0034,0.3086,0.3246,1.052,-0.0247,0.0
all,unplanned_icu,PLT,Gaussian_mle,28848,8870,0.5193,0.5122,0.5264,0.5484,0.549,0.0006,0.3075,0.3154,1.026,-0.0368,0.0
all,unplanned_icu,PLT,Gaussian_trunc,28848,8870,0.5163,0.5092,0.5235,0.5484,0.5486,0.0002,0.3075,0.316,1.028,-0.0398,0.0
all,unplanned_icu,PLT,NORMA_334f7e21,29222,9018,0.5612,0.5541,0.5682,0.5563,0.5725,0.0161,0.3086,0.3432,1.112,0.0054,2.1e-05
all,unplanned_icu,PLT,NORMA_q_age,29222,9018,0.5509,0.5438,0.5579,0.5563,0.565,0.0087,0.3086,0.3328,1.078,-0.0049,4.8e-05
all,unplanned_icu,PLT,NORMA_q_age_set,29222,9018,0.5558,0.5488,0.5628,0.5563,0.5687,0.0124,0.3086,0.3382,1.096,,
all,unplanned_icu,PLT,NORMA_q_age_set_co,29222,9018,0.5717,0.5647,0.5787,0.5563,0.5798,0.0235,0.3086,0.3492,1.131,0.0159,0.0
all,unplanned_icu,PLT,PerRI,29139,9000,0.4925,0.4854,0.4997,0.5516,0.5549,0.0033,0.3089,0.3072,0.995,-0.0644,0.0
all,unplanned_icu,PLT,PopRI,29222,9018,0.5766,0.5695,0.5837,0.5563,0.5928,0.0365,0.3086,0.3686,1.194,0.0208,0.0
all,unplanned_icu,TBIL,Cohen_m2,24126,7811,0.5598,0.5521,0.5674,0.5627,0.5808,0.0182,0.3238,0.3642,1.125,0.019,0.0
all,unplanned_icu,TBIL,Cohen_m3,24126,7811,0.5627,0.555,0.5703,0.5627,0.5749,0.0122,0.3238,0.3584,1.107,0.0219,0.0
all,unplanned_icu,TBIL,Cohen_m4,24126,7811,0.55,0.5424,0.5577,0.5627,0.5698,0.0071,0.3238,0.3521,1.088,0.0092,0.002521
all,unplanned_icu,TBIL,Gaussian_eb,24126,7811,0.5356,0.5279,0.5433,0.5627,0.5662,0.0035,0.3238,0.346,1.069,-0.0052,0.035891
all,unplanned_icu,TBIL,Gaussian_mle,23750,7700,0.5296,0.5218,0.5373,0.5639,0.5636,-0.0003,0.3242,0.3424,1.056,-0.0108,1.6e-05
all,unplanned_icu,TBIL,Gaussian_trunc,23750,7700,0.5072,0.4994,0.515,0.5639,0.5638,-0.0,0.3242,0.325,1.002,-0.0332,0.0
all,unplanned_icu,TBIL,NORMA_334f7e21,24126,7811,0.5433,0.5356,0.551,0.5627,0.5698,0.0071,0.3238,0.3549,1.096,0.0025,0.023479
all,unplanned_icu,TBIL,NORMA_q_age,24126,7811,0.5412,0.5334,0.5489,0.5627,0.5701,0.0074,0.3238,0.356,1.1,0.0004,0.731142
all,unplanned_icu,TBIL,NORMA_q_age_set,24126,7811,0.5408,0.5331,0.5485,0.5627,0.5679,0.0052,0.3238,0.3511,1.084,,
all,unplanned_icu,TBIL,NORMA_q_age_set_co,24126,7811,0.5428,0.535,0.5505,0.5627,0.5703,0.0076,0.3238,0.3564,1.101,0.002,0.129873
all,unplanned_icu,TBIL,PerRI,24023,7789,0.5322,0.5244,0.5399,0.5594,0.5652,0.0059,0.3242,0.3517,1.085,-0.0082,0.032543
all,unplanned_icu,TBIL,PopRI,24126,7811,0.5311,0.5234,0.5388,0.5627,0.5657,0.003,0.3238,0.3444,1.064,-0.0097,0.005214
all,unplanned_icu,TP,Cohen_m2,24293,8056,0.5651,0.5575,0.5727,0.5543,0.586,0.0317,0.3316,0.3803,1.147,0.0377,0.0
all,unplanned_icu,TP,Cohen_m3,24293,8056,0.5543,0.5467,0.5619,0.5543,0.5789,0.0246,0.3316,0.3717,1.121,0.0269,0.0
all,unplanned_icu,TP,Cohen_m4,24293,8056,0.5567,0.549,0.5643,0.5543,0.5796,0.0253,0.3316,0.3739,1.128,0.0293,0.0
all,unplanned_icu,TP,Gaussian_eb,24293,8056,0.5299,0.5222,0.5377,0.5543,0.5657,0.0114,0.3316,0.3582,1.08,0.0025,0.342173
all,unplanned_icu,TP,Gaussian_mle,24046,7967,0.5282,0.5204,0.536,0.5539,0.5574,0.0035,0.3313,0.355,1.071,0.0009,0.773416
all,unplanned_icu,TP,Gaussian_trunc,24046,7967,0.5226,0.5148,0.5303,0.5539,0.5564,0.0024,0.3313,0.3496,1.055,-0.0048,0.261789
all,unplanned_icu,TP,NORMA_334f7e21,24293,8056,0.5274,0.5195,0.5352,0.5543,0.5638,0.0095,0.3316,0.3638,1.097,-0.0001,0.960973
all,unplanned_icu,TP,NORMA_q_age,24293,8056,0.5235,0.5157,0.5314,0.5543,0.5613,0.007,0.3316,0.3581,1.08,-0.0039,0.000237
all,unplanned_icu,TP,NORMA_q_age_set,24293,8056,0.5274,0.5196,0.5352,0.5543,0.5628,0.0085,0.3316,0.3626,1.094,,
all,unplanned_icu,TP,NORMA_q_age_set_co,24293,8056,0.5336,0.5258,0.5413,0.5543,0.5666,0.0123,0.3316,0.3652,1.101,0.0061,2e-06
all,unplanned_icu,TP,PerRI,24287,8056,0.5182,0.5106,0.5258,0.5527,0.5539,0.0012,0.3317,0.3422,1.032,-0.0091,0.065493
all,unplanned_icu,TP,PopRI,24293,8056,0.5205,0.5128,0.5282,0.5543,0.5613,0.007,0.3316,0.3551,1.071,-0.0069,0.007507
all,unplanned_icu,WBC,Cohen_m2,29418,8915,0.6173,0.6105,0.6241,0.5469,0.6092,0.0623,0.303,0.3783,1.248,0.0422,0.0
all,unplanned_icu,WBC,Cohen_m3,29418,8915,0.6099,0.6031,0.6167,0.5469,0.6062,0.0593,0.303,0.3693,1.219,0.0349,0.0
all,unplanned_icu,WBC,Cohen_m4,29418,8915,0.5982,0.5913,0.6051,0.5469,0.6001,0.0532,0.303,0.366,1.208,0.0232,0.0
all,unplanned_icu,WBC,Gaussian_eb,29418,8915,0.5904,0.5834,0.5973,0.5469,0.5934,0.0464,0.303,0.3592,1.185,0.0153,0.0
all,unplanned_icu,WBC,Gaussian_mle,29128,8819,0.5618,0.5548,0.5688,0.5565,0.5691,0.0127,0.3028,0.3356,1.108,-0.0139,0.0
all,unplanned_icu,WBC,Gaussian_trunc,29128,8819,0.5289,0.5218,0.5361,0.5565,0.5567,0.0003,0.3028,0.3201,1.057,-0.0467,0.0
all,unplanned_icu,WBC,NORMA_334f7e21,29418,8915,0.5815,0.5745,0.5885,0.5469,0.5839,0.037,0.303,0.3529,1.164,0.0065,0.0
all,unplanned_icu,WBC,NORMA_q_age,29418,8915,0.5764,0.5694,0.5834,0.5469,0.5796,0.0327,0.303,0.3493,1.152,0.0014,0.112476
all,unplanned_icu,WBC,NORMA_q_age_set,29418,8915,0.575,0.5681,0.582,0.5469,0.5783,0.0314,0.303,0.3472,1.146,,
all,unplanned_icu,WBC,NORMA_q_age_set_co,29418,8915,0.5768,0.5698,0.5838,0.5469,0.5807,0.0337,0.303,0.3499,1.155,0.0017,0.126632
all,unplanned_icu,WBC,PerRI,29410,8914,0.4925,0.4855,0.4995,0.5497,0.5508,0.0012,0.3031,0.295,0.973,-0.0824,0.0
all,unplanned_icu,WBC,PopRI,29418,8915,0.5753,0.5683,0.5823,0.5469,0.5897,0.0427,0.303,0.3514,1.159,0.0003,0.910449
pop_normal,mortality,ALB,Cohen_m2,21785,297,0.3787,0.3464,0.411,0.5268,0.6022,0.0754,0.0136,0.0106,0.777,-0.1085,0.0
pop_normal,mortality,ALB,Cohen_m3,21785,297,0.4737,0.445,0.5025,0.5268,0.5388,0.0121,0.0136,0.0121,0.889,-0.0135,0.414257
pop_normal,mortality,ALB,Cohen_m4,21785,297,0.473,0.4439,0.5021,0.5268,0.5318,0.005,0.0136,0.0121,0.89,-0.0142,0.367011
pop_normal,mortality,ALB,Gaussian_eb,21785,297,0.4994,0.4672,0.5315,0.5268,0.5277,0.0009,0.0136,0.0137,1.003,0.0122,0.466273
pop_normal,mortality,ALB,Gaussian_mle,21528,290,0.5395,0.5079,0.571,0.5513,0.5468,-0.0045,0.0135,0.0145,1.077,0.0504,0.007715
pop_normal,mortality,ALB,Gaussian_trunc,21528,290,0.5543,0.52,0.5886,0.5513,0.5647,0.0133,0.0135,0.0165,1.223,0.0653,0.006139
pop_normal,mortality,ALB,NORMA_334f7e21,21785,297,0.506,0.4746,0.5375,0.5268,0.5286,0.0018,0.0136,0.0144,1.057,0.0188,0.038353
pop_normal,mortality,ALB,NORMA_q_age,21785,297,0.4909,0.4577,0.524,0.5268,0.5273,0.0006,0.0136,0.0151,1.108,0.0036,0.667899
pop_normal,mortality,ALB,NORMA_q_age_set,21785,297,0.4872,0.4546,0.5199,0.5268,0.5137,-0.0131,0.0136,0.0141,1.034,,
pop_normal,mortality,ALB,NORMA_q_age_set_co,21785,297,0.513,0.4804,0.5455,0.5268,0.5287,0.0019,0.0136,0.0144,1.059,0.0257,0.020979
pop_normal,mortality,ALB,PerRI,21783,297,0.5317,0.4982,0.5652,0.525,0.5278,0.0028,0.0136,0.0164,1.2,0.0445,0.045553
pop_normal,mortality,ALB,PopRI,21785,297,0.7148,0.6892,0.7403,0.5268,0.7124,0.1857,0.0136,0.0266,1.954,0.2275,0.0
pop_normal,mortality,ALP,Cohen_m2,23126,704,0.6991,0.6804,0.7179,0.5739,0.7042,0.1303,0.0304,0.0616,2.022,0.0683,0.0
pop_normal,mortality,ALP,Cohen_m3,23126,704,0.6891,0.6687,0.7094,0.5739,0.6898,0.1159,0.0304,0.0733,2.407,0.0582,0.0
pop_normal,mortality,ALP,Cohen_m4,23126,704,0.7008,0.6809,0.7206,0.5739,0.7005,0.1266,0.0304,0.0782,2.57,0.0699,0.0
pop_normal,mortality,ALP,Gaussian_eb,23126,704,0.606,0.5869,0.6251,0.5739,0.6003,0.0264,0.0304,0.0411,1.35,-0.0248,0.018847
pop_normal,mortality,ALP,Gaussian_mle,22964,699,0.5451,0.5258,0.5644,0.6199,0.6216,0.0017,0.0304,0.0321,1.053,-0.0856,0.0
pop_normal,mortality,ALP,Gaussian_trunc,22964,699,0.5283,0.5076,0.5491,0.6199,0.6206,0.0007,0.0304,0.0315,1.036,-0.1024,0.0
pop_normal,mortality,ALP,NORMA_334f7e21,23126,704,0.637,0.6157,0.6582,0.5739,0.6058,0.0319,0.0304,0.048,1.575,0.0061,0.110219
pop_normal,mortality,ALP,NORMA_q_age,23126,704,0.6329,0.6113,0.6546,0.5739,0.611,0.0371,0.0304,0.0483,1.586,0.0021,0.601136
pop_normal,mortality,ALP,NORMA_q_age_set,23126,704,0.6309,0.6098,0.652,0.5739,0.6071,0.0332,0.0304,0.0469,1.541,,
pop_normal,mortality,ALP,NORMA_q_age_set_co,23126,704,0.6192,0.5971,0.6412,0.5739,0.6013,0.0274,0.0304,0.0463,1.522,-0.0117,0.022445
pop_normal,mortality,ALP,PerRI,23032,704,0.4408,0.4205,0.4611,0.5915,0.6206,0.0292,0.0306,0.0317,1.037,-0.1913,0.0
pop_normal,mortality,ALP,PopRI,23126,704,0.7124,0.6921,0.7327,0.5739,0.7187,0.1448,0.0304,0.0711,2.337,0.0815,0.0
pop_normal,mortality,ALT,Cohen_m2,19579,647,0.6121,0.5904,0.6338,0.5813,0.6216,0.0403,0.033,0.0469,1.42,-0.0221,0.060093
pop_normal,mortality,ALT,Cohen_m3,19579,647,0.6162,0.5944,0.638,0.5813,0.6364,0.0551,0.033,0.0493,1.492,-0.0181,0.189509
pop_normal,mortality,ALT,Cohen_m4,19579,647,0.6257,0.6042,0.6473,0.5813,0.6488,0.0675,0.033,0.0515,1.557,-0.0085,0.510917
pop_normal,mortality,ALT,Gaussian_eb,19579,647,0.6009,0.5798,0.6219,0.5813,0.621,0.0397,0.033,0.0449,1.359,-0.0334,0.003482
pop_normal,mortality,ALT,Gaussian_mle,19357,644,0.5506,0.5298,0.5713,0.5868,0.5889,0.0021,0.0333,0.0366,1.1,-0.0841,0.0
pop_normal,mortality,ALT,Gaussian_trunc,19357,644,0.5338,0.5121,0.5555,0.5868,0.5867,-0.0001,0.0333,0.0359,1.078,-0.1009,0.0
pop_normal,mortality,ALT,NORMA_334f7e21,19579,647,0.6374,0.6145,0.6604,0.5813,0.6376,0.0563,0.033,0.0607,1.837,0.0032,0.466675
pop_normal,mortality,ALT,NORMA_q_age,19579,647,0.631,0.608,0.6539,0.5813,0.6283,0.047,0.033,0.058,1.755,-0.0033,0.458909
pop_normal,mortality,ALT,NORMA_q_age_set,19579,647,0.6342,0.6113,0.6571,0.5813,0.6322,0.0509,0.033,0.058,1.754,,
pop_normal,mortality,ALT,NORMA_q_age_set_co,19579,647,0.6427,0.6198,0.6656,0.5813,0.6325,0.0512,0.033,0.0602,1.821,0.0085,0.177542
pop_normal,mortality,ALT,PerRI,19553,646,0.4654,0.4435,0.4873,0.5976,0.6139,0.0163,0.033,0.0304,0.921,-0.1691,0.0
pop_normal,mortality,ALT,PopRI,19579,647,0.5391,0.517,0.5612,0.5813,0.5834,0.0021,0.033,0.0379,1.146,-0.0951,0.0
pop_normal,mortality,AST,Cohen_m2,21659,661,0.7087,0.69,0.7274,0.5835,0.724,0.1405,0.0305,0.0627,2.056,0.045,1.2e-05
pop_normal,mortality,AST,Cohen_m3,21659,661,0.5882,0.5671,0.6093,0.5835,0.6128,0.0293,0.0305,0.0411,1.346,-0.0755,0.0
pop_normal,mortality,AST,Cohen_m4,21659,661,0.6238,0.603,0.6446,0.5835,0.6391,0.0556,0.0305,0.0446,1.46,-0.0399,0.000173
pop_normal,mortality,AST,Gaussian_eb,21659,661,0.6513,0.6312,0.6714,0.5835,0.6447,0.0613,0.0305,0.0483,1.582,-0.0124,0.180772
pop_normal,mortality,AST,Gaussian_mle,21584,656,0.6152,0.5953,0.635,0.5866,0.5972,0.0106,0.0304,0.0394,1.298,-0.0494,0.0
pop_normal,mortality,AST,Gaussian_trunc,21584,656,0.5846,0.5637,0.6054,0.5866,0.6,0.0134,0.0304,0.0373,1.227,-0.08,0.0
pop_normal,mortality,AST,NORMA_334f7e21,21659,661,0.6737,0.6526,0.6948,0.5835,0.6495,0.0661,0.0305,0.0578,1.895,0.01,0.006931
pop_normal,mortality,AST,NORMA_q_age,21659,661,0.6596,0.6383,0.6809,0.5835,0.6405,0.0571,0.0305,0.0541,1.774,-0.0041,0.255908
pop_normal,mortality,AST,NORMA_q_age_set,21659,661,0.6637,0.6427,0.6847,0.5835,0.6398,0.0564,0.0305,0.0547,1.791,,
pop_normal,mortality,AST,NORMA_q_age_set_co,21659,661,0.6683,0.6471,0.6894,0.5835,0.646,0.0626,0.0305,0.057,1.868,0.0046,0.31441
pop_normal,mortality,AST,PerRI,21631,660,0.4923,0.4709,0.5136,0.5997,0.6004,0.0007,0.0305,0.0297,0.974,-0.1714,0.0
pop_normal,mortality,AST,PopRI,21659,661,0.7134,0.6923,0.7345,0.5835,0.7315,0.1481,0.0305,0.0741,2.427,0.0497,2.5e-05
pop_normal,mortality,BUN,Cohen_m2,22491,563,0.5814,0.5566,0.6062,0.5307,0.5623,0.0316,0.025,0.035,1.4,-0.0194,0.125643
pop_normal,mortality,BUN,Cohen_m3,22491,563,0.5774,0.5538,0.601,0.5307,0.5543,0.0236,0.025,0.0324,1.294,-0.0234,0.051383
pop_normal,mortality,BUN,Cohen_m4,22491,563,0.5587,0.5322,0.5851,0.5307,0.5383,0.0076,0.025,0.038,1.519,-0.0421,0.000986
pop_normal,mortality,BUN,Gaussian_eb,22491,563,0.5972,0.5734,0.621,0.5307,0.5903,0.0596,0.025,0.0408,1.631,-0.0036,0.7563
pop_normal,mortality,BUN,Gaussian_mle,22211,562,0.5635,0.5421,0.5848,0.5266,0.5289,0.0024,0.0253,0.0286,1.128,-0.0383,0.001298
pop_normal,mortality,BUN,Gaussian_trunc,22211,562,0.4939,0.471,0.5168,0.5266,0.5264,-0.0002,0.0253,0.0244,0.966,-0.1079,0.0
pop_normal,mortality,BUN,NORMA_334f7e21,22491,563,0.613,0.5885,0.6375,0.5307,0.5947,0.064,0.025,0.0396,1.584,0.0122,0.012225
pop_normal,mortality,BUN,NORMA_q_age,22491,563,0.6034,0.579,0.6278,0.5307,0.5794,0.0487,0.025,0.0392,1.567,0.0027,0.599132
pop_normal,mortality,BUN,NORMA_q_age_set,22491,563,0.6008,0.5764,0.6252,0.5307,0.5852,0.0545,0.025,0.0397,1.586,,
pop_normal,mortality,BUN,NORMA_q_age_set_co,22491,563,0.5747,0.5493,0.6001,0.5307,0.5676,0.0369,0.025,0.0371,1.481,-0.0261,0.00018
pop_normal,mortality,BUN,PerRI,22472,562,0.4292,0.407,0.4515,0.5235,0.5687,0.0452,0.025,0.0272,1.088,-0.1713,0.0
pop_normal,mortality,BUN,PopRI,22491,563,0.5819,0.5602,0.6035,0.5307,0.5801,0.0494,0.025,0.0311,1.241,-0.0189,0.101912
pop_normal,mortality,CA,Cohen_m2,21196,586,0.5897,0.5624,0.617,0.5958,0.6224,0.0266,0.0276,0.0638,2.308,-0.0449,4e-05
pop_normal,mortality,CA,Cohen_m3,21196,586,0.6242,0.599,0.6494,0.5958,0.6622,0.0664,0.0276,0.0661,2.392,-0.0104,0.311428
pop_normal,mortality,CA,Cohen_m4,21196,586,0.6354,0.6115,0.6593,0.5958,0.6651,0.0693,0.0276,0.0607,2.197,0.0008,0.931835
pop_normal,mortality,CA,Gaussian_eb,21196,586,0.6004,0.5772,0.6236,0.5958,0.6332,0.0374,0.0276,0.0508,1.838,-0.0342,0.000458
pop_normal,mortality,CA,Gaussian_mle,20858,581,0.5503,0.5283,0.5723,0.5845,0.5915,0.007,0.0279,0.0315,1.131,-0.0848,0.0
pop_normal,mortality,CA,Gaussian_trunc,20858,581,0.5394,0.5154,0.5634,0.5845,0.5905,0.006,0.0279,0.0308,1.106,-0.0957,0.0
pop_normal,mortality,CA,NORMA_334f7e21,21196,586,0.6512,0.6285,0.6739,0.5958,0.672,0.0762,0.0276,0.0514,1.859,0.0166,0.002461
pop_normal,mortality,CA,NORMA_q_age,21196,586,0.6586,0.635,0.6821,0.5958,0.6747,0.0789,0.0276,0.0564,2.041,0.024,1e-06
pop_normal,mortality,CA,NORMA_q_age_set,21196,586,0.6346,0.611,0.6582,0.5958,0.6671,0.0712,0.0276,0.0505,1.828,,
pop_normal,mortality,CA,NORMA_q_age_set_co,21196,586,0.6393,0.6167,0.6619,0.5958,0.6525,0.0567,0.0276,0.0449,1.625,0.0047,0.475572
pop_normal,mortality,CA,PerRI,21179,586,0.5379,0.5148,0.561,0.6082,0.6072,-0.001,0.0277,0.0323,1.168,-0.0968,0.0
pop_normal,mortality,CA,PopRI,21196,586,0.6756,0.6571,0.6941,0.5958,0.6781,0.0823,0.0276,0.0449,1.624,0.041,0.002394
pop_normal,mortality,CL,Cohen_m2,24545,667,0.6419,0.6192,0.6646,0.5644,0.6419,0.0774,0.0272,0.0598,2.202,0.0004,0.969887
pop_normal,mortality,CL,Cohen_m3,24545,667,0.6269,0.6044,0.6494,0.5644,0.6194,0.055,0.0272,0.0498,1.832,-0.0146,0.147805
pop_normal,mortality,CL,Cohen_m4,24545,667,0.6196,0.5969,0.6424,0.5644,0.6149,0.0504,0.0272,0.0458,1.685,-0.0219,0.030274
pop_normal,mortality,CL,Gaussian_eb,24545,667,0.6344,0.6146,0.6542,0.5644,0.628,0.0636,0.0272,0.0521,1.917,-0.0071,0.433919
pop_normal,mortality,CL,Gaussian_mle,24134,660,0.5791,0.5598,0.5983,0.6034,0.6145,0.0112,0.0273,0.0318,1.163,-0.0643,0.0
pop_normal,mortality,CL,Gaussian_trunc,24134,660,0.4547,0.434,0.4753,0.6034,0.6125,0.0092,0.0273,0.0235,0.858,-0.1888,0.0
pop_normal,mortality,CL,NORMA_334f7e21,24545,667,0.6533,0.6321,0.6745,0.5644,0.6488,0.0843,0.0272,0.0511,1.881,0.0118,0.002812
pop_normal,mortality,CL,NORMA_q_age,24545,667,0.6424,0.6211,0.6637,0.5644,0.6356,0.0711,0.0272,0.0467,1.72,0.0009,0.830206
pop_normal,mortality,CL,NORMA_q_age_set,24545,667,0.6415,0.6201,0.6629,0.5644,0.6413,0.0769,0.0272,0.0485,1.786,,
pop_normal,mortality,CL,NORMA_q_age_set_co,24545,667,0.6659,0.6455,0.6862,0.5644,0.6388,0.0743,0.0272,0.0492,1.809,0.0243,0.000169
pop_normal,mortality,CL,PerRI,24540,667,0.4851,0.4637,0.5066,0.5861,0.5785,-0.0076,0.0272,0.0367,1.349,-0.1564,0.0
pop_normal,mortality,CL,PopRI,24545,667,0.6353,0.6176,0.653,0.5644,0.6343,0.0699,0.0272,0.0376,1.385,-0.0062,0.507354
pop_normal,mortality,CO2,Cohen_m2,9378,557,0.6144,0.59,0.6389,0.5506,0.6018,0.0512,0.0594,0.0953,1.605,0.0418,0.001456
pop_normal,mortality,CO2,Cohen_m3,9378,557,0.5906,0.5664,0.6148,0.5506,0.5892,0.0387,0.0594,0.0867,1.46,0.0179,0.16361
pop_normal,mortality,CO2,Cohen_m4,9378,557,0.6033,0.579,0.6277,0.5506,0.6062,0.0557,0.0594,0.0859,1.447,0.0307,0.014561
pop_normal,mortality,CO2,Gaussian_eb,9378,557,0.6198,0.5946,0.6449,0.5506,0.6265,0.076,0.0594,0.123,2.072,0.0471,1.9e-05
pop_normal,mortality,CO2,Gaussian_mle,9288,555,0.5268,0.5046,0.5491,0.5907,0.5848,-0.0059,0.0598,0.0602,1.007,-0.0464,0.00015
pop_normal,mortality,CO2,Gaussian_trunc,9288,555,0.4959,0.4727,0.5191,0.5907,0.5863,-0.0044,0.0598,0.0587,0.982,-0.0773,0.0
pop_normal,mortality,CO2,NORMA_334f7e21,9378,557,0.6058,0.5814,0.6302,0.5506,0.5829,0.0324,0.0594,0.0846,1.424,0.0331,0.0
pop_normal,mortality,CO2,NORMA_q_age,9378,557,0.5854,0.5605,0.6103,0.5506,0.5715,0.021,0.0594,0.0783,1.318,0.0127,0.010884
pop_normal,mortality,CO2,NORMA_q_age_set,9378,557,0.5727,0.5477,0.5976,0.5506,0.5652,0.0146,0.0594,0.0777,1.308,,
pop_normal,mortality,CO2,NORMA_q_age_set_co,9378,557,0.5894,0.5656,0.6132,0.5506,0.573,0.0225,0.0594,0.0751,1.264,0.0167,0.032854
pop_normal,mortality,CO2,PerRI,9372,557,0.456,0.4333,0.4787,0.5539,0.5652,0.0113,0.0594,0.0548,0.921,-0.1171,0.0
pop_normal,mortality,CO2,PopRI,9378,557,0.615,0.5917,0.6384,0.5506,0.6204,0.0698,0.0594,0.0814,1.371,0.0424,0.000101
pop_normal,mortality,CRE,Cohen_m2,33932,647,0.7664,0.7445,0.7883,0.623,0.7931,0.1701,0.0191,0.0982,5.15,0.0735,0.0
pop_normal,mortality,CRE,Cohen_m3,33932,647,0.7685,0.7473,0.7897,0.623,0.7914,0.1684,0.0191,0.1126,5.903,0.0756,0.0
pop_normal,mortality,CRE,Cohen_m4,33932,647,0.7299,0.7069,0.7529,0.623,0.7669,0.1439,0.0191,0.1134,5.948,0.0369,0.001186
pop_normal,mortality,CRE,Gaussian_eb,33932,647,0.7173,0.6966,0.7379,0.623,0.7556,0.1326,0.0191,0.0577,3.025,0.0243,0.011896
pop_normal,mortality,CRE,Gaussian_mle,33385,637,0.6327,0.6114,0.6539,0.6127,0.6485,0.0358,0.0191,0.0327,1.712,-0.0637,0.0
pop_normal,mortality,CRE,Gaussian_trunc,33385,637,0.543,0.5218,0.5641,0.6127,0.6141,0.0014,0.0191,0.0205,1.075,-0.1534,0.0
pop_normal,mortality,CRE,NORMA_334f7e21,33932,647,0.6971,0.6738,0.7204,0.623,0.7188,0.0958,0.0191,0.0678,3.554,0.0042,0.463456
pop_normal,mortality,CRE,NORMA_q_age,33932,647,0.6886,0.6658,0.7114,0.623,0.7154,0.0924,0.0191,0.0579,3.039,-0.0043,0.39622
pop_normal,mortality,CRE,NORMA_q_age_set,33932,647,0.693,0.6701,0.7158,0.623,0.7156,0.0926,0.0191,0.0611,3.205,,
pop_normal,mortality,CRE,NORMA_q_age_set_co,33932,647,0.6839,0.6602,0.7077,0.623,0.7227,0.0997,0.0191,0.0613,3.213,-0.009,0.15345
pop_normal,mortality,CRE,PerRI,33886,645,0.6466,0.6228,0.6704,0.6328,0.7018,0.069,0.019,0.0575,3.018,-0.0482,0.000145
pop_normal,mortality,CRE,PopRI,33932,647,0.6078,0.5867,0.6289,0.623,0.6851,0.062,0.0191,0.027,1.416,-0.0852,0.0
pop_normal,mortality,GLU,Cohen_m2,16645,567,0.6414,0.6206,0.6623,0.6156,0.6568,0.0412,0.0341,0.0478,1.404,0.0783,0.0
pop_normal,mortality,GLU,Cohen_m3,16645,567,0.7297,0.7068,0.7526,0.6156,0.7348,0.1192,0.0341,0.0962,2.824,0.1665,0.0
pop_normal,mortality,GLU,Cohen_m4,16645,567,0.7574,0.7372,0.7776,0.6156,0.7623,0.1468,0.0341,0.1042,3.058,0.1943,0.0
pop_normal,mortality,GLU,Gaussian_eb,16645,567,0.6296,0.6062,0.653,0.6156,0.6448,0.0293,0.0341,0.0566,1.662,0.0665,0.0
pop_normal,mortality,GLU,Gaussian_mle,15537,554,0.5877,0.5646,0.6109,0.6162,0.6377,0.0215,0.0357,0.0464,1.301,0.0248,0.036599
pop_normal,mortality,GLU,Gaussian_trunc,15537,554,0.55,0.5266,0.5733,0.6162,0.6222,0.0059,0.0357,0.0429,1.204,-0.0129,0.322066
pop_normal,mortality,GLU,NORMA_334f7e21,16645,567,0.5389,0.5151,0.5627,0.6156,0.6157,0.0002,0.0341,0.0371,1.088,-0.0242,0.000925
pop_normal,mortality,GLU,NORMA_q_age,16645,567,0.5776,0.5542,0.6011,0.6156,0.6228,0.0072,0.0341,0.0413,1.212,0.0145,0.036262
pop_normal,mortality,GLU,NORMA_q_age_set,16645,567,0.5631,0.5393,0.587,0.6156,0.62,0.0045,0.0341,0.0398,1.169,,
