subset,outcome,analyte,method,n,n_events,auc,auc_lo,auc_hi,auc_base,auc_adj,auc_gain,prevalence,ap,ap_lift,delta_vs_norma,p_vs_norma
pop_normal,mortality,GLU,NORMA_q_age_set_co,16645,567,0.5385,0.5154,0.5616,0.6156,0.617,0.0014,0.0341,0.0368,1.079,-0.0246,0.039179
pop_normal,mortality,GLU,PerRI,16632,567,0.4856,0.4648,0.5064,0.617,0.6286,0.0116,0.0341,0.0347,1.017,-0.0777,1e-06
pop_normal,mortality,GLU,PopRI,16645,567,0.5395,0.5191,0.5599,0.6156,0.6166,0.001,0.0341,0.037,1.085,-0.0236,0.013813
pop_normal,mortality,HCT,Cohen_m2,14388,199,0.6165,0.5771,0.6559,0.5625,0.5958,0.0333,0.0138,0.0198,1.43,0.0987,9.6e-05
pop_normal,mortality,HCT,Cohen_m3,14388,199,0.5744,0.5365,0.6122,0.5625,0.5609,-0.0016,0.0138,0.016,1.158,0.0566,0.021865
pop_normal,mortality,HCT,Cohen_m4,14388,199,0.5975,0.5543,0.6407,0.5625,0.6169,0.0544,0.0138,0.0334,2.412,0.0796,0.005688
pop_normal,mortality,HCT,Gaussian_eb,14388,199,0.5534,0.5126,0.5942,0.5625,0.5675,0.005,0.0138,0.0191,1.379,0.0356,0.134338
pop_normal,mortality,HCT,Gaussian_mle,13327,187,0.5141,0.4731,0.555,0.593,0.578,-0.015,0.014,0.0152,1.085,-0.0009,0.972691
pop_normal,mortality,HCT,Gaussian_trunc,13327,187,0.5248,0.482,0.5676,0.593,0.5759,-0.0171,0.014,0.0177,1.262,0.0099,0.736887
pop_normal,mortality,HCT,NORMA_334f7e21,14388,199,0.5266,0.4877,0.5656,0.5625,0.5454,-0.0171,0.0138,0.015,1.087,0.0088,0.491647
pop_normal,mortality,HCT,NORMA_q_age,14388,199,0.5288,0.4907,0.567,0.5625,0.5519,-0.0107,0.0138,0.0152,1.097,0.011,0.363987
pop_normal,mortality,HCT,NORMA_q_age_set,14388,199,0.5178,0.4789,0.5567,0.5625,0.5559,-0.0066,0.0138,0.0149,1.076,,
pop_normal,mortality,HCT,NORMA_q_age_set_co,14388,199,0.5355,0.4939,0.5772,0.5625,0.5497,-0.0128,0.0138,0.0167,1.205,0.0177,0.225193
pop_normal,mortality,HCT,PerRI,14332,198,0.5498,0.519,0.5805,0.5871,0.5963,0.0092,0.0138,0.0143,1.036,0.0343,0.210107
pop_normal,mortality,HCT,PopRI,14388,199,0.5569,0.5218,0.5921,0.5625,0.5677,0.0052,0.0138,0.016,1.157,0.0391,0.074766
pop_normal,mortality,HGB,Cohen_m2,11834,149,0.6147,0.5623,0.6671,0.5553,0.6656,0.1103,0.0126,0.0348,2.763,0.1185,0.000421
pop_normal,mortality,HGB,Cohen_m3,11834,149,0.582,0.5263,0.6377,0.5553,0.6382,0.0829,0.0126,0.0307,2.44,0.0857,0.011151
pop_normal,mortality,HGB,Cohen_m4,11834,149,0.6024,0.5466,0.6583,0.5553,0.6621,0.1067,0.0126,0.0351,2.788,0.1062,0.001912
pop_normal,mortality,HGB,Gaussian_eb,11834,149,0.5606,0.5148,0.6064,0.5553,0.5985,0.0432,0.0126,0.0193,1.534,0.0643,0.00501
pop_normal,mortality,HGB,Gaussian_mle,11072,141,0.539,0.495,0.583,0.5483,0.5484,0.0002,0.0127,0.0144,1.131,0.0508,0.04433
pop_normal,mortality,HGB,Gaussian_trunc,11072,141,0.5237,0.4754,0.5721,0.5483,0.5479,-0.0004,0.0127,0.0142,1.115,0.0355,0.211942
pop_normal,mortality,HGB,NORMA_334f7e21,11834,149,0.5173,0.4719,0.5626,0.5553,0.5576,0.0022,0.0126,0.0133,1.056,0.021,0.129341
pop_normal,mortality,HGB,NORMA_q_age,11834,149,0.5166,0.4714,0.5618,0.5553,0.5529,-0.0024,0.0126,0.0131,1.04,0.0203,0.19332
pop_normal,mortality,HGB,NORMA_q_age_set,11834,149,0.4963,0.4511,0.5414,0.5553,0.548,-0.0073,0.0126,0.0124,0.984,,
pop_normal,mortality,HGB,NORMA_q_age_set_co,11834,149,0.5375,0.4913,0.5837,0.5553,0.5503,-0.005,0.0126,0.014,1.112,0.0412,0.010821
pop_normal,mortality,HGB,PerRI,11791,149,0.5625,0.5245,0.6005,0.5504,0.5478,-0.0026,0.0126,0.0135,1.07,0.0665,0.029938
pop_normal,mortality,HGB,PopRI,11834,149,0.5765,0.5358,0.6171,0.5553,0.5934,0.0381,0.0126,0.0153,1.218,0.0802,0.000572
pop_normal,mortality,K,Cohen_m2,33851,863,0.7389,0.7218,0.756,0.5796,0.743,0.1634,0.0255,0.0693,2.718,-0.0045,0.540601
pop_normal,mortality,K,Cohen_m3,33851,863,0.7466,0.7309,0.7623,0.5796,0.7529,0.1734,0.0255,0.0602,2.362,0.0031,0.663517
pop_normal,mortality,K,Cohen_m4,33851,863,0.7475,0.7315,0.7636,0.5796,0.7466,0.167,0.0255,0.0633,2.481,0.0041,0.526832
pop_normal,mortality,K,Gaussian_eb,33851,863,0.705,0.6888,0.7212,0.5796,0.7059,0.1263,0.0255,0.0531,2.084,-0.0385,0.0
pop_normal,mortality,K,Gaussian_mle,33651,860,0.6146,0.5989,0.6303,0.5972,0.6168,0.0196,0.0256,0.0318,1.246,-0.1287,0.0
pop_normal,mortality,K,Gaussian_trunc,33651,860,0.5272,0.508,0.5464,0.5972,0.5938,-0.0035,0.0256,0.0281,1.1,-0.2161,0.0
pop_normal,mortality,K,NORMA_334f7e21,33851,863,0.747,0.7303,0.7637,0.5796,0.7422,0.1626,0.0255,0.0764,2.996,0.0036,0.186335
pop_normal,mortality,K,NORMA_q_age,33851,863,0.732,0.7153,0.7486,0.5796,0.7185,0.1389,0.0255,0.0629,2.466,-0.0115,0.00014
pop_normal,mortality,K,NORMA_q_age_set,33851,863,0.7434,0.7269,0.76,0.5796,0.7324,0.1528,0.0255,0.0711,2.788,,
pop_normal,mortality,K,NORMA_q_age_set_co,33851,863,0.726,0.7092,0.7427,0.5796,0.7146,0.1351,0.0255,0.0611,2.398,-0.0174,0.0
pop_normal,mortality,K,PerRI,33843,863,0.5388,0.5213,0.5564,0.5786,0.5811,0.0024,0.0255,0.0285,1.117,-0.2045,0.0
pop_normal,mortality,K,PopRI,33851,863,0.7316,0.7181,0.7451,0.5796,0.7588,0.1793,0.0255,0.0513,2.011,-0.0118,0.098453
pop_normal,mortality,NA,Cohen_m2,32768,795,0.7291,0.7092,0.7491,0.5769,0.7102,0.1333,0.0243,0.1027,4.233,0.0093,0.266405
pop_normal,mortality,NA,Cohen_m3,32768,795,0.7691,0.7523,0.7858,0.5769,0.7514,0.1745,0.0243,0.0758,3.126,0.0493,0.0
pop_normal,mortality,NA,Cohen_m4,32768,795,0.7476,0.7297,0.7655,0.5769,0.725,0.1481,0.0243,0.0789,3.251,0.0278,0.00099
pop_normal,mortality,NA,Gaussian_eb,32768,795,0.7097,0.6907,0.7287,0.5769,0.7018,0.1248,0.0243,0.0999,4.117,-0.0101,0.199013
pop_normal,mortality,NA,Gaussian_mle,32293,788,0.6419,0.6227,0.6611,0.5692,0.6286,0.0593,0.0244,0.0429,1.759,-0.0797,0.0
pop_normal,mortality,NA,Gaussian_trunc,32293,788,0.6386,0.6199,0.6574,0.5692,0.6258,0.0566,0.0244,0.0439,1.799,-0.083,0.0
pop_normal,mortality,NA,NORMA_334f7e21,32768,795,0.7313,0.7131,0.7494,0.5769,0.6793,0.1024,0.0243,0.0751,3.097,0.0115,0.000566
pop_normal,mortality,NA,NORMA_q_age,32768,795,0.718,0.6995,0.7365,0.5769,0.6683,0.0913,0.0243,0.0707,2.912,-0.0018,0.603159
pop_normal,mortality,NA,NORMA_q_age_set,32768,795,0.7198,0.7009,0.7387,0.5769,0.6891,0.1122,0.0243,0.0813,3.349,,
pop_normal,mortality,NA,NORMA_q_age_set_co,32768,795,0.732,0.7142,0.7499,0.5769,0.6781,0.1012,0.0243,0.0703,2.899,0.0122,0.002934
pop_normal,mortality,NA,PerRI,32744,795,0.5239,0.5067,0.5411,0.6011,0.6056,0.0045,0.0243,0.0256,1.053,-0.1963,0.0
pop_normal,mortality,NA,PopRI,32768,795,0.6909,0.6808,0.701,0.5769,0.7159,0.139,0.0243,0.0397,1.635,-0.0289,0.001816
pop_normal,mortality,Overall,Cohen_m2,46298,901,0.765,0.7511,0.7789,0.6304,0.7722,0.1418,0.0195,0.0552,2.835,0.0326,2e-06
pop_normal,mortality,Overall,Cohen_m3,46298,901,0.7744,0.7602,0.7886,0.6304,0.7784,0.1481,0.0195,0.0626,3.214,0.042,0.0
pop_normal,mortality,Overall,Cohen_m4,46298,901,0.7934,0.7797,0.8071,0.6304,0.7981,0.1677,0.0195,0.0794,4.08,0.061,0.0
pop_normal,mortality,Overall,Gaussian_eb,46298,901,0.7147,0.7011,0.7282,0.6304,0.7062,0.0758,0.0195,0.0357,1.835,-0.0177,0.003066
pop_normal,mortality,Overall,Gaussian_mle,46088,901,0.621,0.6062,0.6358,0.6314,0.647,0.0156,0.0195,0.0252,1.286,-0.1106,0.0
pop_normal,mortality,Overall,Gaussian_trunc,46088,901,0.6056,0.5895,0.6217,0.6314,0.653,0.0215,0.0195,0.0258,1.319,-0.126,0.0
pop_normal,mortality,Overall,NORMA_334f7e21,46298,901,0.7447,0.7309,0.7586,0.6304,0.7154,0.085,0.0195,0.0424,2.176,0.0124,3e-06
pop_normal,mortality,Overall,NORMA_q_age,46298,901,0.7353,0.7213,0.7493,0.6304,0.7037,0.0733,0.0195,0.0405,2.081,0.0029,0.255089
pop_normal,mortality,Overall,NORMA_q_age_set,46298,901,0.7324,0.7183,0.7465,0.6304,0.7027,0.0723,0.0195,0.04,2.053,,
pop_normal,mortality,Overall,NORMA_q_age_set_co,46298,901,0.7313,0.7172,0.7453,0.6304,0.7002,0.0699,0.0195,0.0394,2.023,-0.0011,0.699172
pop_normal,mortality,Overall,PerRI,46282,901,0.5694,0.5535,0.5853,0.6436,0.654,0.0105,0.0195,0.023,1.18,-0.163,0.0
pop_normal,mortality,Overall,PopRI,46298,901,0.654,0.643,0.665,0.6304,0.7093,0.0789,0.0195,0.0282,1.45,-0.0784,0.0
pop_normal,mortality,PLT,Cohen_m2,27556,487,0.4866,0.4599,0.5134,0.6261,0.631,0.0049,0.0177,0.0176,0.995,-0.0726,0.0
pop_normal,mortality,PLT,Cohen_m3,27556,487,0.5655,0.5417,0.5894,0.6261,0.6361,0.01,0.0177,0.0213,1.208,0.0063,0.624257
pop_normal,mortality,PLT,Cohen_m4,27556,487,0.6584,0.635,0.6818,0.6261,0.687,0.0609,0.0177,0.033,1.866,0.0992,0.0
pop_normal,mortality,PLT,Gaussian_eb,27556,487,0.4601,0.437,0.4831,0.6261,0.6417,0.0156,0.0177,0.0151,0.856,-0.0992,0.0
pop_normal,mortality,PLT,Gaussian_mle,27244,482,0.4309,0.4083,0.4535,0.6138,0.6417,0.0279,0.0177,0.0142,0.802,-0.1316,0.0
pop_normal,mortality,PLT,Gaussian_trunc,27244,482,0.4202,0.3953,0.4452,0.6138,0.6399,0.0261,0.0177,0.0142,0.801,-0.1422,0.0
pop_normal,mortality,PLT,NORMA_334f7e21,27556,487,0.5679,0.543,0.5928,0.6261,0.6323,0.0062,0.0177,0.021,1.188,0.0087,0.153233
pop_normal,mortality,PLT,NORMA_q_age,27556,487,0.5591,0.5339,0.5844,0.6261,0.6308,0.0047,0.0177,0.0205,1.158,-0.0001,0.98683
pop_normal,mortality,PLT,NORMA_q_age_set,27556,487,0.5592,0.5333,0.5851,0.6261,0.6314,0.0053,0.0177,0.0211,1.191,,
pop_normal,mortality,PLT,NORMA_q_age_set_co,27556,487,0.5444,0.5193,0.5696,0.6261,0.6301,0.004,0.0177,0.0196,1.108,-0.0148,0.026316
pop_normal,mortality,PLT,PerRI,27493,487,0.387,0.3616,0.4124,0.6288,0.6665,0.0377,0.0177,0.0139,0.786,-0.1727,0.0
pop_normal,mortality,PLT,PopRI,27556,487,0.6852,0.6605,0.7099,0.6261,0.699,0.0729,0.0177,0.0355,2.008,0.126,0.0
pop_normal,mortality,TBIL,Cohen_m2,23289,611,0.5847,0.5632,0.6062,0.6098,0.6176,0.0079,0.0262,0.0334,1.273,-0.046,0.000195
pop_normal,mortality,TBIL,Cohen_m3,23289,611,0.6065,0.5836,0.6293,0.6098,0.6439,0.0342,0.0262,0.0399,1.521,-0.0242,0.050956
pop_normal,mortality,TBIL,Cohen_m4,23289,611,0.5945,0.571,0.618,0.6098,0.6323,0.0226,0.0262,0.0473,1.804,-0.0362,0.000782
pop_normal,mortality,TBIL,Gaussian_eb,23289,611,0.6036,0.5798,0.6273,0.6098,0.651,0.0413,0.0262,0.0417,1.589,-0.0272,0.007604
pop_normal,mortality,TBIL,Gaussian_mle,22942,603,0.6011,0.5781,0.624,0.627,0.6321,0.0051,0.0263,0.0357,1.357,-0.0329,0.001013
pop_normal,mortality,TBIL,Gaussian_trunc,22942,603,0.5453,0.5231,0.5675,0.627,0.63,0.003,0.0263,0.0291,1.105,-0.0887,0.0
pop_normal,mortality,TBIL,NORMA_334f7e21,23289,611,0.6432,0.621,0.6655,0.6098,0.6681,0.0583,0.0262,0.0464,1.768,0.0125,0.003463
pop_normal,mortality,TBIL,NORMA_q_age,23289,611,0.6368,0.6144,0.6593,0.6098,0.6649,0.0552,0.0262,0.0455,1.736,0.0061,0.127887
pop_normal,mortality,TBIL,NORMA_q_age_set,23289,611,0.6307,0.6083,0.6532,0.6098,0.6544,0.0446,0.0262,0.0442,1.685,,
pop_normal,mortality,TBIL,NORMA_q_age_set_co,23289,611,0.617,0.5941,0.64,0.6098,0.6518,0.042,0.0262,0.0417,1.59,-0.0137,0.008863
pop_normal,mortality,TBIL,PerRI,23194,609,0.5771,0.553,0.6012,0.6192,0.6398,0.0206,0.0263,0.0354,1.35,-0.0526,2.8e-05
pop_normal,mortality,TBIL,PopRI,23289,611,0.5791,0.5579,0.6004,0.6098,0.6494,0.0396,0.0262,0.0319,1.217,-0.0516,1.8e-05
pop_normal,mortality,TP,Cohen_m2,21883,460,0.4508,0.4227,0.479,0.5663,0.5568,-0.0094,0.021,0.0225,1.071,-0.1116,0.0
pop_normal,mortality,TP,Cohen_m3,21883,460,0.4745,0.4468,0.5022,0.5663,0.5573,-0.0089,0.021,0.0229,1.088,-0.0879,0.0
pop_normal,mortality,TP,Cohen_m4,21883,460,0.4565,0.4278,0.4853,0.5663,0.5499,-0.0164,0.021,0.0219,1.044,-0.1059,0.0
pop_normal,mortality,TP,Gaussian_eb,21883,460,0.5346,0.5085,0.5607,0.5663,0.5836,0.0173,0.021,0.0269,1.281,-0.0279,0.030215
pop_normal,mortality,TP,Gaussian_mle,21698,458,0.5462,0.5211,0.5713,0.622,0.6198,-0.0022,0.0211,0.0236,1.117,-0.0157,0.233921
pop_normal,mortality,TP,Gaussian_trunc,21698,458,0.5237,0.4962,0.5512,0.622,0.6198,-0.0022,0.0211,0.0238,1.127,-0.0381,0.022927
pop_normal,mortality,TP,NORMA_334f7e21,21883,460,0.5867,0.5608,0.6125,0.5663,0.607,0.0407,0.021,0.0314,1.493,0.0242,0.000299
pop_normal,mortality,TP,NORMA_q_age,21883,460,0.5682,0.5413,0.5951,0.5663,0.5968,0.0305,0.021,0.0297,1.411,0.0057,0.3346
pop_normal,mortality,TP,NORMA_q_age_set,21883,460,0.5625,0.5357,0.5892,0.5663,0.5933,0.027,0.021,0.0298,1.42,,
pop_normal,mortality,TP,NORMA_q_age_set_co,21883,460,0.5818,0.5561,0.6075,0.5663,0.5965,0.0302,0.021,0.0299,1.423,0.0193,0.008326
pop_normal,mortality,TP,PerRI,21880,460,0.4544,0.4289,0.4798,0.5622,0.5707,0.0085,0.021,0.0182,0.865,-0.1081,0.0
pop_normal,mortality,TP,PopRI,21883,460,0.6882,0.665,0.7114,0.5663,0.6844,0.1181,0.021,0.0389,1.85,0.1257,0.0
pop_normal,mortality,WBC,Cohen_m2,27546,636,0.6198,0.5998,0.6398,0.5866,0.6223,0.0357,0.0231,0.0312,1.351,-0.0487,0.000152
pop_normal,mortality,WBC,Cohen_m3,27546,636,0.6121,0.5889,0.6352,0.5866,0.6462,0.0597,0.0231,0.0354,1.534,-0.0564,5e-06
pop_normal,mortality,WBC,Cohen_m4,27546,636,0.6552,0.6322,0.6782,0.5866,0.694,0.1074,0.0231,0.0511,2.213,-0.0133,0.237164
pop_normal,mortality,WBC,Gaussian_eb,27546,636,0.6337,0.6121,0.6552,0.5866,0.6478,0.0612,0.0231,0.0386,1.67,-0.0348,0.000567
pop_normal,mortality,WBC,Gaussian_mle,27305,636,0.6046,0.5851,0.624,0.6012,0.6062,0.005,0.0233,0.0289,1.242,-0.064,0.0
pop_normal,mortality,WBC,Gaussian_trunc,27305,636,0.5306,0.5103,0.551,0.6012,0.6027,0.0015,0.0233,0.0238,1.023,-0.1379,0.0
pop_normal,mortality,WBC,NORMA_334f7e21,27546,636,0.6763,0.6545,0.6981,0.5866,0.6935,0.107,0.0231,0.0561,2.43,0.0078,0.070537
pop_normal,mortality,WBC,NORMA_q_age,27546,636,0.6661,0.6441,0.6882,0.5866,0.6802,0.0936,0.0231,0.0511,2.214,-0.0023,0.604567
pop_normal,mortality,WBC,NORMA_q_age_set,27546,636,0.6685,0.6466,0.6904,0.5866,0.6833,0.0967,0.0231,0.0499,2.162,,
pop_normal,mortality,WBC,NORMA_q_age_set_co,27546,636,0.667,0.6447,0.6893,0.5866,0.6779,0.0913,0.0231,0.0488,2.115,-0.0015,0.823719
pop_normal,mortality,WBC,PerRI,27545,636,0.516,0.493,0.539,0.587,0.5911,0.0041,0.0231,0.0269,1.164,-0.1525,0.0
pop_normal,mortality,WBC,PopRI,27546,636,0.5883,0.5678,0.6088,0.5866,0.6292,0.0426,0.0231,0.0297,1.285,-0.0802,0.0
pop_normal,periop_infection,ALB,Cohen_m2,21785,1098,0.5072,0.489,0.5254,0.5908,0.592,0.0012,0.0504,0.0531,1.053,-0.0331,0.000566
pop_normal,periop_infection,ALB,Cohen_m3,21785,1098,0.4991,0.4823,0.5158,0.5908,0.5918,0.001,0.0504,0.0497,0.986,-0.0412,2e-06
pop_normal,periop_infection,ALB,Cohen_m4,21785,1098,0.5097,0.4929,0.5265,0.5908,0.5931,0.0023,0.0504,0.0512,1.017,-0.0306,0.000302
pop_normal,periop_infection,ALB,Gaussian_eb,21785,1098,0.5286,0.5113,0.546,0.5908,0.5983,0.0075,0.0504,0.0579,1.149,-0.0117,0.204855
pop_normal,periop_infection,ALB,Gaussian_mle,21528,1085,0.5503,0.5335,0.5671,0.5916,0.5926,0.001,0.0504,0.0597,1.185,0.0107,0.285402
pop_normal,periop_infection,ALB,Gaussian_trunc,21528,1085,0.5574,0.54,0.5749,0.5916,0.5974,0.0058,0.0504,0.0623,1.236,0.0178,0.12275
pop_normal,periop_infection,ALB,NORMA_334f7e21,21785,1098,0.5503,0.5331,0.5675,0.5908,0.6037,0.0129,0.0504,0.0593,1.177,0.01,0.027641
pop_normal,periop_infection,ALB,NORMA_q_age,21785,1098,0.5496,0.5321,0.5671,0.5908,0.6066,0.0157,0.0504,0.0604,1.198,0.0093,0.041009
pop_normal,periop_infection,ALB,NORMA_q_age_set,21785,1098,0.5403,0.5227,0.5579,0.5908,0.5999,0.009,0.0504,0.0589,1.168,,
pop_normal,periop_infection,ALB,NORMA_q_age_set_co,21785,1098,0.5433,0.5257,0.5608,0.5908,0.5998,0.009,0.0504,0.0587,1.164,0.003,0.560823
pop_normal,periop_infection,ALB,PerRI,21783,1098,0.5451,0.528,0.5622,0.5854,0.585,-0.0004,0.0504,0.0565,1.122,0.0048,0.680411
pop_normal,periop_infection,ALB,PopRI,21785,1098,0.6288,0.6128,0.6449,0.5908,0.6432,0.0524,0.0504,0.0732,1.453,0.0885,0.0
pop_normal,periop_infection,ALP,Cohen_m2,23126,1479,0.6444,0.6307,0.6581,0.629,0.6802,0.0513,0.064,0.099,1.548,0.0322,8e-06
pop_normal,periop_infection,ALP,Cohen_m3,23126,1479,0.6481,0.6337,0.6624,0.629,0.6907,0.0617,0.064,0.1146,1.791,0.0358,2e-06
pop_normal,periop_infection,ALP,Cohen_m4,23126,1479,0.6556,0.6412,0.6699,0.629,0.7001,0.0711,0.064,0.1111,1.737,0.0433,0.0
pop_normal,periop_infection,ALP,Gaussian_eb,23126,1479,0.5701,0.556,0.5842,0.629,0.6405,0.0115,0.064,0.0777,1.216,-0.0422,0.0
pop_normal,periop_infection,ALP,Gaussian_mle,22964,1475,0.5224,0.5082,0.5365,0.6118,0.6135,0.0017,0.0642,0.0655,1.02,-0.0923,0.0
pop_normal,periop_infection,ALP,Gaussian_trunc,22964,1475,0.5141,0.4995,0.5286,0.6118,0.612,0.0002,0.0642,0.0647,1.007,-0.1006,0.0
pop_normal,periop_infection,ALP,NORMA_334f7e21,23126,1479,0.612,0.5974,0.6265,0.629,0.6438,0.0149,0.064,0.089,1.392,-0.0003,0.902365
pop_normal,periop_infection,ALP,NORMA_q_age,23126,1479,0.613,0.5984,0.6276,0.629,0.6476,0.0186,0.064,0.0895,1.399,0.0007,0.78056
pop_normal,periop_infection,ALP,NORMA_q_age_set,23126,1479,0.6123,0.5977,0.6269,0.629,0.6453,0.0163,0.064,0.0889,1.391,,
pop_normal,periop_infection,ALP,NORMA_q_age_set_co,23126,1479,0.6125,0.5978,0.6273,0.629,0.6464,0.0174,0.064,0.0897,1.402,0.0003,0.937649
pop_normal,periop_infection,ALP,PerRI,23032,1477,0.4425,0.4285,0.4565,0.6041,0.6257,0.0216,0.0641,0.0547,0.853,-0.1711,0.0
pop_normal,periop_infection,ALP,PopRI,23126,1479,0.6287,0.6137,0.6437,0.629,0.6656,0.0366,0.064,0.1007,1.574,0.0164,0.053965
pop_normal,periop_infection,ALT,Cohen_m2,19579,1419,0.5865,0.5715,0.6015,0.6326,0.6347,0.0021,0.0725,0.0923,1.274,-0.0328,4.1e-05
pop_normal,periop_infection,ALT,Cohen_m3,19579,1419,0.6044,0.5898,0.6189,0.6326,0.6535,0.021,0.0725,0.0971,1.339,-0.015,0.103474
pop_normal,periop_infection,ALT,Cohen_m4,19579,1419,0.585,0.5704,0.5996,0.6326,0.6421,0.0095,0.0725,0.0911,1.257,-0.0344,3.8e-05
pop_normal,periop_infection,ALT,Gaussian_eb,19579,1419,0.5775,0.5627,0.5922,0.6326,0.6409,0.0083,0.0725,0.0889,1.226,-0.0419,0.0
pop_normal,periop_infection,ALT,Gaussian_mle,19357,1413,0.5418,0.5274,0.5561,0.6012,0.5977,-0.0036,0.073,0.0767,1.05,-0.0776,0.0
pop_normal,periop_infection,ALT,Gaussian_trunc,19357,1413,0.5196,0.505,0.5343,0.6012,0.6002,-0.001,0.073,0.0735,1.007,-0.0997,0.0
pop_normal,periop_infection,ALT,NORMA_334f7e21,19579,1419,0.6231,0.6079,0.6383,0.6326,0.6646,0.0321,0.0725,0.1091,1.506,0.0038,0.19894
pop_normal,periop_infection,ALT,NORMA_q_age,19579,1419,0.6191,0.6039,0.6343,0.6326,0.6649,0.0323,0.0725,0.1071,1.477,-0.0002,0.936558
pop_normal,periop_infection,ALT,NORMA_q_age_set,19579,1419,0.6193,0.604,0.6347,0.6326,0.663,0.0304,0.0725,0.1089,1.503,,
pop_normal,periop_infection,ALT,NORMA_q_age_set_co,19579,1419,0.621,0.6059,0.6362,0.6326,0.6634,0.0309,0.0725,0.1064,1.469,0.0017,0.681701
pop_normal,periop_infection,ALT,PerRI,19553,1419,0.4778,0.4633,0.4924,0.6043,0.6119,0.0076,0.0726,0.0659,0.907,-0.1424,0.0
pop_normal,periop_infection,ALT,PopRI,19579,1419,0.5764,0.5613,0.5914,0.6326,0.6526,0.02,0.0725,0.0895,1.234,-0.043,1.2e-05
pop_normal,periop_infection,AST,Cohen_m2,21659,1521,0.6425,0.6286,0.6563,0.6275,0.6823,0.0548,0.0702,0.1069,1.522,0.0153,0.032277
pop_normal,periop_infection,AST,Cohen_m3,21659,1521,0.5974,0.5831,0.6118,0.6275,0.6636,0.036,0.0702,0.0961,1.368,-0.0297,0.000501
pop_normal,periop_infection,AST,Cohen_m4,21659,1521,0.6105,0.5964,0.6246,0.6275,0.6611,0.0336,0.0702,0.0958,1.364,-0.0167,0.024945
pop_normal,periop_infection,AST,Gaussian_eb,21659,1521,0.5995,0.5854,0.6135,0.6275,0.6533,0.0258,0.0702,0.0909,1.295,-0.0277,9e-06
pop_normal,periop_infection,AST,Gaussian_mle,21584,1516,0.5662,0.5523,0.5801,0.6023,0.6072,0.0049,0.0702,0.0792,1.127,-0.0621,0.0
pop_normal,periop_infection,AST,Gaussian_trunc,21584,1516,0.5262,0.5116,0.5408,0.6023,0.6031,0.0008,0.0702,0.0743,1.057,-0.1021,0.0
pop_normal,periop_infection,AST,NORMA_334f7e21,21659,1521,0.6327,0.6182,0.6471,0.6275,0.6654,0.0379,0.0702,0.1077,1.534,0.0055,0.016767
pop_normal,periop_infection,AST,NORMA_q_age,21659,1521,0.6267,0.6122,0.6412,0.6275,0.6608,0.0332,0.0702,0.1045,1.488,-0.0005,0.840462
pop_normal,periop_infection,AST,NORMA_q_age_set,21659,1521,0.6272,0.6127,0.6417,0.6275,0.6619,0.0344,0.0702,0.1051,1.497,,
pop_normal,periop_infection,AST,NORMA_q_age_set_co,21659,1521,0.6315,0.6169,0.646,0.6275,0.667,0.0394,0.0702,0.1089,1.551,0.0043,0.146102
pop_normal,periop_infection,AST,PerRI,21631,1519,0.4926,0.4784,0.5069,0.6084,0.6062,-0.0021,0.0702,0.0678,0.966,-0.1345,0.0
pop_normal,periop_infection,AST,PopRI,21659,1521,0.6314,0.6168,0.6459,0.6275,0.6838,0.0562,0.0702,0.1075,1.531,0.0042,0.5992
pop_normal,periop_infection,BUN,Cohen_m2,22491,1321,0.5943,0.5778,0.6108,0.61,0.6354,0.0254,0.0587,0.0867,1.476,0.0014,0.86484
pop_normal,periop_infection,BUN,Cohen_m3,22491,1321,0.5944,0.5786,0.6101,0.61,0.6434,0.0334,0.0587,0.08,1.363,0.0015,0.853347
pop_normal,periop_infection,BUN,Cohen_m4,22491,1321,0.5882,0.5715,0.6048,0.61,0.6384,0.0284,0.0587,0.0886,1.509,-0.0047,0.577764
pop_normal,periop_infection,BUN,Gaussian_eb,22491,1321,0.5992,0.5838,0.6147,0.61,0.6431,0.0331,0.0587,0.0837,1.426,0.0064,0.382366
pop_normal,periop_infection,BUN,Gaussian_mle,22211,1314,0.5583,0.5436,0.5729,0.6132,0.6175,0.0044,0.0592,0.066,1.116,-0.0348,3e-06
pop_normal,periop_infection,BUN,Gaussian_trunc,22211,1314,0.495,0.4796,0.5105,0.6132,0.6089,-0.0043,0.0592,0.0594,1.004,-0.0981,0.0
pop_normal,periop_infection,BUN,NORMA_334f7e21,22491,1321,0.6063,0.5906,0.6219,0.61,0.6313,0.0213,0.0587,0.083,1.413,0.0134,2.5e-05
pop_normal,periop_infection,BUN,NORMA_q_age,22491,1321,0.6048,0.5891,0.6205,0.61,0.6342,0.0242,0.0587,0.0838,1.427,0.0119,9.8e-05
pop_normal,periop_infection,BUN,NORMA_q_age_set,22491,1321,0.5928,0.5769,0.6087,0.61,0.6287,0.0187,0.0587,0.0814,1.387,,
pop_normal,periop_infection,BUN,NORMA_q_age_set_co,22491,1321,0.5886,0.5726,0.6047,0.61,0.6262,0.0162,0.0587,0.0802,1.365,-0.0042,0.295922
pop_normal,periop_infection,BUN,PerRI,22472,1320,0.4494,0.4345,0.4643,0.6013,0.6123,0.011,0.0587,0.0564,0.96,-0.1436,0.0
pop_normal,periop_infection,BUN,PopRI,22491,1321,0.5911,0.5766,0.6056,0.61,0.65,0.0399,0.0587,0.0723,1.232,-0.0017,0.83078
