analyte,age,method,ri_low,ri_high,ri_mid,n
A1C,35,NORMA,4.75,6.05,5.4,7
A1C,40,NORMA,4.34,6.22,5.28,7
A1C,45,NORMA,3.95,6.0,4.98,8
A1C,50,NORMA,4.34,6.32,5.33,21
A1C,55,NORMA,4.43,6.41,5.42,24
A1C,60,NORMA,4.43,6.29,5.36,50
A1C,65,NORMA,4.47,6.44,5.45,39
A1C,70,NORMA,4.36,6.48,5.42,68
A1C,75,NORMA,4.18,6.33,5.25,31
A1C,80,NORMA,5.22,6.53,5.88,10
A1C,35,NORMA_334f7e21,4.8,6.04,5.42,7
A1C,40,NORMA_334f7e21,4.36,6.17,5.26,7
A1C,45,NORMA_334f7e21,4.13,5.95,5.04,8
A1C,50,NORMA_334f7e21,4.48,6.26,5.37,21
A1C,55,NORMA_334f7e21,4.51,6.37,5.44,24
A1C,60,NORMA_334f7e21,4.47,6.25,5.36,50
A1C,65,NORMA_334f7e21,4.45,6.39,5.42,39
A1C,70,NORMA_334f7e21,4.46,6.44,5.45,68
A1C,75,NORMA_334f7e21,4.29,6.33,5.31,31
A1C,80,NORMA_334f7e21,5.27,6.44,5.86,10
A1C,35,NORMA_q_age,4.74,6.03,5.39,7
A1C,40,NORMA_q_age,4.23,6.1,5.16,7
A1C,45,NORMA_q_age,4.09,5.88,4.99,8
A1C,50,NORMA_q_age,4.47,6.23,5.35,21
A1C,55,NORMA_q_age,4.43,6.33,5.38,24
A1C,60,NORMA_q_age,4.36,6.22,5.29,50
A1C,65,NORMA_q_age,4.33,6.37,5.35,39
A1C,70,NORMA_q_age,4.34,6.4,5.37,68
A1C,75,NORMA_q_age,4.26,6.28,5.27,31
A1C,80,NORMA_q_age,5.2,6.41,5.81,10
A1C,35,NORMA_q_age_set_co,4.75,6.07,5.41,7
A1C,40,NORMA_q_age_set_co,4.51,6.21,5.36,7
A1C,45,NORMA_q_age_set_co,4.26,5.99,5.13,8
A1C,50,NORMA_q_age_set_co,4.53,6.23,5.38,21
A1C,55,NORMA_q_age_set_co,4.36,6.38,5.37,24
A1C,60,NORMA_q_age_set_co,4.31,6.23,5.27,50
A1C,65,NORMA_q_age_set_co,4.35,6.38,5.36,39
A1C,70,NORMA_q_age_set_co,4.32,6.4,5.36,68
A1C,75,NORMA_q_age_set_co,4.18,6.29,5.23,31
A1C,80,NORMA_q_age_set_co,5.17,6.4,5.79,10
ALB,20,NORMA,3.43,4.83,4.13,46
ALB,25,NORMA,3.35,4.57,3.96,48
ALB,30,NORMA,3.3,4.74,4.02,44
ALB,35,NORMA,3.37,4.81,4.09,67
ALB,40,NORMA,3.41,4.62,4.02,95
ALB,45,NORMA,3.46,4.68,4.07,84
ALB,50,NORMA,3.37,4.59,3.98,152
ALB,55,NORMA,3.38,4.54,3.96,234
ALB,60,NORMA,3.34,4.48,3.91,278
ALB,65,NORMA,3.36,4.55,3.95,262
ALB,70,NORMA,3.36,4.56,3.96,299
ALB,75,NORMA,3.28,4.49,3.89,232
ALB,80,NORMA,3.25,4.44,3.84,113
ALB,85,NORMA,3.19,4.45,3.82,40
ALB,90,NORMA,3.2,4.75,3.98,6
ALB,20,NORMA_334f7e21,3.44,4.85,4.14,46
ALB,25,NORMA_334f7e21,3.35,4.65,4.0,48
ALB,30,NORMA_334f7e21,3.3,4.78,4.04,44
ALB,35,NORMA_334f7e21,3.33,4.74,4.04,67
ALB,40,NORMA_334f7e21,3.4,4.69,4.05,95
ALB,45,NORMA_334f7e21,3.41,4.72,4.06,84
ALB,50,NORMA_334f7e21,3.35,4.61,3.98,152
ALB,55,NORMA_334f7e21,3.35,4.55,3.95,234
ALB,60,NORMA_334f7e21,3.33,4.52,3.92,278
ALB,65,NORMA_334f7e21,3.32,4.58,3.95,262
ALB,70,NORMA_334f7e21,3.33,4.56,3.95,299
ALB,75,NORMA_334f7e21,3.27,4.48,3.88,232
ALB,80,NORMA_334f7e21,3.25,4.42,3.84,113
ALB,85,NORMA_334f7e21,3.21,4.51,3.86,40
ALB,90,NORMA_334f7e21,3.25,4.84,4.04,6
ALB,20,NORMA_q_age,3.37,4.76,4.07,46
ALB,25,NORMA_q_age,3.31,4.57,3.94,48
ALB,30,NORMA_q_age,3.28,4.68,3.98,44
ALB,35,NORMA_q_age,3.32,4.67,3.99,67
ALB,40,NORMA_q_age,3.36,4.65,4.0,95
ALB,45,NORMA_q_age,3.38,4.69,4.04,84
ALB,50,NORMA_q_age,3.32,4.62,3.97,152
ALB,55,NORMA_q_age,3.34,4.54,3.94,234
ALB,60,NORMA_q_age,3.3,4.51,3.9,278
ALB,65,NORMA_q_age,3.29,4.58,3.94,262
ALB,70,NORMA_q_age,3.3,4.51,3.91,299
ALB,75,NORMA_q_age,3.23,4.44,3.84,232
ALB,80,NORMA_q_age,3.2,4.45,3.82,113
ALB,85,NORMA_q_age,3.16,4.52,3.84,40
ALB,90,NORMA_q_age,3.14,4.76,3.95,6
ALB,20,NORMA_q_age_set_co,3.53,4.77,4.15,46
ALB,25,NORMA_q_age_set_co,3.43,4.54,3.98,48
ALB,30,NORMA_q_age_set_co,3.43,4.65,4.04,44
ALB,35,NORMA_q_age_set_co,3.5,4.75,4.13,67
ALB,40,NORMA_q_age_set_co,3.5,4.53,4.01,95
ALB,45,NORMA_q_age_set_co,3.52,4.59,4.05,84
ALB,50,NORMA_q_age_set_co,3.46,4.56,4.01,152
ALB,55,NORMA_q_age_set_co,3.46,4.48,3.97,234
ALB,60,NORMA_q_age_set_co,3.42,4.42,3.92,278
ALB,65,NORMA_q_age_set_co,3.42,4.46,3.94,262
ALB,70,NORMA_q_age_set_co,3.44,4.46,3.95,299
ALB,75,NORMA_q_age_set_co,3.37,4.38,3.88,232
ALB,80,NORMA_q_age_set_co,3.36,4.32,3.84,113
ALB,85,NORMA_q_age_set_co,3.3,4.35,3.83,40
ALB,90,NORMA_q_age_set_co,3.28,4.33,3.8,6
ALP,20,NORMA,43.43,100.59,72.01,40
ALP,25,NORMA,39.35,85.86,62.61,37
ALP,30,NORMA,43.48,85.41,64.45,44
ALP,35,NORMA,43.53,84.16,63.85,70
ALP,40,NORMA,44.77,90.81,67.79,85
ALP,45,NORMA,45.64,88.47,67.05,104
ALP,50,NORMA,47.55,91.32,69.44,157
ALP,55,NORMA,48.39,97.75,73.07,228
ALP,60,NORMA,50.41,98.35,74.38,270
ALP,65,NORMA,48.62,96.09,72.35,294
ALP,70,NORMA,46.52,94.76,70.64,270
ALP,75,NORMA,48.14,95.78,71.96,262
ALP,80,NORMA,46.87,88.64,67.75,108
ALP,85,NORMA,43.35,97.72,70.54,29
ALP,20,NORMA_334f7e21,44.21,102.2,73.2,40
ALP,25,NORMA_334f7e21,39.78,88.5,64.14,37
ALP,30,NORMA_334f7e21,43.94,87.59,65.76,44
ALP,35,NORMA_334f7e21,42.65,87.14,64.9,70
ALP,40,NORMA_334f7e21,44.81,91.26,68.03,85
ALP,45,NORMA_334f7e21,44.54,90.47,67.5,104
ALP,50,NORMA_334f7e21,46.84,93.39,70.12,157
ALP,55,NORMA_334f7e21,47.62,99.39,73.5,228
ALP,60,NORMA_334f7e21,49.14,100.89,75.02,270
ALP,65,NORMA_334f7e21,47.7,98.99,73.35,294
ALP,70,NORMA_334f7e21,46.18,95.25,70.71,270
ALP,75,NORMA_334f7e21,47.73,96.93,72.33,262
ALP,80,NORMA_334f7e21,45.1,92.48,68.79,108
ALP,85,NORMA_334f7e21,43.45,99.34,71.4,29
ALP,20,NORMA_q_age,46.04,99.71,72.87,40
ALP,25,NORMA_q_age,42.17,85.08,63.62,37
ALP,30,NORMA_q_age,45.08,86.47,65.77,44
ALP,35,NORMA_q_age,43.86,85.85,64.85,70
ALP,40,NORMA_q_age,45.57,90.47,68.02,85
ALP,45,NORMA_q_age,45.31,89.62,67.47,104
ALP,50,NORMA_q_age,47.56,92.95,70.25,157
ALP,55,NORMA_q_age,48.97,97.75,73.36,228
ALP,60,NORMA_q_age,49.97,99.91,74.94,270
ALP,65,NORMA_q_age,48.29,98.24,73.27,294
ALP,70,NORMA_q_age,47.51,94.31,70.91,270
ALP,75,NORMA_q_age,48.92,95.97,72.45,262
ALP,80,NORMA_q_age,46.54,91.53,69.04,108
ALP,85,NORMA_q_age,44.65,99.24,71.94,29
ALP,20,NORMA_q_age_set_co,48.52,96.9,72.71,40
ALP,25,NORMA_q_age_set_co,42.61,86.07,64.34,37
ALP,30,NORMA_q_age_set_co,44.02,87.81,65.91,44
ALP,35,NORMA_q_age_set_co,45.22,89.47,67.35,70
ALP,40,NORMA_q_age_set_co,47.69,90.73,69.21,85
ALP,45,NORMA_q_age_set_co,47.99,90.29,69.14,104
ALP,50,NORMA_q_age_set_co,49.33,94.14,71.73,157
ALP,55,NORMA_q_age_set_co,50.45,99.96,75.21,228
ALP,60,NORMA_q_age_set_co,51.67,101.05,76.36,270
ALP,65,NORMA_q_age_set_co,50.81,98.63,74.72,294
ALP,70,NORMA_q_age_set_co,48.98,95.21,72.1,270
ALP,75,NORMA_q_age_set_co,50.94,97.82,74.38,262
ALP,80,NORMA_q_age_set_co,48.91,93.0,70.96,108
ALP,85,NORMA_q_age_set_co,49.46,101.64,75.55,29
ALT,20,NORMA,12.44,34.67,23.55,48
ALT,25,NORMA,12.49,30.85,21.67,43
ALT,30,NORMA,10.41,30.85,20.63,51
ALT,35,NORMA,11.55,34.29,22.92,60
ALT,40,NORMA,10.24,30.03,20.13,82
ALT,45,NORMA,10.38,31.53,20.96,96
ALT,50,NORMA,10.14,32.91,21.53,163
ALT,55,NORMA,10.74,32.4,21.57,212
ALT,60,NORMA,11.35,32.46,21.91,252
ALT,65,NORMA,11.13,32.26,21.7,289
ALT,70,NORMA,10.68,30.47,20.57,289
ALT,75,NORMA,10.95,30.56,20.75,247
ALT,80,NORMA,10.13,30.25,20.19,130
ALT,85,NORMA,11.68,27.91,19.79,30
ALT,90,NORMA,8.86,26.49,17.68,8
ALT,20,NORMA_334f7e21,12.92,36.16,24.54,48
ALT,25,NORMA_334f7e21,13.55,31.95,22.75,43
ALT,30,NORMA_334f7e21,10.33,31.51,20.92,51
ALT,35,NORMA_334f7e21,12.26,34.67,23.46,60
ALT,40,NORMA_334f7e21,10.45,31.27,20.86,82
ALT,45,NORMA_334f7e21,10.84,33.08,21.96,96
ALT,50,NORMA_334f7e21,10.53,33.48,22.0,163
ALT,55,NORMA_334f7e21,10.97,32.28,21.63,212
ALT,60,NORMA_334f7e21,11.38,32.59,21.99,252
ALT,65,NORMA_334f7e21,11.1,32.49,21.79,289
ALT,70,NORMA_334f7e21,10.78,31.24,21.01,289
ALT,75,NORMA_334f7e21,10.98,31.24,21.11,247
ALT,80,NORMA_334f7e21,10.06,30.91,20.49,130
ALT,85,NORMA_334f7e21,11.64,28.61,20.13,30
ALT,90,NORMA_334f7e21,8.69,27.09,17.89,8
ALT,20,NORMA_q_age,12.97,35.67,24.32,48
ALT,25,NORMA_q_age,13.68,31.32,22.5,43
ALT,30,NORMA_q_age,10.33,31.2,20.76,51
ALT,35,NORMA_q_age,12.42,34.92,23.67,60
ALT,40,NORMA_q_age,10.52,29.51,20.02,82
ALT,45,NORMA_q_age,11.07,32.42,21.74,96
ALT,50,NORMA_q_age,10.79,32.99,21.89,163
ALT,55,NORMA_q_age,11.16,32.01,21.59,212
ALT,60,NORMA_q_age,11.37,32.78,22.07,252
ALT,65,NORMA_q_age,11.23,32.68,21.95,289
ALT,70,NORMA_q_age,11.22,30.77,20.99,289
ALT,75,NORMA_q_age,11.59,30.72,21.15,247
ALT,80,NORMA_q_age,10.37,30.73,20.55,130
ALT,85,NORMA_q_age,12.24,28.86,20.55,30
ALT,90,NORMA_q_age,8.78,29.05,18.92,8
ALT,20,NORMA_q_age_set_co,14.37,34.69,24.53,48
ALT,25,NORMA_q_age_set_co,14.51,31.36,22.93,43
ALT,30,NORMA_q_age_set_co,11.07,32.26,21.67,51
ALT,35,NORMA_q_age_set_co,13.23,36.1,24.66,60
ALT,40,NORMA_q_age_set_co,11.32,30.69,21.01,82
ALT,45,NORMA_q_age_set_co,12.15,33.84,23.0,96
ALT,50,NORMA_q_age_set_co,11.84,33.85,22.85,163
ALT,55,NORMA_q_age_set_co,12.35,32.85,22.6,212
ALT,60,NORMA_q_age_set_co,12.12,33.4,22.76,252
ALT,65,NORMA_q_age_set_co,11.83,33.27,22.55,289
ALT,70,NORMA_q_age_set_co,11.69,31.69,21.69,289
ALT,75,NORMA_q_age_set_co,11.93,31.35,21.64,247
ALT,80,NORMA_q_age_set_co,11.07,31.27,21.17,130
ALT,85,NORMA_q_age_set_co,12.65,29.1,20.87,30
ALT,90,NORMA_q_age_set_co,10.12,29.86,19.99,8
AST,20,NORMA,9.36,31.59,20.47,47
AST,25,NORMA,9.75,32.15,20.95,40
AST,30,NORMA,9.74,33.22,21.48,40
AST,35,NORMA,10.68,31.77,21.23,68
AST,40,NORMA,11.1,33.1,22.1,82
AST,45,NORMA,11.7,33.34,22.52,119
AST,50,NORMA,10.64,34.83,22.73,155
AST,55,NORMA,11.77,36.52,24.15,215
AST,60,NORMA,12.2,36.38,24.29,271
AST,65,NORMA,12.37,36.14,24.25,283
AST,70,NORMA,11.92,34.08,23.0,285
AST,75,NORMA,11.96,34.68,23.32,228
AST,80,NORMA,12.64,36.36,24.5,113
AST,85,NORMA,13.08,36.04,24.56,44
AST,90,NORMA,10.95,33.75,22.35,10
AST,20,NORMA_334f7e21,10.1,32.67,21.39,47
AST,25,NORMA_334f7e21,9.96,33.11,21.53,40
AST,30,NORMA_334f7e21,9.65,33.76,21.71,40
AST,35,NORMA_334f7e21,10.45,32.2,21.33,68
AST,40,NORMA_334f7e21,10.91,34.42,22.66,82
AST,45,NORMA_334f7e21,11.57,34.66,23.11,119
AST,50,NORMA_334f7e21,10.94,35.51,23.22,155
AST,55,NORMA_334f7e21,11.86,37.04,24.45,215
AST,60,NORMA_334f7e21,12.38,36.96,24.67,271
AST,65,NORMA_334f7e21,12.56,36.81,24.69,283
AST,70,NORMA_334f7e21,12.32,34.53,23.43,285
AST,75,NORMA_334f7e21,12.08,35.1,23.59,228
AST,80,NORMA_334f7e21,12.44,36.93,24.68,113
AST,85,NORMA_334f7e21,13.23,36.49,24.86,44
AST,90,NORMA_334f7e21,11.04,34.95,23.0,10
AST,20,NORMA_q_age,10.61,32.25,21.43,47
AST,25,NORMA_q_age,10.61,32.44,21.52,40
AST,30,NORMA_q_age,10.38,32.83,21.61,40
AST,35,NORMA_q_age,11.36,31.25,21.31,68
AST,40,NORMA_q_age,11.58,33.43,22.5,82
AST,45,NORMA_q_age,11.84,33.85,22.85,119
AST,50,NORMA_q_age,11.25,34.69,22.97,155
AST,55,NORMA_q_age,12.33,36.23,24.28,215
AST,60,NORMA_q_age,12.82,36.3,24.56,271
AST,65,NORMA_q_age,13.07,36.07,24.57,283
AST,70,NORMA_q_age,12.96,34.1,23.53,285
AST,75,NORMA_q_age,13.03,34.45,23.74,228
AST,80,NORMA_q_age,13.0,36.47,24.73,113
AST,85,NORMA_q_age,13.55,36.38,24.96,44
AST,90,NORMA_q_age,11.96,34.73,23.34,10
AST,20,NORMA_q_age_set_co,10.11,33.7,21.9,47
AST,25,NORMA_q_age_set_co,10.47,33.88,22.17,40
AST,30,NORMA_q_age_set_co,9.78,35.65,22.72,40
AST,35,NORMA_q_age_set_co,10.62,34.11,22.37,68
AST,40,NORMA_q_age_set_co,11.88,35.0,23.44,82
AST,45,NORMA_q_age_set_co,12.41,35.16,23.78,119
AST,50,NORMA_q_age_set_co,11.86,35.98,23.92,155
AST,55,NORMA_q_age_set_co,12.88,37.51,25.2,215
AST,60,NORMA_q_age_set_co,13.07,37.13,25.1,271
AST,65,NORMA_q_age_set_co,12.87,36.95,24.91,283
AST,70,NORMA_q_age_set_co,12.67,35.04,23.86,285
AST,75,NORMA_q_age_set_co,12.75,35.37,24.06,228
AST,80,NORMA_q_age_set_co,13.3,37.72,25.51,113
AST,85,NORMA_q_age_set_co,13.68,38.04,25.86,44
AST,90,NORMA_q_age_set_co,11.55,37.55,24.55,10
BUN,20,NORMA,7.37,17.9,12.64,46
BUN,25,NORMA,7.4,15.75,11.58,37
BUN,30,NORMA,6.93,18.09,12.51,51
BUN,35,NORMA,7.51,17.25,12.38,66
BUN,40,NORMA,7.8,18.24,13.02,89
BUN,45,NORMA,7.1,17.85,12.47,87
BUN,50,NORMA,7.41,18.56,12.98,161
BUN,55,NORMA,8.09,19.31,13.7,199
BUN,60,NORMA,7.45,19.7,13.58,270
BUN,65,NORMA,7.99,19.76,13.87,284
BUN,70,NORMA,7.78,20.08,13.93,289
BUN,75,NORMA,7.9,20.23,14.06,243
BUN,80,NORMA,8.68,19.92,14.3,135
BUN,85,NORMA,7.62,19.12,13.37,37
BUN,90,NORMA,8.08,17.26,12.67,6
BUN,20,NORMA_334f7e21,7.75,17.64,12.7,46
BUN,25,NORMA_334f7e21,7.75,15.69,11.72,37
BUN,30,NORMA_334f7e21,7.06,17.43,12.25,51
BUN,35,NORMA_334f7e21,7.79,16.7,12.25,66
BUN,40,NORMA_334f7e21,8.04,18.07,13.06,89
BUN,45,NORMA_334f7e21,7.64,17.81,12.72,87
BUN,50,NORMA_334f7e21,7.7,18.26,12.98,161
BUN,55,NORMA_334f7e21,8.49,19.06,13.77,199
BUN,60,NORMA_334f7e21,7.82,19.13,13.48,270
BUN,65,NORMA_334f7e21,8.39,19.36,13.87,284
BUN,70,NORMA_334f7e21,8.2,19.61,13.9,289
BUN,75,NORMA_334f7e21,8.67,19.85,14.26,243
BUN,80,NORMA_334f7e21,9.2,19.7,14.45,135
BUN,85,NORMA_334f7e21,7.7,19.08,13.39,37
BUN,90,NORMA_334f7e21,8.06,17.27,12.66,6
BUN,20,NORMA_q_age,7.95,17.67,12.81,46
BUN,25,NORMA_q_age,8.01,15.76,11.89,37
BUN,30,NORMA_q_age,7.12,17.35,12.24,51
BUN,35,NORMA_q_age,7.79,16.68,12.24,66
BUN,40,NORMA_q_age,8.17,18.03,13.1,89
BUN,45,NORMA_q_age,7.5,17.75,12.62,87
BUN,50,NORMA_q_age,7.6,18.19,12.9,161
BUN,55,NORMA_q_age,8.47,19.03,13.75,199
BUN,60,NORMA_q_age,7.69,19.08,13.38,270
BUN,65,NORMA_q_age,8.27,19.24,13.75,284
BUN,70,NORMA_q_age,8.22,19.54,13.88,289
BUN,75,NORMA_q_age,8.72,19.9,14.31,243
BUN,80,NORMA_q_age,9.15,19.72,14.43,135
BUN,85,NORMA_q_age,7.59,19.07,13.33,37
BUN,90,NORMA_q_age,7.63,17.67,12.65,6
BUN,20,NORMA_q_age_set_co,7.88,17.81,12.84,46
BUN,25,NORMA_q_age_set_co,8.07,15.82,11.95,37
BUN,30,NORMA_q_age_set_co,7.42,18.13,12.77,51
BUN,35,NORMA_q_age_set_co,8.07,17.54,12.8,66
BUN,40,NORMA_q_age_set_co,8.73,18.22,13.47,89
BUN,45,NORMA_q_age_set_co,8.08,17.95,13.01,87
BUN,50,NORMA_q_age_set_co,8.12,18.66,13.39,161
BUN,55,NORMA_q_age_set_co,8.76,19.65,14.21,199
BUN,60,NORMA_q_age_set_co,8.01,19.51,13.76,270
BUN,65,NORMA_q_age_set_co,8.65,19.75,14.2,284
BUN,70,NORMA_q_age_set_co,8.69,20.28,14.48,289
BUN,75,NORMA_q_age_set_co,9.1,20.56,14.83,243
BUN,80,NORMA_q_age_set_co,9.52,20.39,14.95,135
BUN,85,NORMA_q_age_set_co,8.26,19.56,13.91,37
BUN,90,NORMA_q_age_set_co,8.7,18.55,13.63,6
CA,20,NORMA,8.53,9.95,9.24,35
CA,25,NORMA,8.48,9.94,9.21,43
CA,30,NORMA,8.53,10.14,9.33,55
CA,35,NORMA,8.46,10.06,9.26,64
CA,40,NORMA,8.47,9.91,9.19,97
CA,45,NORMA,8.51,9.93,9.22,110
CA,50,NORMA,8.51,9.91,9.21,153
CA,55,NORMA,8.49,9.84,9.16,227
CA,60,NORMA,8.49,9.81,9.15,261
CA,65,NORMA,8.47,9.81,9.14,294
CA,70,NORMA,8.45,9.77,9.11,264
CA,75,NORMA,8.43,9.77,9.1,248
CA,80,NORMA,8.43,9.79,9.11,110
CA,85,NORMA,8.39,9.79,9.09,34
CA,90,NORMA,8.27,10.35,9.31,5
CA,20,NORMA_334f7e21,8.53,10.05,9.29,35
CA,25,NORMA_334f7e21,8.49,10.03,9.26,43
CA,30,NORMA_334f7e21,8.54,10.21,9.37,55
CA,35,NORMA_334f7e21,8.49,10.11,9.3,64
CA,40,NORMA_334f7e21,8.5,10.0,9.25,97
CA,45,NORMA_334f7e21,8.54,10.06,9.3,110
CA,50,NORMA_334f7e21,8.54,9.95,9.25,153
CA,55,NORMA_334f7e21,8.52,9.93,9.22,227
CA,60,NORMA_334f7e21,8.5,9.88,9.19,261
CA,65,NORMA_334f7e21,8.49,9.89,9.19,294
CA,70,NORMA_334f7e21,8.49,9.85,9.17,264
CA,75,NORMA_334f7e21,8.47,9.84,9.16,248
CA,80,NORMA_334f7e21,8.47,9.85,9.16,110
CA,85,NORMA_334f7e21,8.46,9.88,9.17,34
CA,90,NORMA_334f7e21,8.36,10.39,9.38,5
CA,20,NORMA_q_age,8.49,9.92,9.21,35
CA,25,NORMA_q_age,8.45,9.97,9.21,43
CA,30,NORMA_q_age,8.51,10.16,9.33,55
CA,35,NORMA_q_age,8.45,10.08,9.27,64
CA,40,NORMA_q_age,8.46,10.01,9.24,97
CA,45,NORMA_q_age,8.49,10.05,9.27,110
CA,50,NORMA_q_age,8.5,9.98,9.24,153
CA,55,NORMA_q_age,8.48,9.93,9.2,227
CA,60,NORMA_q_age,8.47,9.89,9.18,261
CA,65,NORMA_q_age,8.45,9.89,9.17,294
CA,70,NORMA_q_age,8.45,9.83,9.14,264
CA,75,NORMA_q_age,8.41,9.84,9.13,248
CA,80,NORMA_q_age,8.41,9.9,9.16,110
CA,85,NORMA_q_age,8.41,9.98,9.2,34
CA,90,NORMA_q_age,8.32,10.81,9.56,5
CA,20,NORMA_q_age_set_co,8.65,9.92,9.28,35
CA,25,NORMA_q_age_set_co,8.58,9.87,9.22,43
CA,30,NORMA_q_age_set_co,8.68,10.11,9.39,55
CA,35,NORMA_q_age_set_co,8.61,10.06,9.33,64
CA,40,NORMA_q_age_set_co,8.55,9.81,9.18,97
CA,45,NORMA_q_age_set_co,8.58,9.8,9.19,110
CA,50,NORMA_q_age_set_co,8.6,9.84,9.22,153
CA,55,NORMA_q_age_set_co,8.58,9.76,9.17,227
CA,60,NORMA_q_age_set_co,8.57,9.71,9.14,261
CA,65,NORMA_q_age_set_co,8.56,9.73,9.14,294
CA,70,NORMA_q_age_set_co,8.55,9.73,9.14,264
CA,75,NORMA_q_age_set_co,8.53,9.72,9.13,248
CA,80,NORMA_q_age_set_co,8.53,9.73,9.13,110
CA,85,NORMA_q_age_set_co,8.5,9.69,9.09,34
CA,90,NORMA_q_age_set_co,8.38,10.11,9.24,5
CL,20,NORMA,97.28,105.64,101.46,35
CL,25,NORMA,97.02,105.6,101.31,49
CL,30,NORMA,97.79,105.81,101.8,41
CL,35,NORMA,97.48,105.8,101.64,75
CL,40,NORMA,97.13,105.65,101.39,77
CL,45,NORMA,97.28,105.95,101.61,96
CL,50,NORMA,97.48,106.02,101.75,141
CL,55,NORMA,97.45,105.93,101.69,199
CL,60,NORMA,97.3,105.87,101.59,283
CL,65,NORMA,97.29,105.74,101.51,288
CL,70,NORMA,97.29,105.73,101.51,329
CL,75,NORMA,97.4,105.6,101.5,221
CL,80,NORMA,97.47,105.97,101.72,120
CL,85,NORMA,98.13,105.75,101.94,41
CL,90,NORMA,98.99,106.69,102.84,5
CL,20,NORMA_334f7e21,97.49,105.85,101.67,35
CL,25,NORMA_334f7e21,97.48,105.75,101.62,49
CL,30,NORMA_334f7e21,98.28,105.67,101.97,41
CL,35,NORMA_334f7e21,97.97,105.62,101.8,75
CL,40,NORMA_334f7e21,97.5,105.64,101.57,77
CL,45,NORMA_334f7e21,97.77,105.8,101.78,96
CL,50,NORMA_334f7e21,97.96,105.84,101.9,141
CL,55,NORMA_334f7e21,97.9,105.69,101.79,199
CL,60,NORMA_334f7e21,97.67,105.67,101.67,283
CL,65,NORMA_334f7e21,97.63,105.56,101.6,288
CL,70,NORMA_334f7e21,97.72,105.59,101.65,329
CL,75,NORMA_334f7e21,97.84,105.44,101.64,221
CL,80,NORMA_334f7e21,97.74,105.78,101.76,120
CL,85,NORMA_334f7e21,98.52,105.67,102.1,41
CL,90,NORMA_334f7e21,98.92,106.71,102.81,5
CL,20,NORMA_q_age,97.6,105.78,101.69,35
CL,25,NORMA_q_age,97.57,105.76,101.66,49
CL,30,NORMA_q_age,98.3,105.72,102.01,41
CL,35,NORMA_q_age,98.14,105.66,101.9,75
CL,40,NORMA_q_age,97.57,105.78,101.67,77
CL,45,NORMA_q_age,97.75,105.97,101.86,96
