subset,analyte,n,n_patients,PopRI_pct,PopRI_valid,PopRI_abn,PopRI_pct_lo,PopRI_pct_hi,PerRI_pct,PerRI_valid,PerRI_abn,PerRI_pct_lo,PerRI_pct_hi,PerRI_reclass_pct,PerRI_reclass_valid,PerRI_reclass_abn,PerRI_reclass_pct_lo,PerRI_reclass_pct_hi,Cohen_m2_pct,Cohen_m2_valid,Cohen_m2_abn,Cohen_m2_pct_lo,Cohen_m2_pct_hi,Cohen_m2_reclass_pct,Cohen_m2_reclass_valid,Cohen_m2_reclass_abn,Cohen_m2_reclass_pct_lo,Cohen_m2_reclass_pct_hi,Cohen_m3_pct,Cohen_m3_valid,Cohen_m3_abn,Cohen_m3_pct_lo,Cohen_m3_pct_hi,Cohen_m3_reclass_pct,Cohen_m3_reclass_valid,Cohen_m3_reclass_abn,Cohen_m3_reclass_pct_lo,Cohen_m3_reclass_pct_hi,Cohen_m4_pct,Cohen_m4_valid,Cohen_m4_abn,Cohen_m4_pct_lo,Cohen_m4_pct_hi,Cohen_m4_reclass_pct,Cohen_m4_reclass_valid,Cohen_m4_reclass_abn,Cohen_m4_reclass_pct_lo,Cohen_m4_reclass_pct_hi,Gaussian_mle_pct,Gaussian_mle_valid,Gaussian_mle_abn,Gaussian_mle_pct_lo,Gaussian_mle_pct_hi,Gaussian_mle_reclass_pct,Gaussian_mle_reclass_valid,Gaussian_mle_reclass_abn,Gaussian_mle_reclass_pct_lo,Gaussian_mle_reclass_pct_hi,Gaussian_trunc_pct,Gaussian_trunc_valid,Gaussian_trunc_abn,Gaussian_trunc_pct_lo,Gaussian_trunc_pct_hi,Gaussian_trunc_reclass_pct,Gaussian_trunc_reclass_valid,Gaussian_trunc_reclass_abn,Gaussian_trunc_reclass_pct_lo,Gaussian_trunc_reclass_pct_hi,Gaussian_eb_pct,Gaussian_eb_valid,Gaussian_eb_abn,Gaussian_eb_pct_lo,Gaussian_eb_pct_hi,Gaussian_eb_reclass_pct,Gaussian_eb_reclass_valid,Gaussian_eb_reclass_abn,Gaussian_eb_reclass_pct_lo,Gaussian_eb_reclass_pct_hi,NORMA_q_age_set_pct,NORMA_q_age_set_valid,NORMA_q_age_set_abn,NORMA_q_age_set_pct_lo,NORMA_q_age_set_pct_hi,NORMA_q_age_set_reclass_pct,NORMA_q_age_set_reclass_valid,NORMA_q_age_set_reclass_abn,NORMA_q_age_set_reclass_pct_lo,NORMA_q_age_set_reclass_pct_hi,NORMA_334f7e21_pct,NORMA_334f7e21_valid,NORMA_334f7e21_abn,NORMA_334f7e21_pct_lo,NORMA_334f7e21_pct_hi,NORMA_334f7e21_reclass_pct,NORMA_334f7e21_reclass_valid,NORMA_334f7e21_reclass_abn,NORMA_334f7e21_reclass_pct_lo,NORMA_334f7e21_reclass_pct_hi,NORMA_q_age_pct,NORMA_q_age_valid,NORMA_q_age_abn,NORMA_q_age_pct_lo,NORMA_q_age_pct_hi,NORMA_q_age_reclass_pct,NORMA_q_age_reclass_valid,NORMA_q_age_reclass_abn,NORMA_q_age_reclass_pct_lo,NORMA_q_age_reclass_pct_hi,NORMA_q_age_set_co_pct,NORMA_q_age_set_co_valid,NORMA_q_age_set_co_abn,NORMA_q_age_set_co_pct_lo,NORMA_q_age_set_co_pct_hi,NORMA_q_age_set_co_reclass_pct,NORMA_q_age_set_co_reclass_valid,NORMA_q_age_set_co_reclass_abn,NORMA_q_age_set_co_reclass_pct_lo,NORMA_q_age_set_co_reclass_pct_hi,n_popri_normal,PopRI_per_1000,PerRI_per_1000,Cohen_m2_per_1000,Cohen_m3_per_1000,Cohen_m4_per_1000,Gaussian_mle_per_1000,Gaussian_trunc_per_1000,Gaussian_eb_per_1000,NORMA_q_age_set_per_1000,NORMA_334f7e21_per_1000,NORMA_q_age_per_1000,NORMA_q_age_set_co_per_1000,PopRI_pct_median,PopRI_pct_q25,PopRI_pct_q75,PerRI_pct_median,PerRI_pct_q25,PerRI_pct_q75,PerRI_reclass_pct_median,PerRI_reclass_pct_q25,PerRI_reclass_pct_q75,Cohen_m2_pct_median,Cohen_m2_pct_q25,Cohen_m2_pct_q75,Cohen_m2_reclass_pct_median,Cohen_m2_reclass_pct_q25,Cohen_m2_reclass_pct_q75,Cohen_m3_pct_median,Cohen_m3_pct_q25,Cohen_m3_pct_q75,Cohen_m3_reclass_pct_median,Cohen_m3_reclass_pct_q25,Cohen_m3_reclass_pct_q75,Cohen_m4_pct_median,Cohen_m4_pct_q25,Cohen_m4_pct_q75,Cohen_m4_reclass_pct_median,Cohen_m4_reclass_pct_q25,Cohen_m4_reclass_pct_q75,Gaussian_mle_pct_median,Gaussian_mle_pct_q25,Gaussian_mle_pct_q75,Gaussian_mle_reclass_pct_median,Gaussian_mle_reclass_pct_q25,Gaussian_mle_reclass_pct_q75,Gaussian_trunc_pct_median,Gaussian_trunc_pct_q25,Gaussian_trunc_pct_q75,Gaussian_trunc_reclass_pct_median,Gaussian_trunc_reclass_pct_q25,Gaussian_trunc_reclass_pct_q75,Gaussian_eb_pct_median,Gaussian_eb_pct_q25,Gaussian_eb_pct_q75,Gaussian_eb_reclass_pct_median,Gaussian_eb_reclass_pct_q25,Gaussian_eb_reclass_pct_q75,NORMA_q_age_set_pct_median,NORMA_q_age_set_pct_q25,NORMA_q_age_set_pct_q75,NORMA_q_age_set_reclass_pct_median,NORMA_q_age_set_reclass_pct_q25,NORMA_q_age_set_reclass_pct_q75,NORMA_334f7e21_pct_median,NORMA_334f7e21_pct_q25,NORMA_334f7e21_pct_q75,NORMA_334f7e21_reclass_pct_median,NORMA_334f7e21_reclass_pct_q25,NORMA_334f7e21_reclass_pct_q75,NORMA_q_age_pct_median,NORMA_q_age_pct_q25,NORMA_q_age_pct_q75,NORMA_q_age_reclass_pct_median,NORMA_q_age_reclass_pct_q25,NORMA_q_age_reclass_pct_q75,NORMA_q_age_set_co_pct_median,NORMA_q_age_set_co_pct_q25,NORMA_q_age_set_co_pct_q75,NORMA_q_age_set_co_reclass_pct_median,NORMA_q_age_set_co_reclass_pct_q25,NORMA_q_age_set_co_reclass_pct_q75
per_normal,MCV,187678,44329,4.78,187678,8969,4.58,4.99,37.23,187678,69870,36.77,37.59,34.08,178709,60901,33.61,34.43,5.84,187678,10953,5.63,6.05,1.11,178709.0,1984.0,1.02,1.22,6.59,187678,12372,6.37,6.82,1.9,178709.0,3403.0,1.76,2.04,5.42,187678,10180,5.23,5.65,0.68,178709.0,1211.0,0.6,0.75,19.93,187678,37411,19.62,20.26,15.92,178709,28442,15.59,16.15,23.03,187678,43223,22.68,23.39,19.17,178709,34254,18.81,19.49,13.23,187678,24823,12.92,13.48,8.87,178709,15854,8.64,9.06,11.48,187678,21544,11.22,11.76,7.04,178709,12575,6.81,7.22,12.1,187678,22713,11.82,12.37,7.69,178709,13744,7.49,7.92,12.88,187678,24179,12.62,13.16,8.51,178709,15210,8.29,8.74,17.36,187678,32576,17.07,17.68,13.21,178709,23607,12.97,13.46,178709,48.0,372.0,58.0,66.0,54.0,199.0,230.0,132.0,115.0,121.0,129.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,MPV,144611,34877,4.39,144611,6347,4.21,4.61,32.01,144611,46296,31.64,32.37,28.89,138264,39949,28.49,29.28,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,,,,,21.71,144611,31388,21.41,22.07,18.11,138264,25041,17.83,18.45,24.89,144611,35999,24.58,25.29,21.45,138264,29652,21.14,21.81,16.38,144611,23694,16.11,16.71,12.55,138264,17347,12.28,12.83,36.05,144611,52127,35.66,36.49,33.11,138264,45780,32.74,33.57,42.24,144611,61090,41.8,42.67,39.59,138264,54743,39.18,40.02,53.68,144611,77633,53.29,54.12,51.56,138264,71286,51.14,51.97,66.52,144611,96197,66.13,66.88,64.98,138264,89850,64.59,65.36,138264,44.0,320.0,0.0,0.0,0.0,217.0,249.0,164.0,360.0,422.0,537.0,665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,NA,204385,43395,24.6,204385,50285,24.25,24.94,41.76,204385,85359,41.43,42.12,22.76,154100,35074,22.41,23.09,47.67,204385,97424,47.29,48.01,30.59,154100.0,47139.0,30.25,30.95,45.34,204385,92662,44.9,45.73,27.5,154100.0,42377.0,27.2,27.84,43.02,204385,87934,42.68,43.39,24.43,154100.0,37649.0,24.14,24.77,33.79,204385,69053,33.44,34.15,12.18,154100,18768,11.97,12.42,46.94,204385,95939,46.41,47.4,29.63,154100,45654,29.0,30.15,30.45,204385,62241,30.13,30.83,7.76,154100,11956,7.58,7.95,29.98,204385,61273,29.64,30.33,7.13,154100,10988,6.95,7.3,31.42,204385,64218,31.04,31.78,9.04,154100,13933,8.84,9.24,31.14,204385,63649,30.77,31.5,8.67,154100,13364,8.5,8.88,34.01,204385,69519,33.68,34.39,12.48,154100,19234,12.26,12.72,154100,246.0,418.0,477.0,453.0,430.0,338.0,469.0,305.0,300.0,314.0,311.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,PLT,142518,35002,12.22,142518,17417,11.9,12.57,52.36,142518,74620,51.91,52.76,45.73,125101,57203,45.28,46.21,32.88,142518,46867,32.46,33.29,23.54,125101.0,29450.0,23.16,23.89,26.89,142518,38329,26.48,27.27,16.72,125101.0,20912.0,16.41,17.03,24.38,142518,34752,23.98,24.79,13.86,125101.0,17335.0,13.52,14.13,34.51,142518,49179,34.08,34.95,25.39,125101,31762,25.05,25.77,40.89,142518,58281,40.4,41.36,32.66,125101,40864,32.18,33.16,30.78,142518,43872,30.39,31.16,21.15,125101,26455,20.87,21.5,28.78,142518,41014,28.41,29.15,18.86,125101,23597,18.57,19.19,28.53,142518,40655,28.1,28.9,18.58,125101,23238,18.25,18.89,28.01,142518,39925,27.62,28.39,17.99,125101,22508,17.67,18.3,34.36,142518,48973,33.98,34.73,25.22,125101,31556,24.86,25.57,125101,122.0,524.0,329.0,269.0,244.0,345.0,409.0,308.0,288.0,285.0,280.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,RBC,21015,6522,47.51,21015,9984,46.46,48.5,57.03,21015,11984,56.09,57.85,18.13,11031,2000,17.17,18.96,49.36,21015,10373,48.39,50.31,3.53,11031.0,389.0,3.09,3.94,49.19,21015,10338,48.16,50.12,3.21,11031.0,354.0,2.74,3.55,49.5,21015,10403,48.52,50.44,3.8,11031.0,419.0,3.37,4.26,54.85,21015,11527,53.85,55.87,13.99,11031,1543,13.07,14.76,63.77,21015,13402,62.7,64.73,30.99,11031,3418,29.66,32.5,52.72,21015,11079,51.77,53.67,9.93,11031,1095,9.2,10.58,50.76,21015,10668,49.71,51.79,6.2,11031,684,5.6,6.8,51.26,21015,10772,50.27,52.32,7.14,11031,788,6.5,7.79,51.8,21015,10885,50.88,52.77,8.17,11031,901,7.54,8.77,53.89,21015,11324,52.92,54.92,12.15,11031,1340,11.35,13.07,11031,475.0,570.0,494.0,492.0,495.0,549.0,638.0,527.0,508.0,513.0,518.0,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,RDW,63204,18483,24.84,63204,15700,24.19,25.55,45.64,63204,28846,45.1,46.39,27.67,47504,13146,27.13,28.37,26.54,63204,16774,25.92,27.32,2.26,47504.0,1074.0,2.06,2.51,41.15,63204,26008,40.53,41.84,21.7,47504.0,10308.0,21.05,22.32,41.42,63204,26180,40.71,42.15,22.06,47504.0,10480.0,21.32,22.83,39.74,63204,25120,39.19,40.51,19.83,47504,9420,19.33,20.5,43.27,63204,27349,42.73,44.02,24.52,47504,11649,23.95,25.29,32.33,63204,20435,31.83,33.24,9.97,47504,4735,9.59,10.47,30.89,63204,19524,30.31,31.67,8.05,47504,3824,7.73,8.41,31.79,63204,20092,31.24,32.56,9.25,47504,4392,8.94,9.62,31.54,63204,19935,31.0,32.34,8.92,47504,4235,8.59,9.3,36.49,63204,23060,35.91,37.23,15.49,47504,7360,15.08,15.97,47504,248.0,456.0,265.0,411.0,414.0,397.0,433.0,323.0,309.0,318.0,315.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,TBIL,33535,9425,14.92,33535,5004,14.37,15.5,29.2,33535,9792,28.47,29.99,16.78,28531,4788,16.11,17.43,24.76,33535,8302,24.02,25.53,11.56,28531.0,3298.0,10.98,12.28,24.59,33535,8247,23.85,25.25,11.37,28531.0,3243.0,10.73,11.99,33.98,33535,11394,33.23,34.9,22.4,28531.0,6390.0,21.71,23.32,26.02,33535,8726,25.36,26.69,13.05,28531,3722,12.38,13.55,51.54,33535,17284,50.5,52.59,43.04,28531,12280,41.75,44.19,23.58,33535,7908,22.9,24.28,10.18,28531,2904,9.65,10.67,21.56,33535,7229,20.93,22.22,7.8,28531,2225,7.32,8.22,22.65,33535,7597,21.98,23.37,9.09,28531,2593,8.62,9.59,23.21,33535,7785,22.52,23.89,9.75,28531,2781,9.22,10.18,25.07,33535,8408,24.48,25.81,11.93,28531,3404,11.39,12.47,28531,149.0,292.0,248.0,246.0,340.0,260.0,515.0,236.0,216.0,227.0,232.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,TC,35,13,28.57,35,10,13.15,48.28,74.29,35,26,50.0,87.25,64.0,25,16,31.74,80.81,42.86,35,15,24.14,58.35,20.0,25.0,5.0,0.0,37.85,42.86,35,15,23.81,65.57,20.0,25.0,5.0,5.87,40.75,51.43,35,18,30.3,65.74,32.0,25.0,8.0,5.0,53.57,51.43,35,18,28.9,76.69,32.0,25,8,10.71,62.54,60.0,35,21,32.51,87.95,44.0,25,11,18.49,81.83,31.43,35,11,13.95,51.62,4.0,25,1,0.0,12.03,42.86,35,15,19.98,66.69,20.0,25,5,0.0,45.88,42.86,35,15,18.6,66.69,20.0,25,5,0.0,42.87,42.86,35,15,18.6,66.69,20.0,25,5,0.0,42.87,45.71,35,16,23.67,66.69,24.0,25,6,8.0,42.94,25,286.0,743.0,429.0,429.0,514.0,514.0,600.0,314.0,429.0,429.0,429.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,TGL,524,185,20.99,524,110,16.82,25.72,52.1,524,273,46.17,57.51,39.37,414,163,33.23,45.62,32.44,524,170,27.01,38.6,14.49,414.0,60.0,10.14,19.15,52.48,524,275,47.96,58.38,39.86,414.0,165.0,34.54,45.8,49.43,524,259,44.17,55.21,35.99,414.0,149.0,29.97,42.54,33.02,524,173,28.52,38.4,15.22,414,63,11.14,19.25,38.36,524,201,32.96,44.27,21.98,414,91,16.9,26.91,26.72,524,140,21.3,31.83,7.25,414,30,4.47,10.14,33.02,524,173,28.13,38.51,15.22,414,63,10.31,19.64,30.73,524,161,25.82,36.11,12.32,414,51,7.71,16.6,31.11,524,163,26.03,36.45,12.8,414,53,8.63,17.1,36.45,524,191,31.0,42.03,19.57,414,81,14.47,25.0,414,210.0,521.0,324.0,525.0,494.0,330.0,384.0,267.0,330.0,307.0,311.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,TP,20222,5581,27.78,20222,5618,26.78,28.67,42.71,20222,8637,41.65,43.82,20.67,14604,3019,19.8,21.63,41.61,20222,8415,40.56,42.62,19.15,14604.0,2797.0,18.23,20.13,42.05,20222,8503,40.89,43.19,19.75,14604.0,2885.0,18.85,20.9,46.44,20222,9391,45.39,47.46,25.84,14604.0,3773.0,24.96,26.93,36.87,20222,7455,35.9,37.87,12.58,14604,1837,11.85,13.38,51.76,20222,10466,50.45,53.07,33.2,14604,4848,31.8,34.72,35.13,20222,7104,34.21,36.12,10.18,14604,1486,9.5,10.98,33.54,20222,6782,32.56,34.41,7.97,14604,1164,7.49,8.59,33.18,20222,6709,32.15,34.05,7.47,14604,1091,6.9,8.09,33.04,20222,6682,32.0,33.89,7.29,14604,1064,6.78,7.95,34.07,20222,6889,33.02,35.03,8.7,14604,1271,8.14,9.37,14604,278.0,427.0,416.0,420.0,464.0,369.0,518.0,351.0,335.0,332.0,330.0,341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,WBC,114697,28333,25.59,114697,29352,25.1,26.02,43.52,114697,49919,43.0,44.0,24.1,85345,20567,23.65,24.52,52.26,114697,59936,51.63,52.74,35.84,85345.0,30584.0,35.27,36.41,37.15,114697,42614,36.62,37.65,15.54,85345.0,13262.0,15.17,15.98,36.69,114697,42085,36.19,37.21,14.92,85345.0,12733.0,14.52,15.3,35.88,114697,41158,35.42,36.38,13.83,85345,11806,13.54,14.11,43.02,114697,49347,42.52,43.47,23.43,85345,19995,22.93,23.88,31.12,114697,35693,30.6,31.59,7.43,85345,6341,7.22,7.67,30.95,114697,35500,30.47,31.38,7.2,85345,6148,6.97,7.45,33.67,114697,38618,33.2,34.14,10.86,85345,9266,10.55,11.13,32.48,114697,37259,32.04,32.94,9.26,85345,7907,8.99,9.5,35.08,114697,40235,34.61,35.57,12.75,85345,10883,12.43,13.08,85345,256.0,435.0,523.0,372.0,367.0,359.0,430.0,311.0,310.0,337.0,325.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
per_normal,Overall,2304977,528806,25.17,2304977,523799,,,49.34,2304977,959509,,,30.34,1781178,435710,,,37.47,2160366,830645,,,16.15,1642914.0,313193.0,,,40.34,2160366,822602,,,19.96,1642914.0,305150.0,,,41.72,2160366,832033,,,21.69,1642914.0,314581.0,,,37.91,2304977,781700,,,16.36,1781178,257901,,,50.68,2304977,1023186,,,33.26,1781178,499387,,,32.09,2304977,678979,,,8.96,1781178,155180,,,32.9,2304977,700947,,,9.87,1781178,177148,,,34.59,2304977,730855,,,11.84,1781178,207056,,,35.64,2304977,743716,,,12.88,1781178,219917,,,38.36,2304977,828679,,,16.64,1781178,304880,,,1781178,252.0,493.0,362.0,389.0,403.0,379.0,507.0,321.0,329.0,346.0,356.0,384.0,24.6,14.81,32.25,46.02,37.73,54.7,24.46,17.53,34.08,39.57,29.15,51.02,18.06,3.65,23.02,42.45,26.32,54.08,18.24,8.13,29.0,43.41,34.46,53.21,21.32,12.34,26.41,35.88,30.28,49.53,13.99,12.19,17.36,49.34,40.7,63.77,30.99,24.52,34.54,30.78,24.3,35.53,8.9,6.91,10.85,30.95,26.94,42.27,7.62,6.4,12.43,32.14,28.09,43.91,9.19,7.47,11.5,32.48,28.01,47.37,8.88,7.94,11.62,35.53,31.99,49.36,12.75,11.45,15.62
