subset,analyte,method,outcome,exposure,encoding,n,n_events,level,HR,HR_lower,HR_upper,p_value,p_fdr
all,CRE,Gaussian_trunc,mortality,window_any,binary,46414,4077,abnormal,1.741,1.612,1.88,0.0,1.472093064010327e-44
all,CRE,Gaussian_trunc,mortality,window_any,z,46414,4077,z,1.12,1.107,1.133,0.0,3.720740548443553e-83
all,CRE,Gaussian_trunc,mortality,window_any,category,46414,4077,low,1.428,1.295,1.573,0.0,1.614064797342676e-12
all,CRE,Gaussian_trunc,mortality,window_any,category,46414,4077,high,1.88,1.736,2.035,0.0,1.23614293604202e-53
all,CRE,Gaussian_eb,mortality,window_any,binary,46912,4126,abnormal,1.936,1.804,2.077,0.0,3.123575342406593e-74
all,CRE,Gaussian_eb,mortality,window_any,z,46912,4126,z,1.164,1.15,1.178,0.0,1.901750512906927e-135
all,CRE,Gaussian_eb,mortality,window_any,category,46912,4126,low,1.338,1.223,1.463,0.0,4.512710584073215e-10
all,CRE,Gaussian_eb,mortality,window_any,category,46912,4126,high,2.366,2.197,2.548,0.0,1.4344809155414176e-113
all,CRE,NORMA_q_age_set,mortality,window_any,binary,46912,4126,abnormal,1.802,1.683,1.929,0.0,4.5143969158146233e-63
all,CRE,NORMA_q_age_set,mortality,window_any,z,46912,4126,z,1.287,1.265,1.31,0.0,4.8023214681110925e-178
all,CRE,NORMA_q_age_set,mortality,window_any,category,46912,4126,low,1.204,1.1,1.319,6e-05,9.919481263670992e-05
all,CRE,NORMA_q_age_set,mortality,window_any,category,46912,4126,high,2.198,2.045,2.361,0.0,3.3875837316309405e-101
all,CRE,NORMA_334f7e21,mortality,window_any,binary,46912,4126,abnormal,1.809,1.688,1.938,0.0,9.603668056392772e-63
all,CRE,NORMA_334f7e21,mortality,window_any,z,46912,4126,z,1.245,1.226,1.264,0.0,3.232420063181795e-166
all,CRE,NORMA_334f7e21,mortality,window_any,category,46912,4126,low,1.218,1.113,1.334,2e-05,3.453424260649848e-05
all,CRE,NORMA_334f7e21,mortality,window_any,category,46912,4126,high,2.203,2.049,2.369,0.0,3.9619208037621097e-100
all,CRE,NORMA_q_age,mortality,window_any,binary,46912,4126,abnormal,1.823,1.701,1.953,0.0,1.373606334243526e-64
all,CRE,NORMA_q_age,mortality,window_any,z,46912,4126,z,1.253,1.233,1.273,0.0,4.221524814043341e-165
all,CRE,NORMA_q_age,mortality,window_any,category,46912,4126,low,1.216,1.111,1.332,2e-05,4.01694298000302e-05
all,CRE,NORMA_q_age,mortality,window_any,category,46912,4126,high,2.232,2.076,2.399,0.0,8.051227652705222e-104
all,CRE,NORMA_q_age_set_co,mortality,window_any,binary,46912,4126,abnormal,1.839,1.713,1.974,0.0,6.56882510727547e-63
all,CRE,NORMA_q_age_set_co,mortality,window_any,z,46912,4126,z,1.215,1.197,1.234,0.0,5.731815233615886e-141
all,CRE,NORMA_q_age_set_co,mortality,window_any,category,46912,4126,low,1.305,1.194,1.426,0.0,9.17357297812286e-09
all,CRE,NORMA_q_age_set_co,mortality,window_any,category,46912,4126,high,2.237,2.076,2.411,0.0,4.951929699930558e-98
all,DBIL,PopRI,mortality,window_any,binary,1041,146,abnormal,1.575,1.071,2.316,0.02089,0.0235876899767291
all,DBIL,PopRI,mortality,window_any,z,1041,146,z,1.105,1.057,1.155,1e-05,1.2975424224900077e-05
all,DBIL,PopRI,mortality,window_any,category,1041,146,low,0.609,0.291,1.275,0.18831,0.2143820285216008
all,DBIL,PopRI,mortality,window_any,category,1041,146,high,1.822,1.234,2.688,0.00252,0.0036126343176352
all,DBIL,PerRI,mortality,window_any,binary,958,138,abnormal,1.496,1.018,2.197,0.04019,0.0450507148372294
all,DBIL,PerRI,mortality,window_any,z,958,138,z,1.06,0.957,1.175,0.26137,0.283145894333237
all,DBIL,PerRI,mortality,window_any,category,958,138,low,0.839,0.458,1.539,0.5714,0.6040492722948626
all,DBIL,PerRI,mortality,window_any,category,958,138,high,1.727,1.166,2.558,0.00641,0.0087828330082107
all,DBIL,Cohen_m2,mortality,window_any,binary,1041,146,abnormal,1.596,1.02,2.497,0.04081,0.0455798998916626
all,DBIL,Cohen_m2,mortality,window_any,z,1041,146,z,1.109,1.059,1.16,1e-05,1.0658684450584007e-05
all,DBIL,Cohen_m2,mortality,window_any,category,1041,146,low,0.727,0.387,1.368,0.32344,0.3559087164624198
all,DBIL,Cohen_m2,mortality,window_any,category,1041,146,high,1.963,1.248,3.089,0.00354,0.0050120254780856
all,DBIL,Cohen_m3,mortality,window_any,binary,1041,146,abnormal,1.472,0.993,2.182,0.05438,0.0598611997945513
all,DBIL,Cohen_m3,mortality,window_any,z,1041,146,z,1.114,1.061,1.169,1e-05,1.422228779157101e-05
all,DBIL,Cohen_m3,mortality,window_any,category,1041,146,low,0.524,0.257,1.07,0.07624,0.0902683648288666
all,DBIL,Cohen_m3,mortality,window_any,category,1041,146,high,1.772,1.191,2.637,0.00481,0.0067455044447299
all,DBIL,Cohen_m4,mortality,window_any,binary,1041,146,abnormal,1.691,0.913,3.13,0.09476,0.1031930408160331
all,DBIL,Cohen_m4,mortality,window_any,z,1041,146,z,1.098,1.045,1.153,0.00021,0.000237370784707
all,DBIL,Cohen_m4,mortality,window_any,category,1041,146,low,0.739,0.345,1.584,0.43666,0.4674558911120915
all,DBIL,Cohen_m4,mortality,window_any,category,1041,146,high,2.052,1.105,3.81,0.02285,0.0289688613518279
all,DBIL,Gaussian_mle,mortality,window_any,binary,931,136,abnormal,1.386,0.927,2.07,0.11131,0.1207871000507495
all,DBIL,Gaussian_mle,mortality,window_any,z,931,136,z,1.116,1.066,1.168,0.0,3.0420759710431667e-06
all,DBIL,Gaussian_mle,mortality,window_any,category,931,136,low,0.504,0.24,1.061,0.07115,0.0845857334925625
all,DBIL,Gaussian_mle,mortality,window_any,category,931,136,high,1.655,1.103,2.484,0.01488,0.0192337621303536
all,DBIL,Gaussian_trunc,mortality,window_any,binary,931,136,abnormal,1.182,0.719,1.944,0.50883,0.5278050124514186
all,DBIL,Gaussian_trunc,mortality,window_any,z,931,136,z,1.095,1.043,1.149,0.00022,0.0002419758944877
all,DBIL,Gaussian_trunc,mortality,window_any,category,931,136,low,0.735,0.391,1.38,0.33787,0.3704091979591883
all,DBIL,Gaussian_trunc,mortality,window_any,category,931,136,high,1.366,0.825,2.263,0.2254,0.2536871521542924
all,DBIL,Gaussian_eb,mortality,window_any,binary,1041,146,abnormal,1.429,0.96,2.127,0.07855,0.0858456986887016
all,DBIL,Gaussian_eb,mortality,window_any,z,1041,146,z,1.101,1.054,1.151,2e-05,1.972639984065392e-05
all,DBIL,Gaussian_eb,mortality,window_any,category,1041,146,low,0.519,0.254,1.059,0.07162,0.0849677278263725
all,DBIL,Gaussian_eb,mortality,window_any,category,1041,146,high,1.713,1.147,2.56,0.00859,0.0116150510941703
all,DBIL,NORMA_q_age_set,mortality,window_any,binary,1041,146,abnormal,1.486,1.003,2.202,0.0483,0.0535553148414688
all,DBIL,NORMA_q_age_set,mortality,window_any,z,1041,146,z,1.199,1.116,1.287,0.0,6.717817387152935e-07
all,DBIL,NORMA_q_age_set,mortality,window_any,category,1041,146,low,0.52,0.248,1.091,0.08362,0.0980223357651264
all,DBIL,NORMA_q_age_set,mortality,window_any,category,1041,146,high,1.767,1.188,2.629,0.00492,0.0068856566416814
all,DBIL,NORMA_334f7e21,mortality,window_any,binary,1041,146,abnormal,1.435,0.964,2.136,0.07504,0.0822984103070911
all,DBIL,NORMA_334f7e21,mortality,window_any,z,1041,146,z,1.192,1.113,1.278,0.0,7.347182427666825e-07
all,DBIL,NORMA_334f7e21,mortality,window_any,category,1041,146,low,0.461,0.219,0.97,0.04124,0.0504376302516359
all,DBIL,NORMA_334f7e21,mortality,window_any,category,1041,146,high,1.748,1.17,2.612,0.00637,0.0087552484045033
all,DBIL,NORMA_q_age,mortality,window_any,binary,1041,146,abnormal,1.36,0.922,2.006,0.12151,0.1313857971691182
all,DBIL,NORMA_q_age,mortality,window_any,z,1041,146,z,1.215,1.133,1.304,0.0,6.86168293348848e-08
all,DBIL,NORMA_q_age,mortality,window_any,category,1041,146,low,0.455,0.217,0.952,0.03651,0.0448442193454789
all,DBIL,NORMA_q_age,mortality,window_any,category,1041,146,high,1.64,1.108,2.429,0.01351,0.0176926277287366
all,DBIL,NORMA_q_age_set_co,mortality,window_any,binary,1041,146,abnormal,1.321,0.887,1.967,0.17042,0.1823422175575252
all,DBIL,NORMA_q_age_set_co,mortality,window_any,z,1041,146,z,1.209,1.132,1.292,0.0,2.304039667627345e-08
all,DBIL,NORMA_q_age_set_co,mortality,window_any,category,1041,146,low,0.428,0.209,0.874,0.0198,0.025372371290288
all,DBIL,NORMA_q_age_set_co,mortality,window_any,category,1041,146,high,1.647,1.102,2.462,0.01498,0.0193192792252547
all,GLU,PopRI,mortality,window_any,binary,64516,4969,abnormal,2.317,1.983,2.708,0.0,8.791279361317325e-26
all,GLU,PopRI,mortality,window_any,z,64516,4969,z,1.108,1.098,1.118,0.0,7.376764192828204e-112
all,GLU,PopRI,mortality,window_any,category,64516,4969,low,1.927,1.382,2.688,0.00011,0.0001777713047086
all,GLU,PopRI,mortality,window_any,category,64516,4969,high,2.322,1.987,2.713,0.0,1.1094982736104908e-25
all,GLU,PerRI,mortality,window_any,binary,64516,4969,abnormal,1.706,1.563,1.861,0.0,8.449653966004344e-33
all,GLU,PerRI,mortality,window_any,z,64516,4969,z,1.105,1.086,1.124,0.0,1.677415829933718e-28
all,GLU,PerRI,mortality,window_any,category,64516,4969,low,1.674,1.51,1.856,0.0,5.499414732387063e-22
all,GLU,PerRI,mortality,window_any,category,64516,4969,high,1.715,1.569,1.873,0.0,3.6643371591677407e-32
all,GLU,Cohen_m2,mortality,window_any,binary,64516,4969,abnormal,2.118,1.785,2.513,0.0,1.5831835128684592e-17
all,GLU,Cohen_m2,mortality,window_any,z,64516,4969,z,1.108,1.098,1.118,0.0,8.59039325602085e-115
all,GLU,Cohen_m2,mortality,window_any,category,64516,4969,low,1.598,1.257,2.033,0.00013,0.0002049624961549
all,GLU,Cohen_m2,mortality,window_any,category,64516,4969,high,2.14,1.803,2.539,0.0,8.954361367993255e-18
all,GLU,Cohen_m3,mortality,window_any,binary,64516,4969,abnormal,2.575,2.016,3.289,0.0,5.869756007632926e-14
all,GLU,Cohen_m3,mortality,window_any,z,64516,4969,z,1.112,1.101,1.122,0.0,2.4901976286369722e-110
all,GLU,Cohen_m3,mortality,window_any,category,64516,4969,low,2.033,1.557,2.654,0.0,3.673965845696673e-07
all,GLU,Cohen_m3,mortality,window_any,category,64516,4969,high,2.625,2.055,3.354,0.0,2.854474198768604e-14
all,GLU,Cohen_m4,mortality,window_any,binary,64516,4969,abnormal,3.299,2.366,4.6,0.0,3.144627562970888e-12
all,GLU,Cohen_m4,mortality,window_any,z,64516,4969,z,1.103,1.094,1.113,0.0,9.996486269055957e-111
all,GLU,Cohen_m4,mortality,window_any,category,64516,4969,low,2.45,1.743,3.443,0.0,4.785545815097272e-07
all,GLU,Cohen_m4,mortality,window_any,category,64516,4969,high,3.477,2.493,4.849,0.0,5.114961397929737e-13
all,GLU,Gaussian_mle,mortality,window_any,binary,64106,4941,abnormal,2.22,1.876,2.626,0.0,3.1455983629924824e-20
all,GLU,Gaussian_mle,mortality,window_any,z,64106,4941,z,1.095,1.086,1.105,0.0,9.994033728855516e-92
all,GLU,Gaussian_mle,mortality,window_any,category,64106,4941,low,1.614,1.24,2.101,0.00038,0.0005829421124806
all,GLU,Gaussian_mle,mortality,window_any,category,64106,4941,high,2.236,1.89,2.646,0.0,2.1092674408777475e-20
all,GLU,Gaussian_trunc,mortality,window_any,binary,64106,4941,abnormal,1.855,1.626,2.117,0.0,8.981579792317116e-20
all,GLU,Gaussian_trunc,mortality,window_any,z,64106,4941,z,1.092,1.084,1.101,0.0,6.744112878486727e-104
all,GLU,Gaussian_trunc,mortality,window_any,category,64106,4941,low,1.411,1.216,1.637,1e-05,1.0304609336561866e-05
all,GLU,Gaussian_trunc,mortality,window_any,category,64106,4941,high,1.964,1.721,2.242,0.0,5.84864999790522e-23
all,GLU,Gaussian_eb,mortality,window_any,binary,64516,4969,abnormal,2.287,1.949,2.684,0.0,9.156526475187148e-24
all,GLU,Gaussian_eb,mortality,window_any,z,64516,4969,z,1.108,1.098,1.118,0.0,2.145496904097712e-114
all,GLU,Gaussian_eb,mortality,window_any,category,64516,4969,low,1.922,1.445,2.556,1e-05,1.2615165491141407e-05
all,GLU,Gaussian_eb,mortality,window_any,category,64516,4969,high,2.293,1.954,2.691,0.0,1.0197753199742172e-23
all,GLU,NORMA_q_age_set,mortality,window_any,binary,64516,4969,abnormal,2.31,1.959,2.723,0.0,5.0992071968615763e-23
all,GLU,NORMA_q_age_set,mortality,window_any,z,64516,4969,z,1.056,1.045,1.066,0.0,2.947455395656169e-27
all,GLU,NORMA_q_age_set,mortality,window_any,category,64516,4969,low,1.728,1.264,2.361,0.0006,0.0009087939425489
all,GLU,NORMA_q_age_set,mortality,window_any,category,64516,4969,high,2.319,1.967,2.734,0.0,4.964941393032781e-23
all,GLU,NORMA_334f7e21,mortality,window_any,binary,64516,4969,abnormal,2.3,1.952,2.711,0.0,5.968641737730431e-23
all,GLU,NORMA_334f7e21,mortality,window_any,z,64516,4969,z,1.078,1.066,1.09,0.0,3.479364526442612e-40
all,GLU,NORMA_334f7e21,mortality,window_any,category,64516,4969,low,1.703,1.27,2.284,0.00038,0.0005829421124806
all,GLU,NORMA_334f7e21,mortality,window_any,category,64516,4969,high,2.311,1.961,2.724,0.0,5.202545269062609e-23
all,GLU,NORMA_q_age,mortality,window_any,binary,64516,4969,abnormal,2.352,1.987,2.784,0.0,6.431586300537721e-23
all,GLU,NORMA_q_age,mortality,window_any,z,64516,4969,z,1.077,1.065,1.089,0.0,1.018334080775153e-38
all,GLU,NORMA_q_age,mortality,window_any,category,64516,4969,low,1.835,1.351,2.493,0.0001,0.0001659787595903
all,GLU,NORMA_q_age,mortality,window_any,category,64516,4969,high,2.36,1.994,2.794,0.0,6.61389387172147e-23
all,GLU,NORMA_q_age_set_co,mortality,window_any,binary,64516,4969,abnormal,2.341,1.978,2.771,0.0,1.094550398535534e-22
all,GLU,NORMA_q_age_set_co,mortality,window_any,z,64516,4969,z,1.069,1.057,1.08,0.0,1.9664587656170755e-35
all,GLU,NORMA_q_age_set_co,mortality,window_any,category,64516,4969,low,1.91,1.489,2.45,0.0,6.67031590169299e-07
all,GLU,NORMA_q_age_set_co,mortality,window_any,category,64516,4969,high,2.354,1.988,2.787,0.0,9.105957537834016e-23
all,HCT,PopRI,mortality,window_any,binary,53504,4586,abnormal,1.265,1.064,1.503,0.00763,0.0088822778195668
all,HCT,PopRI,mortality,window_any,z,53504,4586,z,1.189,1.158,1.221,0.0,2.4837156562984716e-38
all,HCT,PopRI,mortality,window_any,category,53504,4586,low,1.264,1.063,1.501,0.00783,0.0106087190494794
all,HCT,PopRI,mortality,window_any,category,53504,4586,high,2.219,0.908,5.419,0.0803,0.0946919086537501
all,HCT,PerRI,mortality,window_any,binary,53504,4586,abnormal,1.518,1.227,1.878,0.00012,0.0001580890551954
all,HCT,PerRI,mortality,window_any,z,53504,4586,z,1.131,1.115,1.148,0.0,4.624037175368918e-63
all,HCT,PerRI,mortality,window_any,category,53504,4586,low,1.517,1.226,1.878,0.00013,0.000200472858487
all,HCT,PerRI,mortality,window_any,category,53504,4586,high,1.522,1.218,1.901,0.00022,0.0003436422105382
all,HCT,Cohen_m2,mortality,window_any,binary,53504,4586,abnormal,1.268,1.07,1.501,0.00604,0.007084207256033
all,HCT,Cohen_m2,mortality,window_any,z,53504,4586,z,1.248,1.207,1.29,0.0,4.4465009553683774e-39
all,HCT,Cohen_m2,mortality,window_any,category,53504,4586,low,1.266,1.069,1.5,0.00626,0.0086447762197458
all,HCT,Cohen_m2,mortality,window_any,category,53504,4586,high,1.625,1.036,2.55,0.03468,0.0427713802253246
all,HCT,Cohen_m3,mortality,window_any,binary,53504,4586,abnormal,1.186,1.002,1.403,0.04719,0.0525041635187072
all,HCT,Cohen_m3,mortality,window_any,z,53504,4586,z,1.216,1.18,1.253,0.0,4.597613639113923e-37
all,HCT,Cohen_m3,mortality,window_any,category,53504,4586,low,1.184,1.001,1.401,0.04856,0.0586630080872493
all,HCT,Cohen_m3,mortality,window_any,category,53504,4586,high,1.411,0.961,2.073,0.07924,0.0936381446170475
all,HCT,Cohen_m4,mortality,window_any,binary,53504,4586,abnormal,1.187,0.998,1.412,0.05237,0.0578505702630429
all,HCT,Cohen_m4,mortality,window_any,z,53504,4586,z,1.231,1.194,1.268,0.0,2.1676766770372319e-41
all,HCT,Cohen_m4,mortality,window_any,category,53504,4586,low,1.185,0.996,1.409,0.05546,0.0667341019982939
all,HCT,Cohen_m4,mortality,window_any,category,53504,4586,high,1.37,1.033,1.818,0.02894,0.0361424469573452
all,HCT,Gaussian_mle,mortality,window_any,binary,53360,4577,abnormal,1.473,1.204,1.802,0.00017,0.0002174206116502
all,HCT,Gaussian_mle,mortality,window_any,z,53360,4577,z,1.066,1.049,1.083,0.0,5.007329835195663e-15
all,HCT,Gaussian_mle,mortality,window_any,category,53360,4577,low,1.468,1.2,1.796,0.00019,0.0002970225632615
all,HCT,Gaussian_mle,mortality,window_any,category,53360,4577,high,2.205,1.492,3.259,7e-05,0.0001191735725065
all,HCT,Gaussian_trunc,mortality,window_any,binary,53360,4577,abnormal,1.28,1.048,1.562,0.01549,0.0175571894267215
all,HCT,Gaussian_trunc,mortality,window_any,z,53360,4577,z,1.065,1.049,1.081,0.0,5.600319850245186e-16
all,HCT,Gaussian_trunc,mortality,window_any,category,53360,4577,low,1.285,1.053,1.57,0.01374,0.0179429231676185
all,HCT,Gaussian_trunc,mortality,window_any,category,53360,4577,high,1.15,0.888,1.488,0.28886,0.3208345952098638
all,HCT,Gaussian_eb,mortality,window_any,binary,53504,4586,abnormal,1.394,1.153,1.686,0.00059,0.0007467448478619
all,HCT,Gaussian_eb,mortality,window_any,z,53504,4586,z,1.167,1.139,1.196,0.0,2.7188605483498955e-35
all,HCT,Gaussian_eb,mortality,window_any,category,53504,4586,low,1.392,1.152,1.683,0.00063,0.0009562027144626
all,HCT,Gaussian_eb,mortality,window_any,category,53504,4586,high,1.937,1.19,3.153,0.00783,0.0106087190494794
all,HCT,NORMA_q_age_set,mortality,window_any,binary,53504,4586,abnormal,1.357,1.131,1.627,0.001,0.0012499682897136
all,HCT,NORMA_q_age_set,mortality,window_any,z,53504,4586,z,1.528,1.462,1.596,0.0,1.1780309802318992e-78
all,HCT,NORMA_q_age_set,mortality,window_any,category,53504,4586,low,1.352,1.127,1.622,0.00115,0.001710231728431
all,HCT,NORMA_q_age_set,mortality,window_any,category,53504,4586,high,2.916,1.866,4.556,0.0,4.739523503636002e-06
all,HCT,NORMA_334f7e21,mortality,window_any,binary,53504,4586,abnormal,1.345,1.122,1.613,0.00139,0.001684903559523
all,HCT,NORMA_334f7e21,mortality,window_any,z,53504,4586,z,1.49,1.425,1.557,0.0,2.464311919427525e-69
all,HCT,NORMA_334f7e21,mortality,window_any,category,53504,4586,low,1.341,1.118,1.608,0.00157,0.0022884049036254
all,HCT,NORMA_334f7e21,mortality,window_any,category,53504,4586,high,2.588,1.669,4.012,2e-05,3.62314066703827e-05
all,HCT,NORMA_q_age,mortality,window_any,binary,53504,4586,abnormal,1.351,1.125,1.623,0.00129,0.0015645392857485
all,HCT,NORMA_q_age,mortality,window_any,z,53504,4586,z,1.552,1.487,1.621,0.0,2.8480712867167603e-88
all,HCT,NORMA_q_age,mortality,window_any,category,53504,4586,low,1.347,1.122,1.618,0.00144,0.0021024604380522
all,HCT,NORMA_q_age,mortality,window_any,category,53504,4586,high,2.517,1.61,3.936,5e-05,8.526477250194517e-05
all,HCT,NORMA_q_age_set_co,mortality,window_any,binary,53504,4586,abnormal,1.377,1.135,1.67,0.00117,0.0014380298876093
all,HCT,NORMA_q_age_set_co,mortality,window_any,z,53504,4586,z,1.3,1.252,1.349,0.0,1.0635846734080717e-42
all,HCT,NORMA_q_age_set_co,mortality,window_any,category,53504,4586,low,1.372,1.131,1.665,0.00132,0.0019402263780215
all,HCT,NORMA_q_age_set_co,mortality,window_any,category,53504,4586,high,2.548,1.648,3.939,3e-05,4.412878288389852e-05
all,HGB,PopRI,mortality,window_any,binary,53620,4607,abnormal,1.36,1.141,1.62,0.00058,0.0007367849596719
all,HGB,PopRI,mortality,window_any,z,53620,4607,z,1.285,1.239,1.333,0.0,3.8182898581969936e-41
all,HGB,PopRI,mortality,window_any,category,53620,4607,low,1.349,1.134,1.605,0.00073,0.0010974113113365
all,HGB,PerRI,mortality,window_any,binary,53620,4607,abnormal,1.463,1.204,1.778,0.00013,0.0001714652591596
all,HGB,PerRI,mortality,window_any,z,53620,4607,z,1.14,1.122,1.158,0.0,2.775751563900811e-59
all,HGB,PerRI,mortality,window_any,category,53620,4607,low,1.456,1.198,1.771,0.00016,0.0002568037256402
all,HGB,PerRI,mortality,window_any,category,53620,4607,high,1.501,1.221,1.847,0.00012,0.0001898376145066
all,HGB,Cohen_m2,mortality,window_any,binary,53620,4607,abnormal,1.254,1.067,1.474,0.00599,0.0070552729280603
all,HGB,Cohen_m2,mortality,window_any,z,53620,4607,z,1.399,1.343,1.457,0.0,1.65165436523397e-57
all,HGB,Cohen_m2,mortality,window_any,category,53620,4607,low,1.253,1.066,1.472,0.00623,0.0086215547093976
all,HGB,Cohen_m2,mortality,window_any,category,53620,4607,high,1.47,1.022,2.115,0.03792,0.046482695727954
all,HGB,Cohen_m3,mortality,window_any,binary,53620,4607,abnormal,1.236,1.053,1.451,0.00956,0.0110830192540549
all,HGB,Cohen_m3,mortality,window_any,z,53620,4607,z,1.403,1.344,1.465,0.0,2.4568615539449868e-53
all,HGB,Cohen_m3,mortality,window_any,category,53620,4607,low,1.237,1.054,1.452,0.00917,0.0123403642182243
all,HGB,Cohen_m3,mortality,window_any,category,53620,4607,high,0.937,0.575,1.527,0.79293,0.8079423739201592
all,HGB,Cohen_m4,mortality,window_any,binary,53620,4607,abnormal,1.192,1.019,1.394,0.02773,0.0311929890144061
all,HGB,Cohen_m4,mortality,window_any,z,53620,4607,z,1.43,1.366,1.497,0.0,9.7179272157818e-53
all,HGB,Cohen_m4,mortality,window_any,category,53620,4607,low,1.193,1.02,1.395,0.0274,0.0344395710466584
all,HGB,Cohen_m4,mortality,window_any,category,53620,4607,high,1.085,0.682,1.727,0.73072,0.753635335052379
all,HGB,Gaussian_mle,mortality,window_any,binary,53358,4593,abnormal,1.497,1.227,1.827,7e-05,9.196668279775934e-05
all,HGB,Gaussian_mle,mortality,window_any,z,53358,4593,z,1.05,1.033,1.067,0.0,9.168432599517913e-09
all,HGB,Gaussian_mle,mortality,window_any,category,53358,4593,low,1.499,1.229,1.829,7e-05,0.0001080342568079
all,HGB,Gaussian_mle,mortality,window_any,category,53358,4593,high,1.142,0.664,1.965,0.63183,0.6620238997154473
all,HGB,Gaussian_trunc,mortality,window_any,binary,53358,4593,abnormal,1.416,1.148,1.748,0.00118,0.0014407907660938
all,HGB,Gaussian_trunc,mortality,window_any,z,53358,4593,z,1.049,1.033,1.066,0.0,4.300564370363926e-09
all,HGB,Gaussian_trunc,mortality,window_any,category,53358,4593,low,1.44,1.166,1.777,0.00069,0.0010448658615061
all,HGB,Gaussian_trunc,mortality,window_any,category,53358,4593,high,1.06,0.818,1.372,0.65968,0.6875519402765246
all,HGB,Gaussian_eb,mortality,window_any,binary,53620,4607,abnormal,1.488,1.227,1.806,6e-05,7.445743762944203e-05
all,HGB,Gaussian_eb,mortality,window_any,z,53620,4607,z,1.156,1.125,1.188,0.0,1.6184590768137074e-25
all,HGB,Gaussian_eb,mortality,window_any,category,53620,4607,low,1.486,1.225,1.803,6e-05,9.65538422974032e-05
all,HGB,Gaussian_eb,mortality,window_any,category,53620,4607,high,2.002,1.183,3.387,0.00967,0.0129803973823524
all,HGB,NORMA_q_age_set,mortality,window_any,binary,53620,4607,abnormal,1.444,1.199,1.739,0.00011,0.000137794560684
all,HGB,NORMA_q_age_set,mortality,window_any,z,53620,4607,z,1.545,1.477,1.615,0.0,1.6078976774258004e-81
all,HGB,NORMA_q_age_set,mortality,window_any,category,53620,4607,low,1.441,1.197,1.735,0.00012,0.0001840247067012
all,HGB,NORMA_q_age_set,mortality,window_any,category,53620,4607,high,2.619,1.574,4.359,0.00021,0.0003282121419809
all,HGB,NORMA_334f7e21,mortality,window_any,binary,53620,4607,abnormal,1.485,1.229,1.794,4e-05,5.6434057003808895e-05
all,HGB,NORMA_334f7e21,mortality,window_any,z,53620,4607,z,1.519,1.453,1.588,0.0,3.371374524704109e-75
all,HGB,NORMA_334f7e21,mortality,window_any,category,53620,4607,low,1.481,1.226,1.789,5e-05,7.765921898452219e-05
all,HGB,NORMA_334f7e21,mortality,window_any,category,53620,4607,high,2.732,1.697,4.398,4e-05,5.937294873738035e-05
all,HGB,NORMA_q_age,mortality,window_any,binary,53620,4607,abnormal,1.455,1.206,1.754,9e-05,0.0001159438616877
all,HGB,NORMA_q_age,mortality,window_any,z,53620,4607,z,1.611,1.54,1.685,0.0,6.217202436100471e-96
all,HGB,NORMA_q_age,mortality,window_any,category,53620,4607,low,1.451,1.203,1.75,0.0001,0.0001587484327942
all,HGB,NORMA_q_age,mortality,window_any,category,53620,4607,high,2.653,1.631,4.313,8e-05,0.0001357622716976
all,HGB,NORMA_q_age_set_co,mortality,window_any,binary,53620,4607,abnormal,1.422,1.171,1.726,0.00038,0.0004851632435379
all,HGB,NORMA_q_age_set_co,mortality,window_any,z,53620,4607,z,1.386,1.334,1.441,0.0,5.453679469906333e-61
all,HGB,NORMA_q_age_set_co,mortality,window_any,category,53620,4607,low,1.42,1.17,1.724,0.0004,0.0006077584482365
all,HGB,NORMA_q_age_set_co,mortality,window_any,category,53620,4607,high,1.837,1.1,3.067,0.02005,0.025632804391755
all,K,PopRI,mortality,window_any,binary,57758,4880,abnormal,1.541,1.454,1.632,0.0,4.4800968297035235e-48
all,K,PopRI,mortality,window_any,z,57758,4880,z,1.708,1.612,1.809,0.0,3.7180557025057136e-73
all,K,PopRI,mortality,window_any,category,57758,4880,low,1.356,1.271,1.447,0.0,9.49303329365823e-20
all,K,PopRI,mortality,window_any,category,57758,4880,high,2.278,2.08,2.495,0.0,1.039448726355423e-69
all,K,PerRI,mortality,window_any,binary,57758,4880,abnormal,1.519,1.436,1.607,0.0,1.880084078100265e-47
all,K,PerRI,mortality,window_any,z,57758,4880,z,1.195,1.172,1.218,0.0,2.4539914407583264e-70
all,K,PerRI,mortality,window_any,category,57758,4880,low,1.334,1.245,1.428,0.0,6.126567238336573e-16
all,K,PerRI,mortality,window_any,category,57758,4880,high,1.753,1.638,1.876,0.0,2.1555875315583985e-58
all,K,Cohen_m2,mortality,window_any,binary,57758,4880,abnormal,1.541,1.456,1.632,0.0,2.613359298092465e-49
all,K,Cohen_m2,mortality,window_any,z,57758,4880,z,1.51,1.446,1.576,0.0,5.456604788924125e-78
all,K,Cohen_m2,mortality,window_any,category,57758,4880,low,1.407,1.32,1.499,0.0,2.193155973358868e-25
all,K,Cohen_m2,mortality,window_any,category,57758,4880,high,1.846,1.714,1.989,0.0,1.561182431855175e-57
all,K,Cohen_m3,mortality,window_any,binary,57758,4880,abnormal,1.525,1.442,1.613,0.0,1.874667040291935e-48
all,K,Cohen_m3,mortality,window_any,z,57758,4880,z,1.614,1.529,1.703,0.0,1.1774046597849886e-67
all,K,Cohen_m3,mortality,window_any,category,57758,4880,low,1.354,1.273,1.44,0.0,2.2402905727557467e-21
