analyte,method,outcome,subset,n_patients,n_events,anchor,sensitivity,specificity,ppv,n_flagged
MPV,NORMA_q_age_set,prolonged_los,pop_normal,35566.0,8227.0,rate_of:PerRI,0.5952352011668895,0.4860821536998427,0.2584578033461762,18947.0
NA,PerRI,prolonged_los,pop_normal,53278.0,11066.0,native,0.4271642870052413,0.5012792570832939,0.1833663059079095,25779.0
NA,PerRI,prolonged_los,pop_normal,53278.0,11066.0,rate_of:PerRI,0.4271642870052413,0.5012792570832939,0.1833663059079095,25779.0
NA,NORMA_q_age_set,prolonged_los,pop_normal,53278.0,11066.0,native,0.2468823423097777,0.8699658864777788,0.3323196691400073,8221.0
NA,NORMA_q_age_set,prolonged_los,pop_normal,53278.0,11066.0,rate_of:PerRI,0.614314115308151,0.5503411352222117,0.2637030140812289,25779.0
PLT,PerRI,prolonged_los,pop_normal,43751.0,10087.0,native,0.7281649648061862,0.2587927756653992,0.227420503452333,32297.0
PLT,PerRI,prolonged_los,pop_normal,43751.0,10087.0,rate_of:PerRI,0.7281649648061862,0.2587927756653992,0.227420503452333,32297.0
PLT,NORMA_q_age_set,prolonged_los,pop_normal,43751.0,10087.0,native,0.4808168930306334,0.7134624524714829,0.3345750551876379,14496.0
PLT,NORMA_q_age_set,prolonged_los,pop_normal,43751.0,10087.0,rate_of:PerRI,0.842470506592644,0.2930430133079847,0.2631204136607115,32297.0
RBC,PerRI,prolonged_los,pop_normal,8523.0,1697.0,native,0.4401885680612846,0.6289188397304424,0.2277439024390244,3280.0
RBC,PerRI,prolonged_los,pop_normal,8523.0,1697.0,rate_of:PerRI,0.4401885680612846,0.6289188397304424,0.2277439024390244,3280.0
RBC,NORMA_q_age_set,prolonged_los,pop_normal,8523.0,1697.0,native,0.1043017088980553,0.9214767067096395,0.2482468443197756,713.0
RBC,NORMA_q_age_set,prolonged_los,pop_normal,8523.0,1697.0,rate_of:PerRI,0.427224513847967,0.6256958687371814,0.2210365853658536,3280.0
RDW,PerRI,prolonged_los,pop_normal,19605.0,3704.0,native,0.4527537796976242,0.5685177032891013,0.196416022487702,8538.0
RDW,PerRI,prolonged_los,pop_normal,19605.0,3704.0,rate_of:PerRI,0.4527537796976242,0.5685177032891013,0.196416022487702,8538.0
RDW,NORMA_q_age_set,prolonged_los,pop_normal,19605.0,3704.0,native,0.193304535637149,0.8691277278158607,0.2559885591705398,2797.0
RDW,NORMA_q_age_set,prolonged_los,pop_normal,19605.0,3704.0,rate_of:PerRI,0.531047516198704,0.586755549965411,0.2303818224408526,8538.0
TBIL,PerRI,prolonged_los,pop_normal,10881.0,3704.0,native,0.3439524838012959,0.683990525289118,0.3596837944664031,3542.0
TBIL,PerRI,prolonged_los,pop_normal,10881.0,3704.0,rate_of:PerRI,0.3444924406047516,0.6835725233384422,0.3597406258810262,3547.0
TBIL,NORMA_q_age_set,prolonged_los,pop_normal,10881.0,3704.0,native,0.1849352051835853,0.8616413543263202,0.4082240762812872,1678.0
TBIL,NORMA_q_age_set,prolonged_los,pop_normal,10881.0,3704.0,rate_of:PerRI,0.3733801295896328,0.6991779294970043,0.3904573687182383,3542.0
TC,PerRI,prolonged_los,pop_normal,24.0,8.0,native,0.75,0.25,0.3333333333333333,18.0
TC,PerRI,prolonged_los,pop_normal,24.0,8.0,rate_of:PerRI,0.75,0.25,0.3333333333333333,18.0
TC,NORMA_q_age_set,prolonged_los,pop_normal,24.0,8.0,native,0.0,0.8125,0.0,3.0
TC,NORMA_q_age_set,prolonged_los,pop_normal,24.0,8.0,rate_of:PerRI,0.875,0.3125,0.3888888888888889,18.0
TGL,PerRI,prolonged_los,pop_normal,221.0,152.0,native,0.5657894736842105,0.391304347826087,0.671875,128.0
TGL,PerRI,prolonged_los,pop_normal,221.0,152.0,rate_of:PerRI,0.5657894736842105,0.391304347826087,0.671875,128.0
TGL,NORMA_q_age_set,prolonged_los,pop_normal,221.0,152.0,native,0.2236842105263158,0.7246376811594203,0.6415094339622641,53.0
TGL,NORMA_q_age_set,prolonged_los,pop_normal,221.0,152.0,rate_of:PerRI,0.5526315789473685,0.3623188405797101,0.65625,128.0
TP,PerRI,prolonged_los,pop_normal,8338.0,2938.0,native,0.5125936010891763,0.5605555555555556,0.3882443928847641,3879.0
TP,PerRI,prolonged_los,pop_normal,8338.0,2938.0,rate_of:PerRI,0.5125936010891763,0.5605555555555556,0.3882443928847641,3879.0
TP,NORMA_q_age_set,prolonged_los,pop_normal,8338.0,2938.0,native,0.1759700476514635,0.882962962962963,0.4499564838990426,1149.0
TP,NORMA_q_age_set,prolonged_los,pop_normal,8338.0,2938.0,rate_of:PerRI,0.5190605854322669,0.5640740740740741,0.3931425625161124,3879.0
WBC,PerRI,prolonged_los,pop_normal,40024.0,8530.0,native,0.4192262602579132,0.5233695307042612,0.1923925324151288,18587.0
WBC,PerRI,prolonged_los,pop_normal,40024.0,8530.0,rate_of:PerRI,0.4192262602579132,0.5233695307042612,0.1923925324151288,18587.0
WBC,NORMA_q_age_set,prolonged_los,pop_normal,40024.0,8530.0,native,0.1699882766705744,0.8790245761097352,0.2756653992395437,5260.0
WBC,NORMA_q_age_set,prolonged_los,pop_normal,40024.0,8530.0,rate_of:PerRI,0.5724501758499414,0.5648694989521814,0.2627104965836337,18587.0
